date,carbon,sulfur,nitrogen,pm10,pm25,wind,temperature,humidity,radiation,precipitation,ozone 
1/1/2016,,0.4,3.8,12.3,3.1,11.6,38.4,62.8,0.062,0,23
1/2/2016,,0.5,9.4,14.7,5.1,5.3,37.9,75.4,0.055,0,17
1/3/2016,,0.9,21.8,17.9,6.7,4.1,38.4,68.1,0.222,0,11
1/4/2016,,0.9,11.2,13.7,2.6,10,42.2,62.6,0.058,0,18
1/5/2016,,1,15.1,14.6,5,5.6,43.9,83.5,0.097,0.29,11
1/6/2016,,1,14.1,14.5,4,7.8,47.9,70.7,0.153,0.07,16
1/7/2016,,0.9,9.1,15.8,2.8,7.7,46.4,57.6,0.204,0,26
1/8/2016,,0.9,5.2,12,2.3,9.8,40.4,69.5,0.144,0.18,35
1/9/2016,,0.7,7.9,13.5,4,7.2,39.4,61.6,0.232,0,27
1/10/2016,,0.5,9.3,14.9,4.8,5.6,39.3,60.7,0.163,0,26
1/11/2016,,0.6,16,20,7,5.4,40.7,51.6,0.236,0,23
1/12/2016,,0.7,22.8,21.1,6.7,5,38.8,44.7,0.239,0,12
1/13/2016,,0.7,20.3,17.2,4.3,5.3,41.4,45.7,0.241,0,16
1/14/2016,,0.7,11.9,19.2,3.1,10.1,48.3,31.8,0.245,0,29
1/15/2016,,0.7,8.3,18.5,3.2,10.4,48.9,29,0.2,0,33
1/16/2016,,0.6,14.3,20.6,7.7,5.7,44.3,47.9,0.24,0,27
1/17/2016,,0.6,12.1,19.3,5.1,6.8,50.4,32.7,0.241,0,21
1/18/2016,,0.9,19,26.5,6.9,4.7,49.4,31.6,0.249,0,16
1/19/2016,,1.3,20.1,31.4,7.5,6.1,54.5,24.3,0.253,0,17
1/20/2016,,0.9,12.5,22.7,4.3,7.9,55.8,24.9,0.254,0,22
1/21/2016,,0.5,11.4,21.8,5,5.5,48.5,29.7,0.253,0,28
1/22/2016,,1,23.4,31.3,9.4,3.2,45.9,31.8,0.257,0,14
1/23/2016,,1.7,33,47.4,14.2,3,48.2,30.6,0.247,0,12
1/24/2016,,1,8.2,49.2,8.6,9.6,54.7,22.6,0.25,0,25
1/25/2016,,0.9,16,22.1,5.3,6.4,49.1,28,0.261,0,24
1/26/2016,,0.6,6.4,18.8,3.7,8.4,44.6,40,0.228,0,28
1/27/2016,,0.6,11.1,16,3.9,4.9,41.2,49.6,0.266,0,21
1/28/2016,,0.8,16.2,20.5,5.4,4.8,46.8,36,0.269,0,21
1/29/2016,,0.9,17.2,20,4.5,5.6,52,26.8,0.276,0,17
1/30/2016,,0.8,7.4,29.2,4.5,9.9,59.1,17.1,0.278,0,29
1/31/2016,,0.6,5.3,25.9,4.1,10.4,60.3,19.8,0.277,0,34
2/1/2016,,0.7,2.8,30.8,4.8,14.3,47.2,46.7,0.116,0.11,37
2/2/2016,,0.7,4.5,19,4,13.5,38.7,43.9,0.263,0,34
2/3/2016,,0.7,16.6,15.7,7.1,5.8,36.4,33.8,0.29,0,21
2/4/2016,,0.6,20.1,21,4.5,4.4,36.7,28.5,0.293,0,17
2/5/2016,,0.7,18.7,23.1,6.6,5.1,39.9,24,0.294,0,18
2/6/2016,,0.6,18.7,21.4,5.2,4.8,43,19,0.298,0,21
2/7/2016,,0.5,13.8,16.7,3.9,5,47.1,22.4,0.271,0,21
2/8/2016,,0.7,23.8,31.6,6.2,6.2,49.8,24.1,0.286,0,15
2/9/2016,,0.9,27.3,35.5,8.8,4.2,50.7,24.3,0.301,0,11
2/10/2016,,0.9,23.6,34.2,8.9,3.1,54.2,25.3,0.306,0,14
2/11/2016,,0.5,17.8,25.2,6.1,4.2,56.5,21.6,0.311,0,19
2/12/2016,,0.8,27.6,38,9.7,3.3,57.5,20.2,0.311,0,16
2/13/2016,,1,24.5,36.8,9.6,4.3,59.7,16.7,0.307,0,17
2/14/2016,,0.6,14.2,22.6,5,5.7,60.8,14.3,0.314,0,23
2/15/2016,,0.5,15.3,22,4.4,4.9,59,15.6,0.315,0,20
2/16/2016,,0.9,22.4,27.9,6.5,4,60.1,18.9,0.322,0,15
2/17/2016,,1.3,25.4,38.8,9.2,4.5,62.3,20.4,0.322,0,18
2/18/2016,,1.1,21.8,41.2,9.7,6,67.2,16.9,0.322,0,19
2/19/2016,,0.9,18.8,31,8.6,3.9,69.1,16.7,0.24,0,21
2/20/2016,,0.9,16.4,26.8,8.1,4.7,67.5,17.9,0.304,0,23
2/21/2016,,1,8.1,30.6,8,6.8,65.2,21.8,0.26,0,23
2/22/2016,,1,7.8,49,9.8,10.4,60.7,36.4,0.331,0,35
2/23/2016,,0.8,4.4,26.5,4.7,9.9,51.1,29.3,0.338,0,36
2/24/2016,,1,19.8,28.9,7.2,3.8,46.7,37.3,0.341,0,21
2/25/2016,,0.9,17.7,26.3,5.8,5.8,51.3,24.7,0.345,0,23
2/26/2016,,1.2,20,34.9,7.8,5.7,55.7,23.5,0.344,0,28
2/27/2016,,1.1,25,32.4,8.1,3.8,60.1,19.4,0.347,0,19
2/28/2016,,0.7,15.2,26.4,6.8,5.3,65.2,12.7,0.357,0,29
2/29/2016,,0.7,16.1,28.3,6.9,7.6,65.3,13.9,0.33,0,27
3/1/2016,,0.4,15.9,22.9,8.5,5,65.2,16.3,0.362,0,22
3/2/2016,,0.7,15.8,33.7,10.1,8.2,68.4,14.9,0.362,0,26
3/3/2016,,0.7,18.9,26.8,9.9,5.5,67,14.6,0.336,0,29
3/4/2016,,1.3,31.8,39.4,13.4,4.1,66.9,13.6,0.342,0,17
3/5/2016,,1.2,26.1,38.5,12.8,4,65.9,12,0.268,0,19
3/6/2016,,0.9,3.2,32.2,7.8,8.8,69,8.7,0.243,0,38
3/7/2016,,1,7.4,43.2,10,9.1,60.6,15.6,0.316,0,30
3/8/2016,,1,7.4,47.3,12,5.6,52.2,40.7,0.234,0.01,37
3/9/2016,,0.9,11.3,22.4,8.5,4.7,55.2,38.5,0.357,0,26
3/10/2016,,1,18.1,23.6,8.5,4.7,59.9,29.2,0.387,0,22
3/11/2016,,1.3,22.8,38,11.2,4.4,61.9,26.4,0.377,0,28
3/12/2016,,1,8,80.2,13.4,12,63.4,17.6,0.374,0,37
3/13/2016,,0.7,4.7,20.3,7.9,10.1,61,18.7,0.395,0,41
3/14/2016,,0.8,6.9,24.3,9.3,9.1,65.3,16.3,0.377,0,32
3/15/2016,,0.8,9.2,22.5,10.7,6.6,65.1,18.1,0.398,0,33
3/16/2016,,1,18.4,28.2,10.6,4.5,65.4,13.8,0.398,0,22
3/17/2016,,0.8,13,26.6,8.8,5.4,65.7,12.7,0.403,0,27
3/18/2016,,0.8,8.7,30.8,8.8,6.8,66.9,12.9,0.41,0,33
3/19/2016,,0.6,1.7,34.6,9.8,12.4,53.3,37.6,0.4,0,35
3/20/2016,,0.2,7.7,20.6,7,9.3,54.6,32.3,0.397,0,36
3/21/2016,,0.9,17.5,29.9,9.3,5.9,64.5,22.8,0.41,0,27
3/22/2016,,0.5,6.4,93.5,18.1,10.4,70.8,10.8,0.389,0,40
3/23/2016,,0.4,5.1,78,14.5,13.3,61.1,12.2,0.397,0,43
3/24/2016,,0.5,20.8,28.3,8.8,3.9,56.5,11.4,0.422,0,21
3/25/2016,,0.6,10.4,25,7.8,7.9,62.4,10.8,0.425,0,35
3/26/2016,,0.5,5.1,25.9,9.1,8.3,66.2,10.1,0.426,0,43
3/27/2016,,0.5,8.2,23.1,9.9,6.3,61.7,19,0.427,0,44
3/28/2016,,0.7,12.1,28,11.4,7,66.5,17.3,0.396,0,31
3/29/2016,,0.7,5.5,110.4,22.5,9.6,68.4,16.6,0.374,0,39
3/30/2016,,0.7,4.6,30.6,10.3,11.1,59.9,27.9,0.342,0,39
3/31/2016,,0.7,8.8,23.7,8.5,7.5,55,25.3,0.375,0,36
4/1/2016,,0.5,6.2,18,6.5,6.5,50.6,40.1,0.305,0,38
4/2/2016,,0.5,9,14.8,6,5.8,52.5,33.9,0.443,0,33
4/3/2016,,0.8,14.6,20.5,8.4,3.6,60.3,18.9,0.449,0,28
4/4/2016,,1.2,24.9,30.4,12,3.5,67,12.8,0.449,0,21
4/5/2016,,1.1,16.6,26.7,10.7,7,73,10.3,0.434,0,33
4/6/2016,,0.8,17,27.1,11.5,5.6,69,7.3,0.361,0,36
4/7/2016,,1.3,28.8,42.3,12,4.7,68.4,12.2,0.173,0,19
4/8/2016,,0.9,6.4,25.8,7.5,7.3,67.8,35.4,0.359,0.09,38
4/9/2016,,1,12.4,21.9,7.1,4.8,67.8,36.9,0.458,0,35
4/10/2016,,0.5,3,56,10.1,10.2,66.9,21.9,0.446,0,35
4/11/2016,,0.4,2.9,13,3.5,8.8,62.4,32.4,0.465,0,39
4/12/2016,,0.4,6.2,20,6,7.4,59,46,0.306,0,30
4/13/2016,,0.5,13.4,20.2,5.4,4.2,63.8,38.1,0.466,0,28
4/14/2016,,0.9,22.6,28.8,8.1,4.2,71.4,20.3,0.468,0,24
4/15/2016,,0.7,4.3,77.7,14.5,9.9,73.4,14.4,0.435,0,41
4/16/2016,,0.6,2.1,31,7,11.6,60.9,16.8,0.459,0,46
4/17/2016,,0.6,9.2,19.5,5.6,4.6,60.6,21.9,0.475,0,34
4/18/2016,,0.6,7.2,26.2,7.3,8.2,65.1,30.5,0.412,0,39
4/19/2016,,0.6,14.6,22.7,6.7,4.4,65.7,27.5,0.477,0,31
4/20/2016,,1.2,17.1,23.9,6.9,5.9,71.8,12.5,0.485,0,34
4/21/2016,,0.7,13.7,24.9,7.6,6.3,75.1,13.6,0.478,0,42
4/22/2016,,0.6,6.1,40.8,9.5,11,72.7,35.4,0.386,0,47
4/23/2016,,0.6,6.5,20.9,6.8,7,72.7,33.4,0.459,0,39
4/24/2016,,0.6,3.1,30.3,8.6,9.8,73.1,16.5,0.487,0,38
4/25/2016,,0.6,4.3,94.1,18.8,10.7,73.4,16.2,0.472,0,41
4/26/2016,,0.6,5.6,47.5,10.3,12.3,66.5,16.5,0.482,0,46
4/27/2016,,0.7,12.4,31.6,8.6,6.6,65.7,14.8,0.49,0,37
4/28/2016,,0.7,6.7,43.8,10.9,8.3,71.7,12.5,0.491,0,40
4/29/2016,,0.6,5.9,29.3,7.7,11.2,63.8,19.6,0.492,0,46
4/30/2016,,0.7,8.2,22.5,6.4,5.9,66.2,19,0.493,0,43
5/1/2016,,0.4,1.4,44.1,9.2,12.5,59.5,34.4,0.484,0,39
5/2/2016,,0.3,6,19.8,6.4,8.8,58.6,36.9,0.493,0,35
5/3/2016,,0.4,7,23.4,7.6,7.3,69.3,22.5,0.494,0,44
5/4/2016,,0.3,8.3,21.7,5.6,8,73.8,17.5,0.501,0,49
5/5/2016,,0.5,8.4,26.7,6.3,9.9,78.5,12.1,0.468,0,48
5/6/2016,,0.6,9.1,79,16.3,8.8,80.2,10,0.492,0,44
5/7/2016,,0.4,8.5,35.4,9.3,8.1,71.9,11.1,0.506,0,49
5/8/2016,,0.5,4.5,32.7,8,9.6,68.7,11.7,0.508,0,49
5/9/2016,,0.5,6.3,25.9,7.7,10.5,68.5,19.5,0.511,0,41
5/10/2016,,0.4,9.8,23.8,7,7.7,72.9,14.8,0.517,0,39
5/11/2016,,0.4,14.3,25.2,7.6,5.8,76.5,11.4,0.519,0,37
5/12/2016,,0.4,11.4,32.5,11.1,8,75.3,23.3,0.463,0,37
5/13/2016,,0.5,6.2,30.3,11.7,7.6,78.7,35.6,0.491,0,48
5/14/2016,,0.4,4.6,31.9,8.7,10.1,73.6,39.9,0.35,0.03,45
5/15/2016,,0.7,1.2,34.5,7.9,8.4,77.2,28.9,0.436,0,43
5/16/2016,,0.7,1.5,82.1,15.1,9.6,78.8,17.2,0.445,0,31
5/17/2016,,0.7,3.3,36.5,7.4,10.5,70.9,29.2,0.422,0,33
5/18/2016,,0.7,1,18.8,5,11.8,62.4,50.5,0.338,0,28
5/19/2016,,1.1,10.2,23.3,6.8,4.7,66.3,42.6,0.463,0,32
5/20/2016,,1.1,14.7,27.3,8,5.7,77.2,20.4,0.51,0,33
5/21/2016,,0.8,5,21.4,6.6,6.4,79.1,9.6,0.514,0,42
5/22/2016,,0.8,4.3,40.6,8.9,8.6,78.7,9.9,0.486,0,43
5/23/2016,,0.8,7.2,40.4,9.6,7.9,79.3,9.5,0.506,0,39
5/24/2016,,0.6,8.5,47.9,11.6,7.9,78.1,9,0.474,0,43
5/25/2016,,0.3,11.3,52.1,11.5,8.2,78.6,10.1,0.51,0,38
5/26/2016,,0.8,,47.4,10.6,10.1,74.6,12,0.5,0,42
5/27/2016,,0.9,16.2,28.5,10.5,6.4,70.8,12.5,0.515,0,43
5/28/2016,,1.1,23.3,36.1,12.1,4.3,77,9,0.523,0,35
5/29/2016,,0.7,6,33,10.4,5.9,81.8,9.2,0.481,0,37
5/30/2016,,0.7,4.5,27.5,9.3,6.3,78.7,27.4,0.36,0.06,33
5/31/2016,,1,9,20.3,6.6,6.1,73.5,41.7,0.404,0.09,33
6/1/2016,,0.5,7.6,22.4,6.7,7.3,69.8,42.9,0.423,0,40
6/2/2016,,0.6,14.8,23.8,7.4,5,74.1,35.9,0.513,0,41
6/3/2016,,1.2,18.6,37,11.2,4.7,82.6,22.2,0.524,0,39
6/4/2016,,0.9,4.8,22.1,8,8.8,84,23,0.5,0,46
6/5/2016,,0.6,4,27,7.2,7.3,83.9,25,0.503,0,48
6/6/2016,,0.7,5.5,26.1,8.6,7.7,85.9,21.4,0.507,0,53
6/7/2016,,0.8,5.1,33.2,9.6,8,86.9,19.8,0.429,0,50
6/8/2016,,1,8.5,31.9,8.8,6.4,85.5,22.3,0.46,0,44
6/9/2016,,0.8,4.2,26.1,8.4,7.7,86.8,20.3,0.459,0,45
6/10/2016,,0.8,5.3,33.8,12,7.9,85.8,24.4,0.494,0.05,44
6/11/2016,,0.7,,24,7.6,7.4,82,32.8,0.379,0,46
6/12/2016,,0.7,,21.4,7.6,6.1,86.3,24.8,0.508,0,47
6/13/2016,,0.8,5.8,30.4,8.6,8.8,87,14.2,0.501,0,38
6/14/2016,,0.9,12.6,25.5,7.1,5.6,84.6,13.1,0.531,0,32
6/15/2016,,1,14.2,26.8,7.4,6.4,87.5,11.3,0.521,0,31
6/16/2016,,1,10.2,25.4,6.5,7.2,87.1,9.2,0.531,0,37
6/17/2016,,0.9,13.5,24,6.6,6.1,87.9,8.5,0.528,0,36
6/18/2016,,0.9,13.4,26.9,8.5,5.6,91.6,6.3,0.525,0,46
6/19/2016,,0.7,3.9,28.6,10.3,7.7,89.4,15.3,0.411,0,42
6/20/2016,,0.5,5.7,29.4,7.6,9.9,85.8,23.7,0.515,0,43
6/21/2016,,0.9,12.6,31,11.9,5.9,86.9,27.3,0.507,0,42
6/22/2016,,1.1,11.6,44,12.2,6.1,92.4,18.7,0.497,0,37
6/23/2016,,0.9,5.4,44.9,13,7.4,91.4,19.5,0.48,0,55
6/24/2016,,0.8,5.5,60.1,14.5,6.9,87.3,28.5,0.465,0.11,51
6/25/2016,,0.7,5.1,32.9,9.2,7.1,83.6,33.2,0.496,0,49
6/26/2016,,0.6,0.7,21.9,8.3,8.6,83.4,30.6,0.513,0,46
6/27/2016,,0.5,0.3,18.7,7.5,9.4,82.9,39.2,0.474,0,42
6/28/2016,,0.5,2.8,17.5,6.8,8.3,76.1,58.4,0.27,0.23,28
6/29/2016,,0.6,2.9,18.8,7.2,7,83.2,37.9,0.494,0,34
6/30/2016,,0.6,4.3,36.4,9.6,7.5,83.9,33.1,0.442,0,36
7/1/2016,,0.6,3.7,16.9,6.5,7.2,76.3,56.8,0.231,0.12,34
7/2/2016,,0.5,1.4,16.5,5.3,8.1,81.7,44,0.503,0,43
7/3/2016,,0.3,3.9,16.5,6.1,7.1,87.1,24.3,0.518,0,41
7/4/2016,,0.4,3.8,18.8,7.4,7,91.3,17.6,0.52,0,42
7/5/2016,,0.6,8.5,32.9,9.3,7,90.3,16.7,0.48,0,37
7/6/2016,,0.4,3.1,37.4,8.2,9.4,90,21.7,0.507,0,43
7/7/2016,,0.6,3.1,41.8,10.4,8.8,88.5,26.7,0.513,0,41
7/8/2016,,0.5,3.8,22.9,6.5,6.5,89.3,24.6,0.477,0,43
7/9/2016,,0.5,3.4,33.2,9.7,5.6,89.4,24.6,0.509,0,45
7/10/2016,,0.7,2.4,20.3,6.8,6.2,92.5,18.3,0.501,0,42
7/11/2016,,0.8,4.9,22,6.5,8.1,92.1,16.4,0.498,0,35
7/12/2016,,0.7,5.2,22.4,6.5,7.4,91.3,15.1,0.514,0,33
7/13/2016,,0.6,7.1,22.9,6.8,6.7,92.3,13,0.52,0,33
7/14/2016,,0.7,7,22.2,6.7,7.3,94.8,12,0.51,0,33
7/15/2016,,0.7,6.1,120,19.5,7.7,90.4,18,0.49,0,40
7/16/2016,,0.9,8.7,48.4,13.1,5,89.1,22.9,0.434,0,45
7/17/2016,,0.5,2.4,33.8,10.9,6.7,89.9,21.6,0.487,0,43
7/18/2016,,0.4,4.1,37.8,10.4,8.1,87,29,0.491,0,47
7/19/2016,,0.5,7.6,29.2,9.7,7.3,86.3,30.3,0.412,0,47
7/20/2016,,0.7,9.5,29,8.8,5.9,88.9,25.7,0.496,0,35
7/21/2016,,0.6,6.6,23.6,6.4,6.5,90.2,24.2,0.488,0,33
7/22/2016,,0.8,9.2,23.5,6.8,5.9,91.8,18.2,0.499,0,35
7/23/2016,,1,11.4,26.5,8.1,5.8,92.6,17,0.495,0,41
7/24/2016,,0.9,3.7,86.1,21.7,6.2,91.6,19.2,0.5,1.87,44
7/25/2016,,0.4,7.6,82,20.8,7.6,89.2,26.5,0.484,0.02,40
7/26/2016,,,,27.9,9,8.8,86.5,31.2,0.491,0,
7/27/2016,,,,21.8,8,6,82.7,44.4,0.34,0.04,
7/28/2016,,1.1,5.5,24.2,9.1,6.2,87.8,30.6,0.445,0,53
7/29/2016,,1.4,4.5,33.4,10.9,8,86.6,30.2,0.479,0,37
7/30/2016,,1.4,4.1,18.6,7,6.9,84.6,36.4,0.471,0,40
7/31/2016,,0.7,4.5,22.6,7.2,5.9,85,33.5,0.412,0,42
8/1/2016,,1.1,6.6,33.5,8.2,5.9,81.8,42.1,0.367,0,41
8/2/2016,,0.6,6.5,24.8,7,5.7,80.2,49.6,0.424,0.89,41
8/3/2016,,0.7,11.2,19.6,6.1,5.7,80.4,48.7,0.427,0.09,42
8/4/2016,,0.8,5.9,19.3,5.8,7.2,81.2,44.6,0.455,0.62,48
8/5/2016,,0.9,9.7,29.2,7.8,6.3,84.2,39.7,0.416,0.01,44
8/6/2016,,0.9,8.3,27.2,7.9,5.5,86.6,31,0.427,0,48
8/7/2016,,0.8,7.3,26.4,8.3,5.6,87,28.2,0.429,0.07,43
8/8/2016,,1,13.8,33.9,10.5,5.1,85.4,33.5,0.403,0.1,43
8/9/2016,,0.9,8.6,19,6.5,7.4,80.6,44,0.294,0,41
8/10/2016,,0.9,7.4,20,4.6,5.7,79.1,52.6,0.318,0,39
8/11/2016,,0.6,5.9,16.4,4.6,5.6,82.3,47.9,0.4,0.03,38
8/12/2016,,0.8,6.8,22.3,6.2,7.3,84.6,39.9,0.415,0.01,39
8/13/2016,,0.7,7.7,18.1,5.8,6.7,76.1,54,0.284,0.12,41
8/14/2016,,0.6,1.3,20.2,5.7,7.5,77.6,38.8,0.39,0,44
8/15/2016,,0.8,10.9,26.8,7.3,5.5,79.4,28,0.453,0,30
8/16/2016,,0.8,7.7,24.7,6.9,7.3,81.9,23.6,0.452,0,52
8/17/2016,,0.7,10.6,25.2,6.6,6,82.5,21.7,0.453,0,39
8/18/2016,,0.8,6.6,34.7,7.5,6.4,81.4,35.2,0.447,0,38
8/19/2016,,0.8,5.1,23.3,5.9,6.1,81.3,40.4,0.422,0,38
8/20/2016,,0.8,6.1,23.6,7.2,7.2,78.2,41.5,0.185,0,34
8/21/2016,,0.4,0.9,16.8,5.5,8.2,75.4,50.4,0.358,0,39
8/22/2016,,0.5,7.1,21.5,7,5.5,77,53.2,0.384,0.07,41
8/23/2016,,0.4,8.6,21.6,6.6,5.8,76.6,55,0.323,0.48,33
8/24/2016,,0.5,10.1,28,7.6,5,78.7,43.3,0.384,0,31
8/25/2016,,0.5,11.8,31.3,8.3,5.7,76.8,40.6,0.348,0,35
8/26/2016,,0.5,6.8,22.1,6.8,7,77.8,41.5,0.416,0,41
8/27/2016,,0.4,4.9,21.9,7.6,5.3,77.5,49.5,0.328,1,43
8/28/2016,,0.4,2.5,17.4,5.9,6.3,76.6,48.8,0.424,0,41
8/29/2016,,0.5,5.5,20.5,7.4,8.1,76.9,47.7,0.393,0,36
8/30/2016,,0.4,4,16.9,6.6,8.1,72.1,65.3,0.203,0.16,31
