date,carbon,sulfur,nitrogen,pm10,pm25,wind,temperature,humidity,radiation,precipitation,ozone 
5/1/2017,,0.5,11.9,20.1,4.8,5.6,70.7,10.4,0.495,0,36
5/2/2017,,0.6,15.4,27.7,4.9,6.6,75.3,9.9,0.488,0,34
5/3/2017,,0.5,10.4,25.4,5,7.2,75.6,14,0.478,0,39
5/4/2017,,0.3,4.5,30.2,4.1,10.6,68.9,23.1,0.48,0,44
5/5/2017,,0.9,12.1,26,5.2,6.8,76.6,14.8,0.48,0,40
5/6/2017,,0.6,6.3,36.8,7.2,8.7,80.5,12.7,0.408,0,36
5/7/2017,,0.2,4.2,22,4.6,8.2,78.4,12.1,0.479,0,40
5/8/2017,,0.2,4.5,27.7,6.2,8.8,74.8,20.5,0.458,0,42
5/9/2017,,0.1,3.8,25.8,5.8,10.9,67.1,25.9,0.465,0,43
5/10/2017,,0,5.1,20.7,4.8,10.6,61.3,30,0.437,0,47
5/11/2017,,0,9.8,24,5.8,6.7,68.2,24.2,0.479,0,43
5/12/2017,,0.1,7.5,21.4,4,7.4,74.5,23.1,0.477,0,48
5/13/2017,,0.4,9.1,26.4,6,6.6,79.7,16.9,0.479,0,49
5/14/2017,,0.3,5,20.1,5.1,7.9,80.4,10.4,0.445,0,46
5/15/2017,,0.3,6,26.8,5.3,8.8,77.7,12.1,0.469,0,39
5/16/2017,,0.2,3.9,115.3,18.4,12.3,69.7,20.4,0.357,0,44
5/17/2017,,0.2,5.4,25.2,5.1,10.3,68.6,18.2,0.487,0,44
5/18/2017,,0.3,5.1,28.6,5.9,10.3,73,13.4,0.466,0,45
5/19/2017,,0.2,8.4,20.5,4.2,8.2,70.7,11.9,0.505,0,41
5/20/2017,,0.1,3.1,20.9,4.6,7.4,72.3,12.7,0.502,0,56
5/21/2017,,0.5,2.5,24,9,7.9,76.7,28.8,0.49,0,49
5/22/2017,,0.5,8.5,26.4,7,7.2,78.7,27.2,0.469,0,44
5/23/2017,,0.6,9.8,29.7,7.4,7.8,74.7,20.8,0.492,0,41
5/24/2017,,0.6,8.6,26.1,6,7.7,77.4,20.7,0.424,0,43
5/25/2017,,0.6,4.6,43.1,8.5,10,83.5,9.2,0.453,0,36
5/26/2017,,0.3,3.9,41,9,9.8,82,13,0.495,0,32
5/27/2017,,0.2,7.7,24.9,7.4,8.8,81.1,13.2,0.502,0,27
5/28/2017,,0.1,1.6,27.8,5.8,9.2,76.8,17.7,0.502,0,46
5/29/2017,,0.1,2.5,25.5,8.2,10.8,76.9,30.2,0.486,0.27,50
5/30/2017,,0.2,6.9,50.4,13.4,8.3,74.6,36.7,0.425,0.02,49
5/31/2017,,-0.1,10.3,27.1,13.3,7.1,74.4,38.4,0.393,0,44
6/1/2017,,0,6.3,20.3,7.9,9.1,74.8,38.7,0.365,0,47
6/2/2017,,0.3,6.8,22.2,8.6,5.9,77.1,30.9,0.462,0,50
6/3/2017,,0.2,4.5,18.1,6.9,6.2,80,28.3,0.399,0,47
6/4/2017,,0.5,11.1,22.2,12.1,4.5,82.8,26.1,0.471,0,47
6/5/2017,,0.7,6.9,26.3,16.9,6.7,86.4,21.3,0.487,0,51
6/6/2017,,0.7,4.3,29.9,10.1,8.9,84.9,26.5,0.445,0,59
6/7/2017,,0.5,4.9,28.6,6.3,7.2,82.1,32.9,0.443,0,53
6/8/2017,,0.5,2.6,22.2,4.6,7.5,80.4,34.9,0.463,0,47
6/9/2017,,0.6,8.5,28,7.8,6.6,86.2,20.7,0.475,0,40
6/10/2017,,0.6,4.9,40.4,11.3,8.6,88.6,12.3,0.475,0,39
6/11/2017,,0,5.4,51.1,10.4,9.4,85.6,10.3,0.474,0,33
6/12/2017,,0.1,9.1,36.2,9.5,7.3,84.3,13.3,0.492,0,30
6/13/2017,,0.1,5.5,25.6,5.8,7.7,84.7,10.7,0.499,0,34
6/14/2017,,0.3,17.1,31.5,7.7,4.4,86,7.2,0.498,0,33
6/15/2017,,0.4,20.5,34.2,8.8,4.2,88.7,6.9,0.47,0,30
6/16/2017,,0.1,13.3,29.4,8.7,7.7,88.9,4.6,0.494,0,39
6/17/2017,,0.2,4.9,24.9,9.2,8.4,89.7,4.9,0.493,0,50
6/18/2017,,0.6,3,34,10.5,9,88.9,13.4,0.482,0,47
6/19/2017,,0.5,5.9,46.7,10.7,8.4,89,30.3,0.426,0,49
6/20/2017,,0.5,7,32.5,9,7.8,91.1,26.5,0.462,0,41
6/21/2017,,0.6,6.3,30.4,8,6.9,90.7,22.4,0.449,0.09,38
6/22/2017,,0.6,9.6,38.5,9.7,6.6,94.3,17,0.469,0,42
6/23/2017,,0.5,5.9,56.1,13.3,9.2,95.4,13.8,0.463,0,48
6/24/2017,,0.4,2.7,43.8,11.4,12.8,85.3,30.5,0.453,0.01,52
6/25/2017,,0.3,4.9,36.4,12.2,7.2,80.4,42.4,0.439,0.26,48
6/26/2017,,0.4,6.1,25.7,9.4,7.2,81.6,39.3,0.445,0,48
6/27/2017,,0.6,10.1,25.6,8,5.9,83,35.9,0.467,0,53
6/28/2017,,0.6,10.1,27.2,7.5,7.6,89.8,16.1,0.48,0,42
6/29/2017,,0.6,5.2,33.3,9.7,8.7,89.2,13.9,0.48,0,39
6/30/2017,,0.6,7.8,38.1,9.1,6.3,89.9,10.9,0.485,0,37
7/1/2017,,0.6,2.7,55.4,12.9,9,86.9,31.3,0.448,0,43
7/2/2017,,0.8,,26.3,9,6.5,86.7,25.4,0.465,0,45
7/3/2017,,0.4,,33.4,10.2,6.6,90.3,19.2,0.426,0,47
7/4/2017,,0.4,,49,12.3,7.2,90.7,18.2,0.477,0,48
7/5/2017,,0.3,5.1,30.7,9.4,7.9,86.4,26.2,0.447,0,49
7/6/2017,,0.2,4.2,20.6,6,8.5,87.2,24.4,0.455,0,57
7/7/2017,,0.1,4,19.1,5.9,8.1,83.6,32,0.443,0,36
7/8/2017,,0.2,4.2,16.1,4.7,6.2,86,28.1,0.477,0,36
7/9/2017,,0.2,-0.1,16.9,3.8,6.5,87.5,22.5,0.444,0,43
7/10/2017,,0.3,3.2,16,3.9,5.9,87.7,23.3,0.432,0,52
7/11/2017,,0.4,3,34.9,5.6,7.6,87.1,28.5,0.481,0,49
7/12/2017,,0.4,5.6,25,,6.8,83.4,35.1,0.472,0,54
7/13/2017,,0.4,4.5,31.3,,8.2,85.4,32.8,0.448,0,39
7/14/2017,,0.3,1.4,19,,8.4,78.8,47,0.284,0,30
7/15/2017,,0.3,0.5,20,,7.7,74.8,64,0.249,0.03,29
7/16/2017,,0.4,,18.1,,6.6,78.7,50.3,0.399,0.01,34
7/17/2017,,0.6,4.1,23.7,,6.2,82.3,41,0.429,0,36
7/18/2017,,0.5,9.4,25.2,,5.2,80.9,45.8,0.398,0,38
7/19/2017,,0.4,4.3,24.4,,8.2,77.1,53.8,0.384,0.41,39
7/20/2017,,0.4,4.1,21,,7.8,78.9,47.7,0.428,0,41
7/21/2017,,0.5,7.8,25.6,,5.2,78.2,53.8,0.342,0.09,39
7/22/2017,,0.6,7.9,24,,4.4,76.2,64.1,0.328,0.39,36
7/23/2017,,0.8,2.3,19,,4.7,77.6,59.8,0.387,0.02,37
7/24/2017,,0.9,8.7,20.7,,4.7,80.7,50.6,0.379,0,39
7/25/2017,,0.8,6.8,16.6,,5.7,81.6,47.5,0.465,0.02,43
7/26/2017,,0.8,9.1,26.4,9.8,6.2,85.1,42.8,0.385,0,34
7/27/2017,,0.9,13.7,24.5,7.2,7.3,79.7,49.7,0.239,0.01,34
7/28/2017,,0.9,10.8,32.3,7,5.5,81.1,44.8,0.448,0.05,44
7/29/2017,,0.4,7,17.5,4.6,6,80.9,48.3,0.441,0.52,
7/30/2017,,,,18.8,5,6.3,83.9,36.4,0.378,0,
7/31/2017,,,3.6,29.1,8.7,6.7,82,47.8,0.297,0.34,39
8/1/2017,,0.2,2.9,16.5,5.5,7.5,77.7,55.2,0.402,0.08,40
8/2/2017,,0.1,3.8,18.1,6.7,6.9,80.9,42.2,0.452,0.01,47
8/3/2017,,0.2,7.8,23.8,6.8,6.1,82.7,31.2,0.437,0,50
8/4/2017,,0.2,7,26,7.5,6.5,83.9,29.7,0.446,0,53
8/5/2017,,0.5,6.5,23.7,7.7,5.5,84,35.6,0.451,0.67,42
8/6/2017,,1.3,5.2,17.5,4.7,6,84,36.5,0.427,0,34
8/7/2017,,1.5,5.6,27.6,8.7,6.3,85,35.6,0.42,0,46
8/8/2017,,1.2,1.3,22.3,7.2,10.2,83,44.2,0.443,0,44
8/9/2017,,1.3,3.8,20.5,5.9,7.1,84.5,38.5,0.444,0,41
8/10/2017,,1.4,3.9,25.2,7.4,7.2,86.9,31.8,0.434,0,37
8/11/2017,,1.5,2.7,24,7.3,9.2,83,42.5,0.378,0.21,34
8/12/2017,,1.2,3.3,16.6,5.1,6,79.4,51.2,0.412,0.06,
8/13/2017,,1.2,,16.6,4.7,7.1,82.2,43.7,0.424,0,
8/14/2017,,1,,19.3,5.1,6.7,82.7,41.8,0.433,0.07,47
8/15/2017,,1.1,5.3,18.2,4.6,7.8,79.5,45.3,0.416,0.1,39
8/16/2017,,1,8.1,21.6,6,6.3,82.6,32.4,0.438,0,31
8/17/2017,,1.2,19.3,35.1,9.1,3.7,84.7,24.9,0.387,0,35
8/18/2017,,0.9,7.7,29.6,6.4,7.4,82.9,38.7,0.422,0,38
8/19/2017,,1.1,7,22.5,5.5,6.4,78.4,46.6,0.258,0.01,37
8/20/2017,,1.3,2.6,15.7,4.8,4.4,72.3,67.9,0.209,0.38,36
8/21/2017,,1.4,10.8,28.7,7.1,4.3,77.1,58.3,0.366,0.19,30
8/22/2017,,1.2,11.6,29.7,8,4.5,83.2,43.7,0.424,0,29
8/23/2017,,1.1,4.8,24.6,6.2,8.6,79.4,49.6,0.372,0.13,37
8/24/2017,,1.5,6.6,20.2,5.4,6,74.9,54.7,0.38,0.13,44
8/25/2017,,1.3,10.2,22.5,7.4,5.8,77.1,54.8,0.342,2.31,34
8/26/2017,,1.3,3.1,20.4,7.2,6.6,80,47.1,0.367,0,45
8/27/2017,,0.9,1.3,19.6,6.8,6.6,81.2,38.4,0.4,0,40
8/28/2017,,1.1,4.9,24.5,9.2,7.6,81,33.5,0.414,0,43
8/29/2017,,1.3,5.8,28.3,10.5,6.7,79.8,35.5,0.364,0,47
8/30/2017,,1.5,11.3,31.7,8.6,5.8,79,27.3,0.416,0,43
8/31/2017,,1.6,11.6,32.5,9.8,5.8,79.4,26,0.406,0,44
9/1/2017,,1.7,15.2,35,9.4,6.2,81,20.4,0.408,0,35
9/2/2017,,1.7,14.9,35.1,11.1,4.4,82.1,21.1,0.295,0,29
9/3/2017,,1.3,8.4,38.9,17.4,5.3,82.5,25,0.387,0,36
9/4/2017,,1.3,8.7,29.9,13.5,6,81.8,26.2,0.399,0,43
9/5/2017,,1.4,5.8,32.9,11.3,7.8,81.5,27.7,0.37,0,42
9/6/2017,,1.6,10.9,43,13,7,79.1,33.8,0.367,0,41
9/7/2017,,1.7,19.2,48.8,15.9,4,82.1,27.9,0.372,0,32
9/8/2017,,1.5,8.7,44.6,16.8,7.2,81.5,28.7,0.352,0,40
9/9/2017,,1.5,4.5,31,14,7.8,79.7,27,0.325,0,46
9/10/2017,,1.1,0.7,25.1,10.1,8.1,79.5,31.4,0.381,0,47
9/11/2017,,1,9.1,29,10.2,6.3,80.6,23.6,0.389,0,39
9/12/2017,,1.4,17.8,42.4,14.7,4,82.6,19.6,0.381,0,40
9/13/2017,,1.2,16.4,43,13.1,6,84.5,19.6,0.379,0,28
9/14/2017,,1,6.7,28.1,8,7.3,83.6,24.6,0.365,0,31
9/15/2017,,1,4.2,31.3,9.3,6.5,82.3,28.9,0.329,0,30
9/16/2017,,0.9,5.4,27.4,9.1,5.5,80.3,36.3,0.362,0,30
9/17/2017,,0.7,2.4,29.5,8.6,5.4,80.7,32.9,0.355,0,38
9/18/2017,,0.5,4,30.6,8.1,7.2,81.9,29.8,0.36,0,35
9/19/2017,,0.7,4.3,33.7,9.3,7.9,82.2,31.3,0.353,0,31
9/20/2017,,0.7,6.8,30.2,8.6,7.2,81.3,27.5,0.37,0,25
9/21/2017,,0.7,6.6,27.4,8.3,6,83.2,25.4,0.368,0,26
9/22/2017,,1.1,9,29.9,8.3,4.7,83.9,21.9,0.355,0,16
9/23/2017,,0.8,3.3,31.5,8.9,6.9,79.4,36.7,0.276,0,29
9/24/2017,,0.6,3.8,20.3,5.8,4.8,76.6,26.8,0.357,0,25
9/25/2017,,0.7,14.7,28.5,7.6,5.9,75.4,25.1,0.364,0,20
9/26/2017,,0.7,10.2,31,9.1,8.8,72.5,43.9,0.29,0,22
9/27/2017,,0.4,2.3,14.4,4.1,10.5,65.7,72.4,0.147,0.83,24
9/28/2017,,0.3,2.7,15.6,3.9,9.5,68.3,68.2,0.243,0.97,21
9/29/2017,,0.2,3.2,16.2,3.7,10.6,71.1,59.5,0.239,0,27
9/30/2017,,0.3,3.8,16.6,3.9,8.8,71.1,62.3,0.27,0,23
10/1/2017,,0.8,8,22.5,5.6,6.1,76.8,46.3,0.342,0,23
10/2/2017,,1,10.2,28.6,7.5,5.5,80.3,23.1,0.344,0,23
10/3/2017,,1,9.3,31.2,10,5.3,78.9,30.8,0.332,0,28
10/4/2017,,0.6,2.7,21.8,8.7,9.2,78.5,52.4,0.27,0,23
10/5/2017,,0.6,3.5,24.3,4.9,7.4,80.9,48.9,0.265,0,19
10/6/2017,,1,8.1,24.6,5.9,6.7,80.5,38.4,0.322,0,22
10/7/2017,,1.1,15.8,38.3,10.1,3.6,70.4,18.8,0.341,0,26
10/8/2017,,1.2,7.4,34.5,7.1,8.1,73,19,0.338,0,26
10/9/2017,,1,6.6,36.3,8.2,9.2,73.2,25.9,0.326,0,29
10/10/2017,,0.8,3,23.4,3.9,10.8,59.3,36.5,0.318,0,29
10/11/2017,,1.1,10.8,28.7,8.1,7.3,67.2,36,0.314,0,28
10/12/2017,,1.4,18.2,40.2,12.1,4.9,75.7,40.5,0.298,0,30
10/13/2017,,1.2,15.9,39,12,4.3,78.9,38.3,0.292,0.01,20
10/14/2017,,0.8,6.1,20.6,5.7,6.9,79.2,32.6,0.27,0,30
10/15/2017,,0.2,2.5,33.5,6.7,10.3,65.9,22.3,0.314,0,38
10/16/2017,,0.3,10.4,24.7,6.5,7.5,67.3,25.9,0.303,0,35
10/17/2017,,0.5,21,37.1,10.1,4.3,71.1,30.5,0.291,0,28
10/18/2017,,0.8,20,46.1,11.7,4.3,72.8,35.8,0.194,0,22
10/19/2017,,0.5,9.6,30.3,6.4,7,72,42.5,0.274,0.01,30
10/20/2017,,0.6,8,26.5,6.6,7.3,71.8,38.8,0.276,0,28
10/21/2017,,0.5,6.1,26.8,6.6,8.9,70.9,28.2,0.294,0,27
10/22/2017,,0.7,10.7,26.6,6.2,3.9,66.3,16.7,0.298,0,25
10/23/2017,,1,14,30,7.1,5.5,68,22.2,0.295,0,19
10/24/2017,,0.4,2.7,35.3,5.6,10.9,63.4,25.7,0.285,0,34
10/25/2017,,1,20.2,40.5,10,4.5,62.3,25.8,0.285,0,25
10/26/2017,,0.9,11.7,47.2,9,9.5,69.8,24.1,0.282,0,28
10/27/2017,,0.6,0.5,58,7.6,11.9,55.5,31.9,0.274,0,31
10/28/2017,,1,4.8,31.1,5.9,7.9,55.3,30.5,0.272,0,31
10/29/2017,,1.5,12.6,32.4,7.9,4.1,61.7,24.8,0.275,0,23
10/30/2017,,1.4,6.5,36.7,7.7,9,65.4,25.6,0.261,0,32
10/31/2017,,1.6,12.5,35.4,7.7,8,57.7,40.6,0.258,0.04,25
11/1/2017,,1.5,10.6,29.7,6.6,8.5,66.2,30.3,0.238,0,26
11/2/2017,,1.5,13.8,28.5,8.6,6.8,65.7,32.5,0.263,0,17
11/3/2017,,1.3,12.3,24.3,7.8,5.8,67.8,31.7,0.225,0,18
11/4/2017,,1.6,13.6,28.7,6,5,64.5,43.5,0.111,0,13
11/5/2017,,1,9.1,21.4,5.8,6.7,69,45.2,0.255,0,18
11/6/2017,,1.1,16.1,25.7,6.7,6.4,68.6,27.7,0.243,0,16
11/7/2017,,1.1,14.1,26,6.6,4.2,68.5,29.5,0.2,0,10
11/8/2017,,1,13,25,5.2,6.6,57.2,70.1,0.177,0.36,15
11/9/2017,,1.2,15.1,23,5,6.8,55.9,62.9,0.236,0,15
11/10/2017,,1.5,21.1,35.4,8.6,4.6,62.5,52.3,0.238,0,14
11/11/2017,,1.3,16.2,25.7,6.7,4.4,67.1,38.3,0.234,0,16
11/12/2017,,1,7.2,25.4,7.1,6.4,64.1,36.7,0.214,0,20
11/13/2017,,1,19.2,39.7,11.1,6.5,62.8,49.1,0.221,0,23
11/14/2017,,1.5,21.2,39.2,10.5,3.9,67.7,38.4,0.235,0,13
11/15/2017,,0.9,13.4,28,6.1,7.2,66.6,20.5,0.236,0,21
11/16/2017,,1.5,27,42.7,10.9,3.7,65.9,23.8,0.23,0,12
11/17/2017,,1.3,14.5,30.9,6.6,7.6,69.8,17.6,0.221,0,18
11/18/2017,,0.7,4.5,25.4,5.4,8.2,59.5,25.9,0.19,0,30
11/19/2017,,0.8,5.6,26,4.7,6.8,52.7,20.4,0.214,0,33
11/20/2017,,1,14.2,32,6.9,5.7,53.8,26.8,0.212,0,19
11/21/2017,,0.9,16.1,37.2,8.2,7.7,60.4,17.6,0.207,0,18
11/22/2017,,0.9,14.9,46.5,10.3,5.8,57.2,26.4,0.214,0,23
11/23/2017,,0.9,13.7,36.9,8.8,3.9,57.8,29.1,0.219,0,21
11/24/2017,,0.7,9.1,26.8,6,7.3,63.3,22.5,0.22,0,25
11/25/2017,,1.1,17.8,40.3,11.5,4,63.1,23.5,0.217,0,15
11/26/2017,,1.7,30,47.9,13.9,3.6,62.2,29.8,0.214,0,21
11/27/2017,,2.5,34.8,59.1,15.4,2.6,61.7,29,0.212,0,9
11/28/2017,,1.1,4.6,34.7,6.5,9.9,65,19.8,0.21,0,35
11/29/2017,,1.4,12.6,35.8,8.3,6.7,52.5,36.8,0.165,0,
11/30/2017,,1.6,17.5,39.2,8.7,5.2,57.4,31.5,0.2,0,21
12/1/2017,,1.7,23.8,48,11.7,3.9,59.3,27.8,0.123,0,11
12/2/2017,,1.5,28.2,53.4,14,3.3,59.9,31.5,0.144,0,9
12/3/2017,,1.2,,38.2,12.3,4.6,61.3,29.9,0.197,0,16
12/4/2017,,1.3,28.4,34.3,9.2,6.1,61.5,31.7,0.18,0,22
12/5/2017,,1,13.3,42.6,8.7,8.1,51.7,29.6,0.102,0,19
12/6/2017,,1,12.5,20.5,5.9,6.9,42.1,78.8,0.026,0.21,16
12/7/2017,,0.7,11.3,17.4,5.9,9.1,34.7,70.9,0.08,0.14,22
12/8/2017,,0.7,13.8,17.6,5.6,7.2,35.3,62.8,0.206,0,19
12/9/2017,,1,22,36,15.2,3.5,42.1,53.9,0.2,0,14
12/10/2017,,1.4,29.8,42.3,15.3,3.3,44.7,45,0.196,0,10
12/11/2017,,1.4,29.6,47.1,13.7,3.9,46,38.6,0.171,0,7
12/12/2017,,1.4,26.1,42.5,11.6,5.5,48,29,0.2,0,14
12/13/2017,,1.5,23.2,35.4,10.3,4.5,47.6,30.9,0.195,0,15
12/14/2017,,1.3,17.5,36.1,11.2,7,50,36.8,0.195,0,22
12/15/2017,,1.1,25.1,42.8,15.9,5.6,44,38.8,0.192,0,20
12/16/2017,,1.6,26.2,41.3,15.7,4.6,43.7,47.2,0.189,0,15
12/17/2017,,0.9,14.7,29.7,15.5,5.5,46.5,65.7,0.076,0.47,14
12/18/2017,,0.4,15.7,16.9,6.7,4.9,48.9,77.1,0.129,0.08,17
12/19/2017,,0.4,11.5,17.9,6.7,7.9,48.2,64.6,0.191,0,20
12/20/2017,,0.5,11.9,18.3,5.8,7.4,52.3,47.7,0.197,0,27
12/21/2017,,0.6,10.8,23.2,5.7,6.9,57.5,27.6,0.125,0,29
12/22/2017,,0.4,5.7,22.7,7.6,9.4,42.4,30.3,0.196,0,34
12/23/2017,,0.4,11,17.5,5.1,7.8,43.9,34.3,0.176,0,25
12/24/2017,,1.3,20.3,31.5,12.2,5.4,52.6,26.3,0.192,0,23
12/25/2017,,1.4,18.2,39.3,16.7,5.5,54.8,25.2,0.198,0,20
12/26/2017,,1,13.2,18.5,5.2,7.3,59.1,17.2,0.186,0,27
12/27/2017,,1.2,21.7,35.3,9.7,5.7,53.6,29.8,0.14,0,14
12/28/2017,,1.4,26.8,39.9,14.6,2.8,50.8,36.3,0.197,0,12
12/29/2017,,1.3,22.9,30.4,9.5,5.4,52.1,29.3,0.202,0,17
12/30/2017,,1.1,15.8,21.6,6.4,6.4,55.4,27.8,0.204,0,23
12/31/2017,,1,8.8,27.1,10,9,55.5,26.3,0.189,0,23
