11:00:00 AM,11:35:00 AM,12:16:00 PM,12:51:00 PM,1:26:00 AM,2:00:00 AM
12.40,15.65314,6.55,2.38E+01,3.22E+01,1.07E+01
16.41,6.82428,3.77,9.04E+00,9.07E+00,5.24E+01
14.77,19.15454,5.16,5.43E+00,2.81E+00,1.05E+01
8.30,21.04755,9.89,3.43E+01,2.97E+00,7.68E+00
3.28,17.00739,18.29,1.06E+01,3.21E+01,5.63E+00
12.32,25.96136,33.35,7.81E+00,1.02E+00,2.72E+01
11.93,7.074646,9.90,7.39E+00,4.05E+00,1.99E+01
16.69,21.78857,2.02,1.03E+01,1.35E+00,1.36E+01
8.39,14.77258,3.84,2.88E+01,3.43E+00,1.59E+01
28.20,5.574951,1.08,1.71E+01,1.13E+01,1.20E+01
9.01,14.2948,5.96,2.20E+01,6.87E+00,1.79E+01
4.75,7.391174,100.66,2.74E+01,2.64E+00,2.70E+01
4.39,34.05151,8.63,1.25E+02,8.65E+00,1.62E+01
11.53,11.20081,27.53,9.46E+00,2.86E+00,1.11E+01
8.49,20.01288,4.65,1.34E+01,7.89E-01,1.76E+01
6.02,15.12579,4.78,4.88E+01,1.09E+01,5.09E+01
6.58,22.18329,5.55,8.72E+00,7.68E+00,6.68E+00
30.73,17.69983,2.03,1.73E+01,5.18E+00,9.14E+00
22.40,10.17816,2.25,4.74E+01,7.37E+00,3.86E+01
26.42,46.15973,13.23,5.91E+00,4.69E+00,2.83E+01
11.00,46.36237,3.56,6.20E+00,1.24E+01,7.43E+00
13.38,11.17004,22.50,1.88E+01,6.18E+01,7.87E+00
6.22,7.675781,8.10,8.90E+01,5.88E+00,3.19E+01
12.87,26.06262,10.45,2.11E+01,2.40E+00,3.76E+00
16.74,15.55023,4.38,7.30E+00,6.35E+00,1.17E+01
6.06,19.62134,6.94,5.22E+00,2.78E+01,5.91E+00
8.74,14.80707,6.15,7.69E+00,1.23E+01,1.85E+01
14.64,16.09015,20.04,4.61E+01,1.53E+01,2.63E+01
11.06,40.55023,18.58,7.06E+00,1.79E+01,5.75E+01
11.02,26.92517,10.92,1.68E+01,9.32E-01,4.42E+00
14.15,9.052246,18.12,1.60E+01,6.04E+00,9.80E+00
21.17,42.9519,7.26,1.01E+01,6.00E+00,1.78E+01
30.49,22.38428,1.77,2.02E+00,4.39E+00,5.01E+00
5.58,15.49213,4.02,6.31E+00,2.69E+00,2.65E+00
8.37,31.341,6.45,1.07E+01,3.94E+00,5.18E+00
63.95,17.69116,7.46,7.43E+01,6.63E+00,5.59E+01
25.82,10.59247,7.46,5.59E+01,2.14E+00,2.78E+00
11.09,7.268494,25.86,8.02E+01,1.99E+00,1.96E+01
9.55,3.838501,10.03,1.26E+01,4.66E+00,7.77E+00
3.36,12.27734,35.59,5.35E+00,9.39E+00,8.64E+00
28.53,20.38751,5.09,6.87E+00,2.63E+00,1.20E+01
33.51,69.65454,4.20,1.11E+01,9.78E-01,3.00E+00
10.19,15.56573,3.15,5.54E+00,6.25E+00,8.14E+00
11.86,11.96704,5.33,9.35E+00,1.19E+01,4.11E+01
31.93,14.80176,6.47,3.10E+01,1.84E+01,7.17E+00
13.19,10.54144,10.64,8.88E+00,6.02E+00,1.00E+02
69.14,10.96448,34.66,1.35E+01,8.74E+00,2.72E+01
55.31,18.95892,5.75,8.51E+01,2.54E+00,1.83E+01
15.30,40.59778,12.03,1.39E+01,1.72E+00,4.42E+01
44.70,5.795898,8.26,1.21E+01,4.94E+00,2.39E+01
11.56,14.79724,27.99,3.54E+01,5.17E+00,2.04E+01
5.89,16.39862,4.44,3.34E+01,8.85E+00,1.74E+01
26.91,5.53241,14.72,1.14E+01,1.70E+01,2.18E+01
7.39,13.32806,81.14,1.85E+01,1.96E+01,6.13E+00
12.20,8.675171,13.63,1.92E+01,2.90E+01,6.30E+00
8.49,32.41681,9.62,7.10E+01,5.69E+00,9.10E+00
24.61,49.39154,7.86,6.54E+01,6.39E+00,1.04E+01
11.13,27.78308,5.62,6.89E+00,1.46E+00,8.78E+00
11.15,6.977783,35.83,8.36E+00,3.42E+00,1.72E+01
9.21,9.840942,15.98,2.73E+00,2.87E-01,6.45E+00
3.94,4.662537,5.31,2.11E+01,2.14E+00,1.07E+01
9.55,13.8222,3.16,1.25E+01,8.89E+00,6.81E+00
10.04,12.89001,51.03,1.57E+01,1.29E+01,7.75E+00
12.15,14.94525,4.07,1.26E+01,4.64E+00,8.05E+00
18.09,6.59436,4.46,2.56E+01,3.07E+00,1.59E+01
25.12,7.144531,26.99,2.03E+01,1.60E+01,2.57E+01
18.41,9.676392,7.07,5.21E+00,3.63E+00,7.81E+00
22.85,7.143738,23.67,1.33E+01,7.31E+00,5.78E+00
9.93,20.89441,10.49,1.96E+01,7.52E+01,8.12E+00
12.49,36.44366,10.00,3.30E+01,1.24E+00,9.07E+00
10.82,27.48187,5.78,1.31E+01,4.70E+00,4.23E+00
33.44,26.55798,2.91,5.47E+00,1.97E+01,1.31E+01
10.12,16.95172,34.03,4.76E+00,2.14E+00,1.36E+01
19.51,7.265442,6.31,1.52E+01,2.17E+01,4.44E+01
17.76,15.49078,7.47,1.07E+01,3.32E+00,4.10E+01
14.22,30.92365,2.53,9.68E+00,5.22E+00,5.96E+00
9.68,37.84088,31.32,1.99E+01,7.39E+00,4.88E+01
11.81,22.56384,84.06,6.81E+00,3.10E+00,2.75E+01
5.74,4.957581,14.26,7.30E+00,1.11E+01,6.88E+00
21.79,10.97504,61.96,4.00E+01,8.36E+00,6.60E+00
28.54,8.982056,19.94,1.38E+01,7.83E+00,6.47E+01
24.85,32.68225,4.79,1.10E+00,7.57E+00,1.72E+01
67.02,5.564758,4.18,8.32E+00,2.18E+00,4.16E+00
40.50,6.981812,5.00,9.23E+00,4.41E+00,9.76E+00
12.84,5.901855,7.56,4.31E+00,4.85E+00,5.02E+00
13.24,5.78125,5.20,3.96E+00,1.65E+00,3.95E+01
6.74,20.73187,9.72,3.34E+01,-3.90E-01,1.64E+01
5.57,20.99329,19.03,8.64E+00,1.99E-01,8.82E+00
12.66,9.637329,5.12,6.19E+01,-4.28E-01,8.57E+00
8.11,14.39746,3.91,9.92E+00,-7.87E-01,1.57E+01
12.23,16.18988,4.27,5.07E+00,3.32E+00,4.40E+00
9.57,11.17419,3.62,1.33E+01,1.42E+00,8.51E+00
18.18,10.43665,16.72,3.24E+00,1.86E+01,7.29E+00
10.36,13.26459,0.11,2.40E+01,3.84E+00,1.06E+01
10.02,23.24988,36.31,1.21E+01,3.70E+01,3.55E+00
52.34,20.86908,10.29,1.64E+01,2.45E+01,3.11E+01
30.34,5.831726,4.12,4.66E+01,1.58E+01,3.83E+01
11.61,6.470398,4.05,2.25E+01,2.73E+01,1.40E+01
8.02,106.7591,5.51,3.41E+01,1.64E+01,2.59E+01
15.26,39.31714,5.67,1.34E+01,7.28E+00,1.52E+01
17.58,21.79706,27.90,4.81E+00,-2.88E-01,3.62E+01
17.00,7.365845,7.93,1.37E+01,1.04E+01,2.04E+01
12.44,29.76715,37.85,8.09E+00,-4.30E-01,6.48E+01
16.40,12.12628,2.35,9.66E+00,2.08E+00,2.89E+00
7.63,4.15686,3.03,2.25E+01,6.52E+00,4.20E+00
13.61,9.99884,28.26,4.28E+01,1.34E+01,2.37E+00
18.98,9.304749,2.94,4.89E+00,1.65E+01,7.03E+00
5.85,5.316467,4.93,1.04E+01,5.10E+00,6.53E+00
21.54,23.65179,1.39,1.16E+01,1.92E+00,5.96E+00
16.66,10.47406,37.75,1.11E+02,1.18E-01,4.21E+01
15.20,15.96228,11.09,2.45E+01,4.08E+00,5.28E+01
12.42,4.843933,2.44,1.94E+01,6.90E+00,4.22E+00
25.89,13.49786,8.79,1.50E+01,2.44E+01,2.24E+01
17.99,11.50336,8.00,3.04E+01,1.42E+00,5.85E+00
23.51,51.18646,13.43,6.42E+01,1.18E+01,6.19E+00
28.85,8.026245,17.35,3.33E+01,1.58E+00,3.41E+00
9.02,7.041016,12.52,7.47E+00,2.61E+00,3.77E+00
7.51,22.02484,3.96,6.00E+00,1.61E+00,2.65E+01
31.17,13.05054,3.17,6.09E+00,1.78E+00,1.14E+01
21.56,14.69879,7.31,7.94E+00,1.20E+00,1.41E+01
65.31,11.96179,2.90,4.12E+01,2.63E+00,2.74E+00
27.48,6.908691,12.13,9.83E+00,8.71E+00,5.36E+00
11.63,16.11914,10.98,6.55E+00,5.36E+00,5.93E+00
13.06,19.34619,17.89,1.53E+01,8.92E+00,3.33E+00
17.48,30.47278,6.07,6.34E+00,1.18E+01,8.21E+00
39.66,8.154358,3.32,5.05E+00,-1.81E-01,7.86E+00
7.55,9.310303,22.80,2.05E+01,1.27E+01,3.37E+01
35.03,17.14081,3.76,8.54E+00,4.06E+00,4.38E+01
8.36,17.57513,2.72,7.25E+00,2.97E+01,2.99E+00
8.22,8.120972,5.06,6.42E+00,3.50E+00,6.94E+00
27.16,21.27643,9.69,5.49E+00,1.40E+00,6.08E+00
14.89,31.34601,44.15,7.85E+00,9.16E-01,6.72E+00
38.80,11.43256,13.73,1.87E+01,5.98E-01,3.07E+01
18.61,32.49445,3.86,2.49E+01,1.22E+01,5.65E+01
10.23,14.5177,2.01,5.99E+00,3.55E-01,9.91E+00
23.12,19.1203,3.11,8.93E+00,9.98E+00,8.44E+00
24.73,24.11835,1.37,1.07E+01,1.63E+01,2.47E+01
33.96,13.02258,2.42,9.45E+00,2.15E-01,5.27E+00
11.74,20.75299,35.47,2.85E+01,6.83E+00,1.73E+01
8.67,6.174438,4.38,5.89E+00,6.67E+01,8.97E+00
60.76,6.864807,6.88,9.35E+00,6.40E+00,5.84E+00
39.01,30.27136,3.80,5.16E+00,5.73E+00,4.35E+00
17.09,9.579651,0.63,1.78E+01,1.39E+01,3.77E+00
8.43,24.26166,2.64,2.50E+01,3.05E+01,9.59E+00
10.43,12.49835,17.00,7.40E+00,-2.76E-01,4.90E+00
60.03,12.4776,6.93,1.01E+01,6.94E+00,5.42E+01
45.24,6.790527,14.85,2.33E+01,9.02E+00,1.30E+01
23.40,12.14801,2.23,1.17E+01,2.39E+00,2.82E+01
29.51,11.57214,8.50,1.02E+01,3.33E+00,8.45E+00
33.63,38.08411,46.00,4.00E+00,5.30E+00,9.31E+00
24.93,67.01001,6.61,1.34E+01,1.08E+00,6.49E+00
18.55,28.67609,4.57,2.00E+01,4.53E+01,6.94E+00
21.20,17.15295,1.08,2.03E+01,7.93E+00,1.89E+01
18.05,8.603638,1.29,3.09E+01,2.90E+00,3.59E+00
19.94,31.46356,1.22,7.00E+00,2.29E+01,3.21E+00
4.65,22.12238,42.92,1.69E+01,-7.71E-01,3.66E+00
42.02,7.740967,3.89,3.79E+00,9.58E-01,1.13E+00
9.51,9.051392,4.94,7.41E+00,1.13E+01,1.41E+01
13.82,4.71875,5.60,3.36E+00,3.04E+01,1.36E+01
27.96,7.176575,16.19,7.08E+00,5.89E+00,9.26E+00
11.09,8.429871,4.04,2.11E+01,1.33E+01,1.20E+01
7.00,23.16772,-0.92,1.37E+01,6.70E-01,3.54E+01
25.11,7.44574,10.85,7.42E+00,3.25E+00,6.66E+00
7.81,28.18054,5.84,2.15E+00,9.13E+00,2.60E+01
9.43,20.4939,10.79,1.07E+01,2.41E+00,1.22E+01
7.38,33.49475,4.46,3.78E+01,2.23E+01,6.61E+00
6.92,25.88171,15.96,2.13E+01,1.10E+01,6.90E+00
10.45,19.22803,8.30,2.94E+01,7.56E+00,3.77E+00
14.52,11.75659,13.51,7.84E+00,1.24E+01,1.04E+00
13.88,6.19104,5.65,7.74E+00,1.40E+00,2.84E+01
37.86,38.42694,6.82,5.93E+00,2.64E+00,1.67E+01
16.58,5.579346,0.48,1.64E+01,2.95E+00,4.56E+00
69.23,9.286682,37.40,3.54E+00,1.75E+00,2.42E+01
14.18,13.86163,3.23,7.02E+00,8.37E-01,9.63E+00
9.29,66.10071,4.54,6.65E+00,3.65E-01,6.50E+00
11.82,11.09924,2.54,3.33E+00,9.05E+00,3.99E+00
11.29,13.44299,5.39,6.42E+01,1.05E+01,1.32E+01
8.24,42.95654,5.70,1.99E+00,4.67E+00,1.29E+01
12.94,6.061768,8.73,6.12E+00,8.42E+00,7.62E+00
13.12,13.31104,28.10,1.56E+01,5.78E+01,4.60E+00
20.28,45.6524,2.25,2.46E+01,1.71E+01,1.50E+01
9.76,30.32483,9.11,4.31E+00,1.13E+00,1.97E+01
44.08,11.74786,2.70,4.94E+00,1.64E+01,5.37E+00
11.54,12.83783,20.75,6.34E+00,2.76E+00,7.11E+00
46.42,5.566101,8.58,5.60E+00,2.64E+00,1.58E+01
16.74,14.77289,3.59,2.19E+00,1.53E+01,3.31E+00
10.52,34.2796,3.25,5.89E+01,1.84E+00,3.34E+01
16.91,18.75476,17.07,9.91E+00,5.02E+00,2.33E+01
35.49,44.38855,2.08,1.82E+01,2.06E+00,9.27E+00
10.96,30.48651,19.60,1.65E+01,8.09E+00,6.33E+00
26.18,23.45111,22.17,4.63E+00,1.97E+00,1.03E+01
69.57,13.30579,12.00,3.14E+00,4.39E+00,1.57E+01
16.56,6.785706,2.67,5.33E+00,2.39E+00,1.10E+01
41.00,26.68866,22.24,1.90E+01,3.77E+00,1.20E+01
14.73,41.48334,11.41,1.20E+01,5.49E+00,8.97E+00
22.76,27.22772,5.79,1.10E+01,4.62E+01,4.25E+00
20.11,11.71838,4.32,2.03E+01,5.67E+00,4.88E+00
10.45,17.5545,20.25,1.12E+01,2.83E+01,4.66E+00
9.72,6.203491,-1.64,7.35E+01,2.38E+00,3.11E+00
8.62,12.69879,0.01,1.66E+01,1.32E+01,4.10E+00
10.14,10.69617,16.72,1.15E+01,-6.50E-01,1.87E+01
6.65,49.39032,8.99,1.22E+01,-2.67E+00,7.76E+00
9.70,3.630554,30.27,5.52E+00,1.24E+01,7.52E+00
5.99,96.02386,35.17,1.69E+01,6.55E+00,5.93E+00
20.14,31.40271,42.22,2.03E+01,4.20E+00,1.51E+00
9.05,14.9776,9.80,7.04E+00,2.42E+00,2.46E+01
20.23,7.976929,3.39,1.56E+00,1.26E+01,1.50E+01
8.76,8.421326,6.02,5.48E+01,8.01E-01,2.08E+00
15.38,35.24902,17.31,5.79E+00,4.29E+00,5.42E+00
8.97,8.964233,39.23,9.72E-01,3.39E+00,6.89E+00
21.49,30.39337,1.54,7.28E+00,6.99E+01,2.33E+00
18.59,36.62537,3.42,8.69E+00,5.23E+00,4.37E+01
8.50,4.617798,17.11,1.75E+00,4.22E+01,3.33E+01
13.76,16.21057,11.52,1.46E+01,2.22E+01,1.12E+01
25.36,7.936157,17.64,5.79E+00,1.48E+00,9.72E+00
23.26,8.2323,17.09,2.15E+01,7.78E+00,1.04E+01
9.19,8.182373,1.53,7.27E+00,9.68E+00,7.53E+00
7.93,18.73151,12.54,7.07E+00,1.10E+01,2.90E+01
9.81,18.76434,-0.16,1.69E+01,1.08E+01,3.99E+01
8.55,25.75146,2.62,5.70E+00,2.45E+01,1.25E+01
36.39,13.78436,6.26,9.30E+00,9.77E+00,1.60E+01
9.91,10.5188,0.61,6.18E+00,1.69E+01,5.64E+00
8.09,12.52319,5.48,1.28E+01,1.94E+00,2.82E+01
29.58,12.6593,7.58,2.00E+01,-7.58E-01,6.96E+00
27.32,14.7998,13.57,1.06E+01,2.76E+00,3.51E+00
26.71,11.10199,8.75,2.88E+01,-2.51E-01,1.49E+01
7.54,5.765808,8.26,2.20E+01,2.77E+00,9.31E+00
6.23,37.22247,14.91,1.79E-01,2.74E+00,1.29E+01
19.88,15.93121,42.50,1.74E+00,5.09E+00,1.28E+01
56.27,12.70093,34.07,7.27E+00,3.39E+00,1.61E+01
9.10,7.991028,8.37,2.73E+01,2.85E+01,6.28E+00
7.13,6.891113,0.83,1.16E+01,6.36E+00,7.18E+00
17.53,16.29419,0.80,1.99E+01,2.21E+00,5.14E+00
11.18,17.77863,5.36,3.46E+01,7.45E+00,5.66E+00
6.97,7.860779,4.56,1.39E+01,5.11E+00,1.65E+00
13.78,29.57886,1.66,1.52E+01,1.36E+01,4.52E+00
8.51,29.35419,0.60,5.51E+01,7.61E+00,7.60E+00
10.88,41.401,41.51,8.65E+00,5.27E+00,5.62E+00
15.80,4.946655,1.00,7.39E+01,5.25E+00,7.84E+00
17.09,16.33179,6.35,1.65E+01,8.02E+00,1.45E+01
23.24,5.765381,2.77,1.40E+01,4.98E+00,2.85E+01
68.47,9.018127,2.18,4.16E+00,4.29E+01,5.84E+00
15.88,11.31171,26.39,2.97E+01,1.01E+01,3.25E+00
9.42,15.62585,11.39,6.65E+00,7.22E+00,2.01E+01
33.36,14.19873,8.96,9.50E+00,2.24E+01,1.74E+01
6.45,16.65863,2.49,8.01E-01,7.13E+00,8.25E+00
21.75,31.72778,1.97,3.38E+00,3.18E+00,2.01E+00
12.08,13.44238,4.29,3.89E+00,1.64E+00,3.94E+00
10.08,11.54364,1.34,7.31E+00,5.29E+00,5.99E+00
14.68,5.562988,6.05,4.58E+00,8.53E+00,3.31E+01
33.84,11.61047,13.69,2.62E+01,4.64E+00,2.59E+01
7.50,45.21124,15.64,4.28E-01,4.01E+01,7.60E+00
9.79,8.191772,2.25,2.63E+00,1.77E+01,1.92E+01
23.48,16.54309,2.23,4.75E+00,7.85E+00,5.20E+01
20.41,6.670837,11.38,9.26E-01,4.69E+00,9.88E+00
16.77,8.688782,2.36,2.22E+00,3.35E+00,5.81E+00
12.91,12.61053,-1.63,6.18E+00,5.51E-01,3.74E+01
15.04,19.67664,14.30,6.16E+00,-3.11E+00,4.58E+01
6.93,30.31842,12.88,4.50E+00,-7.26E-01,1.69E+01
6.36,29.06305,8.87,4.89E+01,1.11E+01,4.04E-01
6.65,11.75385,2.39,4.70E+01,5.59E+00,7.87E+00
12.94,9.077698,1.83,2.57E+01,1.91E+01,5.93E+00
3.25,7.147156,3.75,2.27E+00,2.74E+01,1.97E+01
27.72,10.48438,-1.23,8.21E+00,1.27E+01,1.36E+01
11.10,23.47766,0.85,2.57E+01,2.34E-01,1.07E+01
46.20,36.29102,6.67,3.87E+00,1.58E+01,8.33E+00
31.69,14.24939,2.16,4.87E+00,2.87E-01,3.51E+00
8.61,20.05048,9.10,1.54E+01,1.23E+01,9.68E+00
8.90,25.13824,4.87,6.15E+00,5.44E+00,7.77E+00
8.35,9.925354,6.54,7.42E+00,1.33E+00,9.94E+00
9.57,44.76031,8.88,5.68E+00,1.78E+01,1.52E+01
20.33,22.85699,3.17,1.95E+01,1.06E+01,4.79E+01
11.71,40.26575,5.86,7.81E+00,3.90E+00,9.44E+00
58.34,9.134644,25.46,6.96E+00,8.03E+00,1.55E+00
26.83,56.63275,3.85,2.94E+01,3.82E+01,2.75E+01
26.98,18.17303,11.14,9.65E+00,5.14E-01,1.63E+01
12.37,16.41077,18.50,3.79E+00,4.77E+00,2.48E+01
36.12,23.64246,8.29,8.54E+00,3.54E+01,2.08E+01
26.35,12.67926,15.01,1.54E+01,8.24E+00,1.68E+00
17.27,22.53674,2.36,4.14E+00,3.41E+00,2.10E+01
10.60,8.893494,5.23,5.32E+00,2.26E+00,1.06E+01
9.07,35.02386,6.32,1.75E+01,2.21E-01,1.98E+01
11.51,11.59601,3.44,1.79E+01,1.73E+01,2.11E+01
11.24,28.49323,8.89,2.01E+01,2.67E+00,9.14E+00
8.67,21.19678,1.36,5.32E+00,9.89E+00,6.45E+00
14.74,42.34546,13.34,4.97E+00,3.23E+00,7.55E+00
22.07,19.84155,14.71,1.04E+01,3.38E+01,1.55E+01
8.72,29.46863,48.22,6.62E+00,3.20E+01,4.23E+00
48.54,14.22321,21.34,1.36E+01,6.55E+00,1.63E+01
7.98,32.10754,13.20,9.83E+00,4.38E+00,1.49E+01
22.14,14.58142,4.83,2.86E+01,-3.20E-01,5.75E+01
33.23,6.635071,40.80,7.14E+00,5.19E+00,1.06E+02
33.98,24.49841,21.94,1.84E+00,1.23E+00,2.88E+01
8.74,13.64056,18.43,1.37E+01,3.68E-01,5.32E+00
3.88,28.82446,2.76,3.08E+02,4.44E-02,3.19E+00
1.08,11.69458,30.24,4.79E+01,4.38E+00,8.87E+00
7.54,11.33942,4.03,4.78E+00,1.44E+01,4.67E+00
10.74,19.84735,3.06,2.35E+01,3.30E+00,3.38E+01
16.24,111.1105,12.49,4.16E+00,1.55E+01,5.02E+00
2.23,38.70868,5.47,2.70E+01,3.72E-01,7.65E+00
22.28,31.18579,2.13,7.99E+00,7.30E+00,8.71E+00
8.57,13.87134,7.63,2.88E+01,3.96E+00,3.37E+00
15.26,7.905334,0.80,2.82E+01,1.84E+00,1.10E+01
6.26,15.93378,15.30,1.92E+01,-9.47E-01,4.10E+00
19.00,43.09308,20.43,2.69E+00,-5.89E-01,7.01E+00
5.34,18.42419,0.99,5.75E+00,9.59E+00,3.33E+00
104.01,8.696045,0.26,2.24E+01,7.18E+00,2.54E+01
85.16,21.63116,20.64,1.20E+01,3.31E-01,2.19E+01
3.81,10.39423,9.60,3.61E+00,1.68E+00,5.61E+00
6.35,18.42084,13.10,2.68E+00,3.51E+00,1.32E+01
1.70,33.04633,0.53,2.79E+00,-9.91E-02,3.86E+01
16.85,26.31073,14.71,6.90E+01,8.68E-01,8.25E+00
24.99,13.18256,7.50,8.24E+00,-1.76E+00,1.28E+01
5.86,15.44592,7.31,2.19E+01,1.21E+00,4.74E+00
21.97,15.84222,11.37,2.35E+00,-1.58E-02,8.00E+00
3.25,15.22998,7.37,2.79E+01,6.32E+00,1.03E+01
7.87,9.116394,10.50,1.24E+01,3.26E+00,6.17E+00
3.22,17.72913,5.99,4.85E+00,1.23E+01,6.17E+00
8.60,7.440979,15.58,1.02E+02,-8.64E-01,1.84E+01
17.53,14.63922,23.30,8.38E+00,2.59E+00,1.92E+01
20.58,13.82477,5.37,9.23E+00,5.78E+00,6.95E+00
7.94,6.828125,0.22,1.06E+01,5.85E+00,3.47E+00
10.74,7.245728,-0.73,4.18E+00,6.44E+00,1.41E+01
8.52,13.04382,13.88,1.13E+01,3.97E+00,5.86E+00
50.27,6.260132,3.59,4.15E+00,6.93E+01,8.23E+00
1.47,24.37225,53.05,7.73E+00,5.71E+00,1.06E+01
28.19,10.67987,4.45,8.99E+00,3.65E-01,9.16E+00
16.07,7.317017,9.28,9.10E+00,3.88E+00,1.63E+01
23.60,39.6972,19.21,1.03E+01,1.22E+00,7.46E+00
7.39,54.32312,0.76,4.01E+00,2.67E+00,2.16E+00
10.26,25.44763,4.87,1.16E+01,-1.06E+00,7.88E+00
66.07,41.30603,3.88,5.01E+01,9.22E-01,1.37E+01
9.35,98.00885,2.90,3.84E+01,5.75E+00,6.42E+00
0.83,12.57001,13.48,4.74E+01,5.64E+00,2.42E+01
9.93,29.93341,87.01,4.34E+01,4.05E+00,9.33E+00
3.24,26.4281,4.62,2.59E+01,6.88E+00,1.54E+01
9.08,12.20892,4.38,5.60E+00,1.99E+00,6.71E+00
19.30,15.00793,2.11,5.00E+00,4.96E+01,2.71E+01
4.37,9.89978,4.14,5.20E+00,8.47E+00,1.82E+01
0.91,8.990662,3.97,4.11E+00,2.48E+01,3.40E+01
3.68,8.582214,6.68,1.03E+01,7.69E+00,7.75E+01
7.93,15.44019,17.12,1.47E+01,9.77E+00,9.54E+00
1.04,14.24615,3.30,1.29E+01,1.44E+01,1.48E+01
2.32,21.32373,8.20,1.67E+01,5.19E+00,1.04E+01
0.05,22.04681,40.35,5.89E+00,3.10E+00,2.43E+01
-1.17,59.55328,16.49,1.56E+01,9.93E+00,1.00E+01
1.63,23.01349,3.48,1.32E+01,4.51E+00,4.39E+00
11.30,31.43909,7.66,6.19E+00,1.58E+01,1.47E+01
20.12,11.21393,84.03,8.44E+00,8.35E+00,1.85E+00
7.65,21.62054,1.84,5.63E+01,7.56E+00,1.14E+01
6.39,35.57764,13.33,9.06E+00,3.86E+00,1.88E+01
11.69,26.17505,17.61,2.99E+00,1.40E+00,4.97E+00
10.64,9.582703,5.10,2.87E+00,7.95E+00,2.13E+01
0.96,13.8443,5.58,7.31E+00,3.25E+01,1.60E+01
4.11,12.33551,5.80,3.12E+00,1.09E+01,8.04E+00
1.62,13.29932,3.06,7.92E+00,4.33E+00,6.24E+00
2.77,9.768677,4.91,6.22E+01,1.94E+00,3.36E+00
27.05,19.57147,0.78,9.26E+00,7.28E+00,1.63E+01
10.64,17.65796,1.51,3.94E+01,2.72E+01,6.56E+00
16.21,15.62756,80.01,2.40E+01,-9.27E-01,1.09E+01
6.51,9.271851,5.16,4.36E+01,3.47E+00,1.51E+01
6.38,45.67621,20.19,9.65E+00,5.46E+00,4.92E+00
4.42,37.49152,8.94,8.12E+01,-6.12E-01,2.01E+01
11.36,12.57019,17.54,2.03E+01,1.15E+01,3.20E+00
3.23,12.77875,65.64,2.51E+01,2.44E+00,1.55E+01
8.11,14.85492,26.02,1.72E+01,1.40E+00,3.71E+00
5.08,23.14661,7.15,1.14E+01,4.33E-01,1.20E+01
-0.10,11.32922,33.13,6.50E+00,-3.22E+00,1.30E+01
13.34,20.01971,0.88,4.55E+00,2.89E+01,1.26E+01
11.62,17.25629,12.48,4.43E+01,1.84E+01,1.60E+01
48.18,22.43268,6.52,3.00E+01,5.07E+00,1.19E+01
12.24,16.44159,5.29,5.78E+00,3.33E+00,6.99E+00
9.06,10.21191,-1.84,1.75E+01,3.44E+00,1.37E+01
5.83,15.47601,1.97,3.17E+01,1.03E+01,4.64E+01
6.80,16.6712,3.03,7.89E+00,1.21E+01,1.46E+01
2.13,50.27179,21.50,1.62E+01,1.11E+00,1.09E+01
11.76,11.90955,2.50,8.34E+00,3.58E+01,6.74E+00
5.80,12.53656,8.51,4.51E+01,1.48E+01,1.11E+01
4.82,34.76636,10.54,7.92E+00,4.10E+00,2.20E+01
16.67,40.28052,5.49,2.97E+00,3.99E+01,9.06E+00
4.70,10.74805,3.98,6.70E+00,1.41E+01,1.29E+01
40.24,4.292419,5.00,2.44E+01,1.32E+00,2.59E+01
13.35,14.58881,4.57,1.22E+01,1.47E+00,1.04E+01
2.40,18.96033,1.53,1.00E+01,5.06E+00,1.17E+01
8.65,26.57574,5.19,7.10E+00,3.39E+00,1.73E+01
10.26,30.83997,7.46,1.15E+01,7.25E+00,4.49E+01
11.86,24.82849,2.79,9.36E+00,8.23E-01,1.49E+01
