11:00:00 AM,11:35:00 AM,12:16:00 PM,12:51:00 PM,1:26:00 AM,2:00:00 AM
35.34,7.304016,15.24,3.66E+01,1.77E+01,1.26E+01
9.86,58.72717,4.44,4.23E+01,4.23E+00,1.16E+01
13.66,14.00055,3.89,1.37E+02,8.70E+00,1.59E+01
6.39,10.9032,0.67,1.48E+01,4.65E+00,1.04E+01
14.16,20.19989,9.58,8.32E+00,4.33E+00,8.83E+00
6.47,9.701599,12.48,9.78E+00,4.53E+01,9.12E+00
5.28,28.56659,11.85,3.09E+01,5.62E-01,3.81E+01
18.67,63.47034,14.07,3.28E+01,4.28E-01,2.49E+01
27.24,23.72601,5.45,6.53E+00,7.35E-01,3.01E+01
8.10,7.646423,2.90,1.06E+01,1.11E+01,1.22E+01
5.85,7.044617,23.62,2.27E+00,-9.39E-01,1.28E+01
15.00,24.46899,1.99,5.71E+00,9.23E+00,1.66E+01
25.26,12.99463,4.28,4.84E+00,1.90E+00,1.26E+01
47.30,9.885986,6.64,7.36E+01,2.03E+01,2.90E+01
4.33,15.08936,17.05,3.85E+00,3.93E+00,1.43E+01
7.08,21.24176,9.02,2.67E+01,3.01E+00,1.68E+01
8.37,8.723999,2.65,5.80E+00,1.84E+00,1.51E+01
13.10,16.7652,2.55,7.40E+00,2.13E+01,1.08E+01
33.77,25.32855,-0.32,1.32E+01,1.01E+02,2.93E+01
19.19,13.73315,15.24,2.44E+01,2.38E+01,1.70E+01
11.51,29.71509,4.07,9.69E+00,2.87E+00,1.14E+01
10.81,11.08319,0.75,2.22E+01,2.79E+01,1.68E+01
15.18,32.55292,2.57,1.48E+01,7.15E+00,2.35E+01
8.48,8.072998,7.06,8.50E+00,1.59E+00,4.26E+01
21.08,17.91528,8.97,1.05E+01,-1.03E+00,4.06E+01
14.80,63.00397,0.73,6.30E+00,2.32E+00,4.82E+01
2.13,13.84436,8.27,2.14E+01,6.28E+00,2.08E+01
1.68,12.49689,3.41,4.17E+01,4.51E+00,1.08E+01
5.58,12.22021,2.85,9.82E+00,9.52E+00,1.24E+01
2.09,33.78729,35.24,1.78E+01,4.17E+00,1.14E+01
1.04,19.83636,16.36,2.44E+01,1.24E+00,1.89E+01
8.35,28.86816,12.71,7.91E+00,1.50E+01,2.36E+01
10.50,13.46497,2.63,1.44E+01,1.60E+00,3.47E+01
4.80,9.769592,2.29,2.04E+01,2.61E+01,1.19E+01
2.07,24.36615,12.91,3.21E+01,1.48E+01,9.48E+00
8.73,10.74384,8.88,3.84E+01,7.67E+00,1.78E+01
3.36,21.91211,3.51,4.92E+01,2.83E+00,4.05E+01
6.22,8.684265,21.66,1.43E+01,1.48E+01,3.05E+01
4.93,21.41425,21.88,1.99E+01,2.56E+01,1.29E+01
6.94,36.51215,0.30,1.06E+01,2.01E+01,2.35E+01
10.59,43.86523,1.22,4.27E+01,3.62E+00,1.22E+01
21.98,42.12604,0.37,1.05E+01,1.35E+00,1.20E+01
8.29,9.236938,3.12,1.01E+01,4.68E-01,3.70E+01
3.13,68.46558,0.43,2.54E+01,2.68E+00,1.28E+01
7.15,12.31787,4.80,1.35E+01,1.68E+00,8.91E+00
7.80,8.779236,5.25,2.40E+01,8.07E+00,9.06E+00
5.32,52.47382,16.64,1.52E+01,7.19E+00,1.37E+01
1.48,31.60217,27.45,5.55E+01,1.60E+01,3.35E+01
1.11,15.3197,51.36,1.84E+01,1.79E+01,1.03E+01
4.72,17.17432,26.71,4.54E+01,1.36E+01,1.04E+01
1.05,11.51886,4.08,2.12E+01,6.21E+00,2.03E+01
15.22,25.11603,7.41,6.35E+00,8.62E-01,1.90E+01
3.90,28.46338,5.34,2.52E+01,7.48E+00,3.68E+01
6.24,12.53497,24.66,1.96E+01,7.04E+01,3.22E+01
23.97,20.66254,7.04,2.65E+01,1.07E+02,1.83E+01
38.50,33.80841,2.86,5.31E+01,1.00E+01,1.99E+01
11.86,23.66479,0.61,2.21E+01,1.12E+01,3.06E+01
31.09,20.1095,3.05,1.05E+01,8.12E+00,2.59E+01
15.70,44.14789,2.18,1.72E+01,4.38E+00,1.23E+01
22.29,21.3219,3.91,1.52E+01,3.81E+00,3.24E+01
46.57,20.8681,10.51,1.98E+01,4.67E+00,4.98E+01
4.14,14.51312,26.20,1.28E+01,5.38E+00,3.09E+01
3.99,12.82471,9.93,7.56E+00,2.88E+00,1.85E+01
16.29,49.41675,18.60,8.16E+00,3.05E+00,3.25E+01
26.87,19.32343,5.54,3.56E+00,-1.09E+00,9.24E+00
1.91,24.5899,6.77,8.13E+00,4.49E+00,1.97E+01
8.41,9.983093,7.27,1.13E+01,1.07E+01,1.10E+01
4.94,61.02826,54.71,8.34E+00,5.80E-01,9.06E+00
7.75,38.28802,7.76,9.52E+00,1.49E+00,1.56E+01
5.49,16.46808,6.79,3.27E+01,7.93E+00,1.11E+01
1.45,23.85516,4.13,2.98E+01,2.69E+01,1.33E+01
9.92,16.99384,4.22,4.86E+00,7.04E+01,1.65E+01
45.22,5.773865,1.32,2.16E+01,1.14E+01,2.89E+01
37.13,19.45685,4.51,1.10E+01,-8.26E-01,2.01E+01
15.70,34.22485,19.44,6.52E+00,-1.08E+00,4.14E+01
23.78,12.95667,13.33,1.72E+01,-1.11E+00,1.09E+01
27.39,18.42554,9.62,2.86E+01,3.88E+00,1.69E+01
22.62,10.72021,2.97,1.72E+01,4.40E+01,1.01E+01
7.42,7.740479,4.08,3.85E+01,1.26E+00,1.90E+01
22.14,10.50031,8.41,1.25E+01,9.43E+00,1.64E+01
3.36,5.185364,21.02,1.84E+01,8.66E+00,9.91E+00
8.28,14.02783,1.13,1.00E+01,3.67E+00,9.06E+00
4.96,11.99933,6.05,1.83E+01,1.95E-03,2.89E+01
6.35,9.182129,16.18,1.24E+01,-1.65E+00,1.10E+01
27.93,17.51123,6.30,1.06E+01,8.55E-01,1.47E+01
25.28,5.598083,3.16,1.18E+01,1.62E+01,1.23E+01
13.86,14.56226,1.72,1.62E+01,1.72E+01,5.92E+01
42.32,7.171082,9.86,2.50E+01,1.59E+00,9.29E+00
1.55,16.00879,24.27,1.32E+01,6.58E+00,1.71E+01
7.34,45.5271,9.29,6.28E+00,-2.20E+00,9.95E+00
38.37,15.10535,4.01,1.02E+01,3.10E+00,6.75E+00
25.89,6.176453,4.57,6.30E+01,3.72E+00,8.42E+00
6.79,10.992,8.54,1.99E+01,3.91E+00,3.11E+00
4.78,15.13751,3.18,1.24E+01,-1.35E+00,1.67E+01
2.09,11.74634,10.88,9.43E+00,4.04E+00,3.96E+00
3.88,34.5072,10.59,3.83E+01,2.90E+00,3.90E+01
9.22,35.34393,3.19,1.89E+01,3.61E+01,1.10E+01
18.29,27.83441,2.56,1.83E+01,1.65E+01,1.20E+01
4.48,24.31549,8.77,2.85E+01,2.29E-01,2.03E+01
13.85,10.41559,2.23,9.80E+00,9.64E-01,2.75E+00
6.42,10.00494,1.23,4.08E+01,6.60E+01,3.47E+00
32.84,11.01508,4.99,1.24E+01,3.48E+00,-1.92E-01
21.26,18.85193,2.85,4.56E+01,2.78E+00,3.05E+01
5.44,7.999084,32.31,2.83E+01,1.30E+01,3.29E+00
16.75,12.62421,15.41,1.13E+01,-5.47E-01,1.06E+01
15.12,14.14282,25.03,1.31E+01,1.66E+01,9.20E+00
16.08,29.15894,3.97,1.22E+01,6.30E-01,5.57E-01
13.33,23.43396,5.20,2.60E+01,3.66E+00,5.68E-01
26.61,8.870911,1.84,1.92E+01,2.98E+01,2.00E+01
4.66,27.58325,4.77,1.47E+01,-2.93E-01,3.39E+01
4.87,7.639465,-0.57,9.21E+00,4.36E+00,5.83E+00
22.19,11.87561,5.82,4.08E+01,-3.81E-01,1.00E+00
9.79,17.58154,15.26,5.72E+00,1.24E+01,6.21E+00
17.43,10.50818,27.21,7.36E+01,2.99E+00,3.89E+00
2.31,27.57074,2.56,8.78E+01,6.45E+00,2.14E+01
15.21,26.8645,2.57,2.19E+01,1.83E+01,4.57E+00
37.29,11.35388,4.66,2.19E+01,2.72E+00,7.80E+00
7.55,16.27893,0.48,1.47E+01,1.84E+00,2.89E+00
11.19,7.737854,0.93,2.15E+01,7.02E+00,3.56E+00
7.03,16.4043,32.13,1.05E+01,1.33E+01,6.40E+00
9.79,21.39294,6.51,2.33E+01,5.31E+01,4.55E+00
7.47,14.2912,12.99,1.59E+01,1.31E+01,4.79E-01
27.36,21.95514,25.81,1.02E+01,5.25E+00,1.11E+01
7.36,13.14838,4.18,7.54E+01,2.79E+00,4.96E+00
7.72,13.81073,6.49,3.54E+01,1.16E+00,5.33E+00
6.65,25.24408,0.99,2.20E+01,3.96E+00,2.37E+00
10.57,22.13977,9.09,2.34E+01,4.34E+00,2.07E+01
6.68,9.701782,-0.21,1.91E+01,8.08E+00,6.14E+00
16.74,11.53369,7.37,1.28E+01,1.41E+00,6.50E+00
16.80,32.17023,12.97,4.04E+01,1.54E+00,3.54E+00
7.05,13.71692,9.49,1.87E+01,6.84E+00,8.31E+00
4.85,30.05963,3.04,1.13E+01,-9.09E-01,1.56E+01
20.83,29.88715,3.24,9.30E+00,2.04E+00,1.34E+01
6.49,26.54407,1.18,1.31E+01,1.22E+00,5.18E+00
13.23,51.67914,30.65,1.60E+01,3.50E+00,1.56E+00
12.58,2.658325,7.04,1.36E+01,3.01E+01,1.33E+01
18.00,21.24982,80.11,1.55E+01,8.44E+00,-2.17E-01
4.07,16.3949,49.02,1.12E+01,2.96E+00,9.33E+00
7.34,25.04736,7.60,2.72E+01,1.10E+00,4.19E+00
9.95,27.18988,47.31,3.52E+01,4.58E+00,2.72E+00
5.57,9.118103,15.67,2.48E+01,9.19E-01,1.36E+01
7.19,15.53937,0.60,2.57E+01,3.47E+00,-7.52E-01
12.96,10.77692,7.31,3.12E+01,1.30E+00,1.76E+01
26.04,13.17926,10.17,1.67E+01,5.27E+00,2.95E+00
5.08,26.16699,9.37,5.31E+01,9.20E+00,2.87E+01
34.10,56.56696,2.98,3.00E+01,3.51E+00,3.54E+00
20.87,29.98706,-0.11,2.07E+01,7.14E+00,1.79E+01
12.04,6.807983,-0.73,1.10E+01,6.93E+00,4.96E+01
6.90,15.82092,16.74,2.29E+01,6.57E+00,2.86E+01
24.81,13.51447,9.50,1.68E+01,3.03E+00,1.71E+00
31.67,8.045715,4.52,1.41E+01,2.66E+00,5.99E-01
14.94,14.59344,5.90,1.48E+01,4.56E+00,2.28E+00
16.08,9.854675,6.88,1.05E+01,9.14E+00,4.34E+01
43.96,18.99091,1.00,1.82E+01,1.46E+00,3.54E+00
4.51,7.249878,10.11,2.63E+01,9.36E-02,6.77E+00
24.28,10.90961,1.74,1.05E+01,1.62E+00,3.67E+00
10.56,25.66833,1.62,1.00E+01,-5.40E-01,6.66E+00
4.55,21.40167,35.46,2.17E+01,5.65E+00,9.95E+00
9.56,16.39868,5.79,1.59E+01,9.44E+00,2.24E+00
13.56,12.3963,4.38,4.31E+00,2.33E-01,1.91E+01
4.95,19.04419,3.67,1.53E+01,7.03E+00,2.57E+00
19.46,22.7951,1.49,1.14E+01,1.21E+01,6.64E+00
9.68,8.330688,2.21,6.77E+00,7.11E+00,1.03E+00
26.13,19.21741,2.67,1.34E+01,3.42E+01,5.40E+00
4.82,8.97522,4.80,2.01E+01,4.40E-01,3.70E+00
5.24,9.290344,3.37,1.44E+01,1.13E+01,7.34E+00
8.10,6.43811,2.21,4.31E+00,2.93E+00,3.24E+00
15.47,7.849854,3.50,1.83E+01,7.25E-02,4.03E+00
16.31,9.46759,10.23,1.67E+01,2.49E+00,5.18E+00
34.34,13.90344,5.27,7.23E+00,1.13E+01,5.59E+01
7.99,7.227844,13.28,1.46E+01,2.27E+01,2.59E+01
6.00,14.38837,2.52,2.90E+01,1.03E+00,1.37E+00
45.50,27.43805,6.70,3.29E+01,1.66E+00,2.70E+00
6.11,25.30408,0.59,2.71E+01,-3.66E-01,1.29E+01
34.95,25.70087,4.23,1.96E+01,3.56E+01,9.92E+00
43.60,11.73767,1.97,1.23E+01,4.29E+00,3.04E-01
6.03,56.82294,-0.07,7.13E+00,-1.11E+00,2.68E+00
33.23,19.62152,7.83,7.94E+00,8.53E-01,-4.26E-01
27.30,10.75244,5.83,1.01E+01,1.05E+01,5.73E+00
4.70,13.38293,6.59,9.46E+00,2.45E+00,1.14E+00
8.84,10.00244,0.24,1.50E+01,2.68E+00,9.31E-01
9.01,10.27765,4.91,7.92E+00,3.23E+01,1.33E-01
4.50,13.20911,1.84,8.44E+00,1.74E+00,3.61E+01
53.07,15.12994,-0.93,5.59E+00,2.86E-01,1.13E+01
14.95,16.28571,5.89,9.31E+00,1.39E+00,5.73E+00
10.60,16.67047,14.22,2.49E+01,3.60E+01,5.85E+00
19.87,14.3335,32.88,2.36E+01,1.16E+01,6.98E+00
9.06,15.91595,9.37,1.25E+01,1.57E+00,-1.38E-01
17.42,20.08246,5.99,7.50E+00,8.93E+00,1.12E+01
6.41,23.18915,2.23,6.90E+00,-8.81E-01,3.18E+00
31.96,34.23846,0.88,2.54E+01,4.00E+00,1.82E+01
6.93,56.33618,3.53,9.70E+00,-9.21E-01,4.70E+00
18.00,33.66852,5.44,3.48E+01,1.56E+00,9.48E-01
41.46,10.52679,5.66,3.65E+01,1.56E+00,1.91E+01
7.14,32.72064,12.78,7.61E+00,4.49E+00,-2.97E-01
15.33,13.86346,4.90,6.10E+00,4.92E+00,6.45E+00
35.07,94.79968,2.92,1.22E+01,3.15E+00,7.57E+01
8.45,49.32947,1.18,4.99E+01,1.75E+00,1.18E+00
5.40,42.49097,-0.76,2.22E+01,3.89E+00,4.01E+00
81.93,25.05182,5.63,2.03E+01,2.62E+01,7.04E+00
6.85,5.256775,2.03,1.89E+01,2.62E-01,3.63E+00
7.32,10.90076,6.18,8.21E+00,6.66E+00,2.25E+01
8.10,16.12512,4.17,1.34E+01,4.32E+00,-1.37E+00
17.66,3.826965,2.08,1.46E+01,4.65E+00,9.04E+00
48.05,6.96106,2.51,8.48E+00,2.90E+00,7.85E+00
57.50,6.243103,2.29,2.02E+01,1.08E+00,8.82E+00
6.62,19.9281,8.04,8.37E+00,1.02E+01,3.37E-01
20.00,8.805603,4.24,6.43E+00,3.19E+01,4.99E+00
7.89,8.884583,-1.53,8.66E+01,7.68E+00,-2.94E+00
4.61,19.53754,1.27,1.80E+01,2.36E+00,-1.12E-01
16.61,21.21008,-0.11,9.85E+00,2.33E+00,4.68E+01
15.72,17.76508,4.35,1.73E+01,2.07E+01,3.35E+01
13.88,8.507446,5.59,5.16E+01,2.05E+01,3.60E+00
6.09,25.92822,4.17,4.89E+01,7.48E+00,4.15E+00
24.04,10.96057,6.60,1.36E+01,3.60E+00,-1.19E+00
9.74,18.53137,6.34,1.12E+01,-9.94E-01,2.01E+00
25.63,5.365845,6.24,1.18E+01,6.84E+00,2.79E+01
6.82,24.84869,3.29,1.20E+01,6.57E+00,1.10E+01
6.09,10.96912,6.16,1.26E+01,6.87E+00,2.17E+00
56.27,25.65118,14.81,1.07E+01,4.76E+00,2.21E+01
11.25,8.935059,13.16,2.81E+01,5.76E+01,7.15E+00
3.66,19.2373,13.96,1.98E+01,6.46E-01,2.33E+00
19.93,8.687744,3.57,1.15E+01,5.37E+00,2.82E+00
20.54,1.915405,56.05,7.80E+00,5.57E+01,-7.42E-01
7.06,16.45898,17.75,1.57E+01,6.15E+00,5.01E+01
7.76,8.757568,22.11,5.22E+00,1.19E+01,7.56E-01
21.68,17.30194,2.84,1.35E+01,7.00E+01,-1.01E+00
8.13,36.02435,6.85,1.19E+01,7.32E+00,1.51E+00
29.15,14.40924,1.38,7.38E+00,5.04E+00,2.03E+01
12.59,7.277771,1.66,2.32E+01,1.74E+00,4.94E+00
6.33,11.39246,2.88,4.94E+01,7.39E+00,5.15E+00
6.45,23.51978,1.59,5.70E+00,4.32E+00,1.11E+00
10.21,33.16821,1.76,1.57E+01,8.49E+00,1.03E+01
4.09,5.80365,2.33,9.25E+00,2.55E+00,8.78E-01
4.75,10.92938,-0.54,4.63E+00,4.21E+00,7.02E-01
4.53,8.109192,0.92,6.43E+00,1.51E+00,1.09E+01
5.38,7.081299,1.74,2.44E+01,8.52E+00,2.02E+01
7.13,9.517456,-0.19,6.67E+00,3.21E+00,-1.70E-01
16.20,7.22229,3.92,6.90E+01,1.87E+01,3.12E+01
6.70,5.179138,7.12,4.05E+00,1.23E+01,4.66E+00
14.10,72.73895,8.16,5.33E+00,8.61E+00,8.47E+00
6.47,23.05939,0.49,9.51E+00,1.74E+00,-9.49E-01
5.35,18.7478,-2.04,1.02E+01,1.71E+00,3.15E+01
9.04,23.43323,1.14,1.02E+01,2.00E+00,2.32E+00
6.42,5.757874,4.04,4.45E+01,2.43E+00,5.57E+01
6.09,6.588501,4.74,8.86E+00,1.13E+01,4.28E+01
8.61,33.44287,1.83,4.44E+00,1.41E+00,1.73E+00
38.76,9.534363,4.37,4.04E+01,2.06E+00,4.79E+00
8.78,34.53198,1.49,3.33E+01,6.79E+00,1.76E+01
23.54,22.27173,24.13,1.03E+02,4.93E+00,2.70E+01
3.14,4.599976,7.94,1.70E+01,1.94E+01,1.37E+01
37.54,5.661011,6.47,4.53E+00,2.96E+01,3.48E+01
3.11,7.317139,0.30,3.16E+00,1.87E+01,1.12E+01
18.55,21.37555,2.69,8.57E+00,3.64E+01,1.07E+01
5.39,17.98389,-1.16,1.97E+01,3.92E+00,7.86E-01
5.52,15.65955,1.04,1.27E+01,1.25E+01,6.74E-01
10.45,17.11176,3.68,2.16E+01,1.32E+01,-2.34E+00
28.60,6.146912,12.82,8.09E+00,8.09E+00,2.01E+00
6.52,9.773254,26.37,7.31E+01,5.11E+01,-1.81E+00
7.55,26.06561,2.89,7.62E+00,5.34E+00,1.76E+01
7.50,24.61053,16.10,2.33E+01,1.11E+01,8.91E+00
2.85,15.0802,2.49,1.39E+01,4.38E-01,2.03E+00
8.71,40.22314,13.66,2.46E+01,1.73E+01,4.03E-01
3.93,10.52264,4.97,2.04E+01,5.12E+00,6.35E+00
10.10,5.345032,2.80,1.18E+01,5.71E+01,6.71E+00
10.83,16.52393,9.10,8.49E+00,4.52E+00,1.59E+01
8.46,5.127563,4.07,2.09E+01,3.07E+00,-1.32E+00
5.04,17.71948,0.04,2.65E+01,2.43E+01,1.63E+01
10.04,7.853577,114.62,2.74E+01,4.02E+01,1.40E+01
4.38,13.31854,16.36,2.65E+01,1.27E+02,8.02E+00
7.99,23.26819,1.48,2.75E+01,5.84E+01,3.10E+01
3.83,75.50909,2.53,3.06E+01,3.27E+00,2.16E+01
9.13,27.0708,9.55,1.18E+01,1.75E+01,3.26E+00
4.90,11.12183,1.65,1.34E+01,1.44E+01,1.70E+00
6.41,15.79041,7.76,1.17E+01,9.73E-01,1.03E+01
6.05,13.81531,-1.63,2.84E+01,4.47E+00,2.98E+00
18.80,9.644043,3.96,6.15E+01,1.24E+01,5.40E+01
9.28,11.10809,2.77,1.72E+01,1.33E+01,2.39E+01
15.27,54.17761,0.40,6.11E+01,8.84E+00,1.09E+01
20.66,29.34753,8.98,1.05E+01,9.25E+00,1.88E+00
7.99,9.381897,6.01,6.66E+00,1.22E+01,5.25E+00
6.02,11.84711,0.60,7.10E+00,1.11E+01,-5.58E-01
10.96,10.40582,4.49,1.09E+01,4.24E+00,4.44E+00
16.33,38.86145,25.41,1.93E+01,3.30E+00,1.08E+01
34.74,20.48993,2.53,1.69E+01,7.86E+00,5.74E+00
5.43,18.22626,1.03,1.01E+01,9.85E+00,9.94E+00
5.41,201.2023,42.50,2.76E+01,7.44E+00,5.46E+01
23.03,101.5835,-0.32,1.24E+01,9.59E+00,9.20E+00
8.55,30.50726,1.18,1.12E+01,4.01E+00,3.50E+00
21.80,25.31799,1.82,1.08E+01,7.71E+00,2.84E+00
14.26,17.09265,-0.23,1.33E+01,2.81E+00,9.76E+00
11.62,14.31995,0.63,1.59E+01,1.36E+00,1.44E+00
27.29,12.79431,1.52,4.05E+01,4.95E+00,1.24E+00
12.72,11.16528,1.77,4.80E+01,2.32E+00,3.18E+00
18.54,36.13403,30.26,1.61E+01,3.64E+00,1.76E+01
13.10,22.58105,8.78,8.98E+00,1.72E+01,1.33E+01
13.00,18.6463,0.12,7.26E+00,5.21E+01,3.40E+00
50.78,14.03546,3.26,1.25E+01,2.76E+01,1.06E+01
27.19,15.19238,5.06,1.70E+01,3.54E+00,1.44E-01
7.21,18.50018,16.09,1.13E+01,4.37E+00,1.86E+00
6.25,18.61792,3.12,8.09E+00,3.30E+00,1.45E+00
9.09,20.81671,1.89,6.12E+00,2.80E+00,2.21E+01
5.62,46.41608,0.43,8.02E+00,5.29E+00,9.65E+00
32.11,13.5166,1.76,7.78E+00,1.64E+01,3.51E+00
82.71,15.02826,5.12,6.15E+00,4.52E+00,1.95E+01
18.45,9.585693,1.29,1.29E+01,3.76E+00,-2.38E+00
5.35,19.58179,10.06,9.05E+00,1.49E+01,3.63E+01
18.04,12.00403,13.29,1.38E+01,6.43E+00,7.24E+00
11.39,13.20911,3.38,4.68E+00,5.37E+00,3.73E+01
9.16,17.11395,2.08,1.00E+01,4.28E+01,1.67E+01
35.74,11.4339,1.57,4.13E+00,1.50E+01,2.22E+01
5.41,30.81824,10.98,7.06E+00,1.01E+01,1.91E+01
11.74,22.78748,0.89,1.80E+01,9.20E+00,-1.33E+00
6.68,11.63843,10.43,1.89E+01,1.22E+01,8.92E+00
36.44,22.61279,10.61,1.94E+01,4.26E+01,1.70E+01
23.99,16.86304,12.90,7.54E+00,1.39E+01,3.18E+00
28.18,14.48492,3.30,1.11E+01,6.74E+00,2.96E-01
32.43,19.40991,1.17,4.52E+01,-1.15E-01,4.69E+00
11.40,14.04645,5.83,4.65E+01,2.36E+00,1.87E+01
26.28,9.79303,7.47,1.42E+01,8.85E+00,1.31E+01
6.05,64.18408,-0.35,1.46E+01,3.95E+00,1.21E+01
12.22,14.2746,1.68,1.51E+01,2.46E+00,6.56E+01
6.94,20.57739,-0.76,5.25E+01,5.58E-01,1.96E+01
17.83,22.04218,1.36,7.55E+00,1.94E+00,1.57E+01
15.25,15.30475,3.64,2.92E+01,-8.59E-01,2.85E+00
15.11,24.67932,1.26,1.55E+01,4.11E+00,9.36E+00
36.92,37.737,12.87,4.12E+00,1.02E+01,-8.49E-01
19.02,17.38379,4.31,8.00E+00,9.43E+00,1.39E+01
57.15,31.77863,1.85,4.41E+01,3.44E+01,1.29E+01
7.38,91.24701,0.88,1.11E+01,4.67E+00,2.60E+01
9.71,18.56726,3.98,7.09E+00,3.54E+00,7.04E+00
29.82,13.69659,4.26,1.06E+01,4.26E+00,2.90E-01
20.89,16.76379,1.56,2.82E+01,8.72E+00,1.95E+01
7.34,18.57971,9.10,7.13E+00,8.04E+00,4.67E+00
18.87,19.76062,5.99,2.03E+01,1.63E+01,9.29E+00
7.05,12.94452,7.14,1.76E+01,1.63E+01,5.56E+00
9.97,16.69696,6.24,9.64E+00,2.51E+01,4.35E-01
26.45,24.39789,12.71,1.38E+01,1.17E+01,1.22E+01
7.84,17.52399,9.33,6.49E+00,2.73E+00,5.23E+01
8.12,19.65094,3.36,8.69E+00,1.34E+01,1.11E+01
13.84,10.91144,3.39,3.02E+01,2.93E+01,-1.56E+00
20.17,21.172,1.98,1.09E+01,8.82E+00,2.09E+01
17.01,22.58789,4.27,2.94E+01,2.92E+00,1.26E+00
80.34,15.13953,0.86,3.27E+01,3.80E+00,6.86E-01
14.85,21.55469,0.43,9.30E+00,7.07E+00,9.08E-02
15.24,14.17389,6.40,5.82E+00,8.15E+00,1.00E+01
13.85,35.64783,2.62,1.66E+01,2.85E+01,1.27E+01
6.44,11.64996,4.32,1.48E+01,5.01E-01,1.87E+01
28.88,13.05072,0.54,1.50E+01,2.21E+00,2.74E+01
43.35,26.17279,2.62,4.12E+01,2.21E+01,1.19E+00
4.95,52.86456,1.16,2.72E+01,1.04E+01,8.20E+00
11.14,38.23993,-0.02,9.85E+00,5.52E+00,9.96E+00
6.62,23.62244,7.76,1.55E+01,8.12E+00,8.11E+00
5.60,13.2467,4.46,2.76E+01,5.35E+00,1.78E+01
8.08,63.01868,3.33,2.16E+01,3.09E+01,3.33E+00
19.20,21.46307,2.70,4.57E+01,1.34E+01,3.42E+00
44.43,13.95654,-1.47,9.75E+00,2.57E+00,9.28E+00
8.19,37.39001,6.17,1.03E+01,1.62E+00,1.43E+00
9.41,21.43982,9.63,5.97E+00,4.24E+00,1.28E+01
4.53,11.62054,-0.03,1.01E+01,1.30E+00,7.78E+00
19.16,48.85986,2.12,1.56E+01,4.73E+00,9.90E-01
9.00,12.40192,-0.42,1.07E+01,3.06E+00,1.78E+01
7.90,13.64648,4.41,1.85E+01,6.01E+00,1.31E+00
8.50,8.415283,3.33,1.98E+01,3.68E+00,2.53E+00
24.30,7.073914,8.82,1.28E+01,8.57E+00,3.66E+00
42.49,17.75055,1.33,9.04E+00,1.39E+02,4.48E+00
15.63,26.60657,15.77,1.32E+01,5.98E+00,2.54E+00
54.80,40.17712,4.22,1.50E+01,3.31E+00,1.37E+01
7.43,17.41589,26.70,2.17E+01,3.19E+00,-9.70E-01
6.51,56.25745,5.93,3.28E+01,3.10E+00,3.09E+00
8.72,9.921814,0.62,3.00E+01,1.55E+01,5.49E-01
65.82,10.96301,-0.60,6.36E+00,3.88E+00,5.42E+01
29.31,9.099365,171.19,7.81E+00,3.21E+00,9.61E+00
15.33,18.55859,32.57,4.27E+01,4.93E+00,2.05E+01
8.63,17.8667,7.40,1.96E+01,2.38E+00,2.94E+00
17.69,27.43219,56.76,7.83E+00,1.69E+00,6.86E+00
8.39,18.45905,10.26,3.08E+01,5.11E+00,1.38E+01
51.97,39.38672,6.22,9.64E+00,9.87E+00,1.29E+01
34.93,12.77362,7.81,5.05E+01,2.70E+00,4.12E+01
68.41,31.70148,9.31,1.74E+01,3.07E+00,1.94E+00
13.93,9.766663,10.56,3.05E+01,1.10E+01,-2.64E-01
12.40,96.19336,17.19,2.15E+01,2.42E+01,2.68E+00
8.38,41.22437,6.08,3.69E+01,1.62E+01,1.27E+01
5.94,30.13403,5.73,2.02E+01,1.16E+01,9.43E+00
20.92,19.18158,5.90,2.86E+01,5.39E+00,6.81E+00
10.90,12.43628,25.33,5.38E+01,4.41E+00,1.84E+01
8.06,9.409302,3.41,1.92E+01,1.65E+01,7.37E+00
4.78,27.34583,20.36,2.34E+01,1.72E+00,5.82E+01
