11:00:00 AM,11:35:00 AM,12:16:00 PM,12:51:00 PM,1:26:00 AM,2:00:00 AM
40.58,14.37769,3.07,1.20E+02,7.59E+00,1.01E+01
3.05,20.58997,3.01,1.74E+01,5.62E+00,1.93E+01
49.31,26.85797,6.91,2.02E+01,1.08E+00,-1.38E+00
12.29,51.23871,1.45,1.60E+01,7.15E+00,2.44E+01
6.17,17.72852,13.57,1.28E+01,1.21E+01,2.02E+00
8.12,22.01392,4.12,1.02E+01,4.24E+00,5.70E+00
9.75,12.61475,1.56,1.84E+01,1.94E-01,-1.59E+00
60.05,10.13953,30.21,2.27E+01,1.50E+01,3.35E+00
66.86,9.408813,6.99,2.34E+01,5.71E+00,9.37E+00
22.83,10.92847,1.02,1.59E+01,3.38E+00,8.20E+00
56.49,29.8725,3.83,2.43E+01,3.30E+00,1.36E+01
34.62,21.33661,13.30,8.85E+00,3.59E+00,9.16E+00
17.51,24.64105,2.85,2.48E+01,2.67E+00,1.05E+01
27.07,24.89362,1.79,1.45E+01,3.81E+00,2.29E+01
10.44,26.28705,5.35,1.39E+01,7.17E+00,2.33E+01
9.11,13.17517,6.32,8.85E+00,3.41E+00,1.23E+01
8.27,15.1712,35.88,4.14E+01,9.20E+00,6.92E+00
15.51,32.9458,3.33,7.00E+00,1.21E+01,3.33E+00
13.74,24.53387,3.91,1.59E+01,2.87E+00,6.40E+00
7.07,16.29059,5.85,3.31E+01,2.50E+00,3.41E+01
10.16,26.78326,2.96,9.66E+00,3.96E+00,7.56E+00
13.80,11.42218,4.32,1.17E+01,1.08E+01,5.09E+00
6.99,33.39746,33.10,9.53E+00,1.48E+01,8.32E+00
30.51,24.3576,10.21,1.45E+01,6.50E+00,3.28E+00
47.05,8.963196,7.77,1.24E+01,1.57E+01,1.10E+00
13.86,9.563477,6.09,3.75E+01,2.26E+01,-2.38E-01
11.97,19.57599,1.53,8.82E+00,3.72E+00,3.89E+00
46.75,14.39758,25.98,6.70E+00,7.10E+00,3.64E+01
56.59,78.18848,10.04,3.76E+01,1.25E+01,3.89E+00
44.34,45.59875,11.18,1.45E+01,7.67E+00,6.80E+00
115.36,15.65131,26.40,1.76E+01,9.67E+00,1.49E+00
22.78,10.82678,10.93,9.23E+00,4.11E+00,1.06E+00
20.35,57.61621,10.19,1.34E+01,3.97E+00,8.19E+00
9.60,24.30084,4.20,1.98E+01,7.53E+00,1.97E+00
36.50,21.20483,5.71,1.10E+01,2.54E+01,4.91E+00
39.63,9.404968,2.56,1.51E+01,1.99E+01,5.44E+00
9.43,9.02124,1.57,1.79E+01,6.24E+00,-4.31E+00
28.07,33.05731,16.29,1.67E+01,2.60E+01,9.76E+00
29.25,12.06146,5.30,1.09E+01,9.20E+00,2.57E+00
42.59,9.41687,1.57,2.47E+01,5.85E+00,1.79E+00
21.77,16.56299,4.12,1.02E+01,2.27E+01,1.54E+00
8.40,16.06403,20.49,1.57E+01,-3.64E-01,9.62E+00
7.99,53.72473,4.16,1.72E+01,1.68E+01,3.57E+01
13.18,25.00391,7.50,9.30E+00,1.34E+01,3.40E+00
13.78,8.323486,17.68,3.05E+01,4.05E+00,2.95E+01
12.85,8.45636,12.90,7.10E+00,2.20E+00,3.67E+00
4.92,1.52771,21.76,7.25E+00,8.08E+00,7.91E+00
3.88,3.142151,2.77,1.11E+01,9.17E+00,6.00E+00
1.46,2.553894,17.57,2.35E+01,8.72E+00,3.17E+01
2.76,11.11145,3.23,1.10E+01,5.79E+00,4.54E+00
8.43,4.409546,3.66,5.21E+00,3.65E+00,2.51E+01
-0.01,11.13092,2.98,1.03E+01,3.55E+00,1.11E+01
3.27,10.90582,38.95,1.04E+01,6.95E+00,1.41E+01
4.20,13.38562,5.90,7.40E+00,9.41E+00,1.34E+01
10.52,11.24512,4.21,1.07E+01,5.78E+00,5.43E+00
11.72,5.203369,11.96,1.04E+01,2.00E+00,4.70E+00
4.82,14.99316,1.06,1.59E+01,4.83E-01,2.54E+01
2.73,11.29565,2.12,1.10E+01,9.31E+00,8.67E+00
5.97,3.678406,15.96,4.80E+01,8.85E+00,8.67E+00
5.67,1.188477,3.08,1.55E+01,2.15E+00,2.84E+01
27.91,5.386719,4.45,7.08E+00,4.11E+00,1.45E+01
23.53,13.53656,1.85,5.00E+00,1.06E+01,1.04E+01
5.79,7.431763,3.55,1.21E+01,3.59E+00,7.99E+00
42.18,8.828796,2.15,2.18E+01,9.45E+00,7.61E+00
21.87,17.73877,4.66,5.48E+00,3.26E+01,3.57E+01
3.13,19.22797,7.51,1.82E+01,8.77E+00,1.43E+01
3.90,4.030029,17.62,2.01E+01,3.15E+01,9.00E+00
35.43,14.63403,3.04,5.80E+00,1.13E+01,9.16E+00
5.73,1.586731,2.19,4.65E+00,5.02E-01,1.13E+01
3.34,6.473267,2.56,1.04E+01,1.03E+00,1.47E+01
0.53,8.319214,3.00,7.91E+00,1.23E+01,3.61E+00
3.56,18.40399,1.68,1.48E+01,7.96E+00,1.16E+01
4.10,7.749634,3.64,6.57E+00,1.39E+01,1.98E+01
16.58,10.81116,9.21,9.84E+00,4.86E+00,2.57E+01
38.22,6.010437,5.18,1.32E+01,3.03E+00,2.76E+01
4.97,7.632935,4.37,1.55E+01,2.15E+00,1.05E+01
34.65,47.72882,12.51,6.58E+00,4.01E+00,1.16E+01
33.63,13.01013,6.57,1.68E+01,4.17E+00,2.58E+01
4.21,4.410461,4.88,2.27E+01,2.99E+00,9.83E+00
4.66,4.191833,6.32,1.23E+01,4.90E+00,1.33E+01
37.34,4.784851,5.63,7.25E+00,3.68E+00,9.95E+00
11.82,13.07166,4.40,1.01E+01,2.78E+00,4.79E+00
2.94,33.5304,14.32,1.04E+01,7.14E+00,6.26E+00
0.27,5.409119,1.57,3.08E+01,2.92E+00,7.57E+00
7.63,4.67627,9.56,6.16E+01,3.21E+00,1.32E+01
2.54,21.87677,2.90,1.03E+01,3.86E+01,2.91E+00
6.49,11.30707,7.59,1.27E+01,2.59E+00,2.81E+01
22.32,7.36145,22.37,1.01E+01,1.76E+01,1.93E+01
19.04,10.18292,12.46,1.51E+01,2.60E+01,8.77E+00
4.21,7.551208,2.32,7.85E+00,5.75E+00,6.65E+00
27.73,6.371948,1.78,3.76E+00,4.32E+00,9.24E+00
2.75,3.154846,11.00,3.69E+01,4.17E+01,1.35E+01
-0.75,10.11542,7.30,9.75E+00,-4.63E-01,1.01E+01
2.02,6.979919,10.06,1.42E+01,2.72E+00,2.41E+01
2.31,21.34015,4.74,7.13E+00,5.56E+01,1.11E+01
3.64,6.980835,10.70,1.81E+01,9.40E+00,1.45E+01
3.86,8.981384,4.62,7.61E+01,6.13E+00,8.20E+00
11.61,7.980103,31.21,1.01E+01,7.86E+00,1.11E+02
20.39,11.1629,4.57,1.30E+01,6.54E+00,7.59E+00
4.10,19.69141,1.90,7.19E+00,1.26E+01,6.30E+00
4.93,9.195557,9.84,1.79E+01,1.15E+01,7.11E+00
3.19,1.804871,19.49,2.74E+01,1.48E+01,5.61E+00
3.29,22.63647,26.47,1.46E+01,1.02E+01,5.80E+00
4.26,4.562134,5.43,2.58E+01,1.45E+01,8.49E+00
62.87,20.93036,12.75,1.95E+01,2.00E+01,5.50E+00
16.90,15.3075,6.33,6.20E+00,1.31E+00,3.35E+00
2.98,17.79474,2.18,4.67E+00,3.65E+00,2.63E+01
19.52,4.13916,-0.60,3.88E+01,3.74E-01,1.08E+01
5.55,10.82727,6.07,2.47E+01,4.21E+01,8.80E+00
6.07,8.529663,7.69,1.38E+01,5.79E+00,4.65E+00
-1.36,1.548218,3.90,1.08E+01,4.17E+00,4.52E+01
0.78,24.2912,14.65,1.33E+01,2.05E+00,9.98E+00
3.74,6.290649,14.08,6.50E+00,1.30E+00,1.00E+01
10.56,3.47937,10.06,4.78E+00,4.74E+01,1.36E+01
15.66,8.965698,1.19,1.85E+01,2.03E+01,8.56E+00
1.04,21.09631,18.09,2.46E+01,8.86E+00,1.14E+01
0.40,9.473389,3.76,4.46E+00,3.22E+00,5.46E+00
-1.76,2.651184,3.85,1.20E+01,8.36E+00,1.03E+01
13.34,1.079285,3.52,7.60E+01,1.88E+00,2.24E+01
7.50,12.68146,13.60,1.18E+01,1.11E+01,1.16E+01
9.91,10.17493,5.68,7.27E+00,2.44E+01,1.72E+01
7.01,4.7854,44.30,7.16E+00,4.72E+00,1.12E+01
13.10,8.338501,6.57,4.97E+01,5.07E+00,1.11E+01
13.59,2.656006,10.01,9.74E+00,4.44E+00,2.41E+01
12.22,8.505981,14.61,7.98E+00,4.35E+00,1.28E+01
7.43,12.36163,4.62,7.45E+00,1.22E+00,5.44E+01
1.94,18.62738,3.85,2.01E+01,1.74E+01,3.57E+01
6.35,7.873169,7.31,8.46E+01,4.28E+00,1.50E+01
15.84,2.468628,5.59,9.39E+00,3.01E+00,1.22E+01
8.43,13.17639,7.26,5.85E+00,2.38E+00,1.40E+01
54.35,1.2547,6.90,2.28E+01,6.33E+00,5.41E+01
15.99,8.352417,5.49,1.35E+01,1.41E+00,2.24E+01
29.32,7.382446,2.17,1.05E+02,-1.87E-02,1.25E+01
11.03,72.32343,4.24,1.27E+01,-4.62E-01,1.38E+01
11.36,4.509155,2.91,2.09E+01,-1.05E+00,1.28E+01
4.86,5.31012,36.20,9.96E+00,1.01E+00,4.40E+01
43.12,4.852661,4.92,3.65E+01,1.54E+00,1.91E+01
-0.95,0.9592285,0.57,1.98E+01,6.18E+00,3.65E+01
26.46,5.926514,6.78,6.67E+00,2.96E+00,1.45E+01
38.57,19.78455,9.31,1.57E+01,6.09E+00,1.71E+01
20.80,18.73328,4.14,1.59E+01,1.09E+01,2.17E+01
7.40,7.85968,2.78,2.96E+01,2.14E-01,3.15E+01
21.88,21.2478,5.77,1.11E+01,7.35E+00,1.96E+01
25.43,11.74554,3.91,8.55E+00,1.11E+00,3.00E+01
0.91,11.03137,5.11,6.37E+01,3.75E+00,1.54E+01
7.63,7.844116,10.68,2.70E+01,2.32E+00,1.83E+01
3.49,18.87317,3.24,2.40E+01,1.23E+01,1.15E+01
3.31,4.479492,3.52,4.13E+00,1.69E+01,1.32E+01
30.03,10.76263,5.91,2.83E+01,4.35E+00,1.53E+01
2.71,7.584351,2.09,5.50E+00,1.80E+01,1.28E+01
15.26,66.3949,4.43,3.40E+00,2.24E+01,1.69E+01
36.36,24.14789,30.85,2.30E+01,4.21E+00,1.56E+01
6.68,8.930908,27.49,5.22E+00,4.14E+01,3.64E+01
4.56,15.15881,3.84,5.53E+00,1.19E+00,1.08E+01
2.79,33.79535,3.59,2.31E+01,1.04E+01,2.22E+01
2.17,5.768066,4.65,8.42E+00,3.42E+00,1.42E+01
-0.95,22.19391,8.66,3.79E+00,4.03E+00,1.50E+01
8.40,15.68787,1.88,4.71E+00,2.18E+00,1.35E+01
25.04,36.93274,34.47,8.23E+00,1.51E+00,1.72E+01
27.01,27.31055,5.69,3.34E+00,2.14E+01,2.37E+01
5.74,16.08514,27.52,5.95E+00,5.84E+00,1.49E+01
19.38,31.60547,6.73,4.18E+00,6.84E+00,1.34E+01
7.62,10.92621,2.00,1.82E+01,2.37E+00,1.42E+01
14.43,6.157349,3.49,1.02E+01,1.98E+00,1.11E+01
4.24,4.021484,5.15,8.02E+00,3.60E-01,6.77E+01
-1.25,4.616516,10.79,2.14E+01,-1.02E+00,1.65E+01
12.80,4.192078,15.03,4.24E+01,1.99E+01,3.31E+01
5.48,0.1312256,5.49,9.30E+00,1.38E+00,3.44E+01
5.21,66.03027,4.26,4.16E+01,1.91E+00,2.63E+01
1.15,8.924805,11.54,2.49E+01,4.66E+00,1.47E+01
3.57,30.13556,6.61,4.22E+00,4.29E-01,3.14E+01
1.00,1.664795,9.94,1.60E+01,-5.00E+00,3.35E+01
0.52,5.118225,10.98,4.90E+00,4.05E+00,4.94E+01
9.01,0.5196533,2.92,2.60E+00,6.00E+00,1.73E+01
2.76,4.061646,4.90,1.37E+01,3.64E+00,1.91E+01
35.35,30.05078,2.81,4.83E+00,2.53E+01,1.93E+01
15.10,61.22559,4.48,5.99E+01,-7.24E-01,1.40E+01
8.73,9.347595,2.09,4.75E+01,1.82E+00,1.80E+01
5.32,19.13013,0.55,2.98E+01,2.26E+00,1.29E+01
6.29,16.78845,4.02,1.93E+01,7.37E+00,2.30E+01
3.92,22.15497,10.75,1.68E+01,-3.93E-01,2.09E+01
2.02,5.531799,10.19,6.68E+00,3.98E+00,3.02E+01
2.27,3.061584,18.97,3.49E+00,5.20E+00,1.47E+01
0.93,4.900208,5.68,3.87E+01,3.56E+00,2.14E+01
18.95,9.284241,24.02,4.55E+01,3.58E-01,1.77E+01
5.44,41.13843,4.55,2.62E+01,7.74E+00,1.55E+01
4.67,60.25378,5.56,5.11E+00,4.09E+00,1.55E+01
10.80,25.41394,7.82,7.22E+00,7.26E+00,2.76E+01
8.68,6.5177,10.33,2.48E+01,2.90E+00,1.45E+01
17.28,12.86578,17.84,7.76E+00,2.45E+00,1.51E+01
22.03,60.02057,5.08,4.41E+01,-1.16E+00,1.19E+01
31.96,2.345764,22.29,9.40E+00,3.39E+00,2.99E+01
8.19,19.91193,26.88,1.22E+01,1.41E+01,3.07E+01
7.73,20.72107,34.66,6.28E+00,8.03E+01,1.36E+01
4.09,8.542175,34.23,5.29E+00,1.09E+01,1.51E+01
29.35,4.457092,8.47,1.06E+01,1.82E+00,1.59E+01
5.33,4.976379,14.02,1.62E+02,1.24E+00,2.10E+01
7.86,1.935547,5.18,6.36E+00,2.99E+00,1.35E+01
1.57,21.49982,3.11,1.37E+01,3.43E+00,1.36E+01
2.78,34.29907,44.78,2.33E+01,1.05E+01,2.82E+01
7.30,8.012573,6.62,2.10E+01,6.20E+00,1.30E+01
1.73,21.94781,17.38,4.02E+00,1.13E+01,1.21E+01
16.19,23.84344,4.12,5.43E+00,3.31E+00,1.54E+01
2.60,9.991455,4.95,4.37E+01,4.91E+00,1.10E+01
16.57,5.220276,15.50,2.49E+00,3.43E+00,2.50E+01
41.56,5.986633,6.49,4.61E+01,1.09E+01,2.35E+01
15.11,9.175842,4.28,4.54E+00,2.07E+00,1.31E+01
5.53,14.7478,6.86,7.56E+00,8.59E+00,4.75E+01
8.98,22.83319,2.71,2.77E+00,5.91E+00,1.87E+01
13.49,28.56702,9.36,3.72E+01,-4.76E-01,1.83E+01
1.06,7.534424,16.75,1.45E+01,2.05E+01,3.35E+01
0.90,7.137024,21.90,5.12E+01,2.93E+01,1.17E+01
13.69,13.0014,8.57,8.12E+00,1.98E+00,1.26E+01
5.95,10.09192,6.06,2.53E+01,4.61E+00,1.10E+01
2.77,2.175049,17.14,1.73E+01,2.11E+00,1.02E+01
0.52,6.755005,5.30,1.79E+01,3.04E+00,7.77E+00
-0.24,8.98468,1.91,1.41E+01,2.28E+01,9.17E+00
7.23,9.641907,15.94,6.11E+01,3.44E+01,1.73E+01
12.71,3.682922,26.40,1.01E+01,3.66E+00,9.48E+00
4.72,11.86871,47.17,5.24E+00,3.52E+01,6.22E+00
42.15,10.99103,3.51,1.28E+01,2.86E+01,2.45E+01
8.47,6.85022,5.18,2.09E+01,3.98E+00,8.38E+00
1.11,5.944214,6.93,4.37E+00,6.44E-01,6.18E+00
0.99,3.37854,3.48,7.68E+00,3.25E+00,8.45E+00
6.07,32.4129,1.42,5.85E+00,8.85E-01,5.45E+01
8.42,9.295105,3.05,5.88E+01,5.31E+00,1.83E+01
17.79,22.94739,3.66,3.62E+01,4.23E+00,1.91E+01
12.52,5.571899,15.25,9.28E+00,3.22E+00,1.20E+01
1.91,11.6167,4.82,4.28E+01,1.90E+01,1.66E+01
7.93,13.73242,24.22,1.06E+01,6.15E+00,2.55E+01
46.57,19.62036,3.34,9.71E+00,1.18E+01,3.61E+01
9.72,29.18988,2.37,1.17E+01,2.19E+01,1.62E+01
13.58,31.01465,4.32,4.43E+01,2.72E+00,3.76E+01
12.63,17.40369,13.60,1.46E+01,1.77E+00,3.88E+01
2.74,-1.110779,4.71,3.73E+01,2.38E+01,6.46E+01
5.14,6.944885,3.35,1.39E+01,1.90E+01,3.49E+01
-2.91,19.94086,4.28,8.88E+00,2.72E+00,2.50E+01
4.92,40.15442,3.31,5.31E+01,2.46E+01,9.72E+00
-5.20,26.96661,11.46,1.03E+01,4.16E+01,3.33E+00
-4.04,13.64899,19.37,2.27E+01,2.65E+01,1.87E+01
-4.20,2.592957,8.20,6.45E+01,4.51E+00,1.03E+01
9.17,31.81232,7.03,7.52E+00,9.84E+00,8.70E+00
-6.47,4.752686,15.42,2.93E+00,1.40E+00,5.30E+00
-2.14,8.800049,1.78,4.03E+00,4.41E+01,6.60E+00
-6.94,57.14441,3.46,4.51E+00,5.69E+00,9.56E+00
-4.46,10.66064,10.84,2.99E+01,1.50E+01,9.33E+00
16.77,16.88617,95.09,1.42E+01,9.27E+00,1.03E+01
-10.25,11.15271,13.53,9.05E+00,7.35E+00,1.90E+01
-12.80,14.41229,22.79,1.27E+01,1.57E+00,7.91E+00
3.08,9.885376,77.66,3.29E+01,2.66E+01,2.12E+01
6.57,15.76428,140.35,5.82E+00,4.46E+00,1.81E+01
-5.79,6.496338,181.85,1.07E+01,-1.30E+00,1.67E+01
-7.30,9.35675,43.70,6.15E+00,7.33E+00,6.44E+00
5.89,4.040283,21.81,1.02E+01,8.10E+00,9.72E+00
-2.40,6.272339,12.07,1.39E+01,1.21E+01,9.75E+00
14.97,2.540955,4.97,3.81E+00,-7.64E-01,3.63E+01
29.01,23.01746,25.62,7.51E+00,2.18E+00,1.11E+01
-7.69,5.543701,25.12,1.11E+01,5.08E+01,3.66E+01
10.00,2.386597,9.92,6.27E+00,8.61E+00,5.67E+01
8.47,5.125,10.86,5.09E+00,8.34E-01,1.61E+01
-13.28,10.4353,8.43,1.01E+01,1.11E+00,4.38E+01
-7.36,23.88885,13.14,6.87E+00,5.18E+00,1.46E+01
51.74,4.644165,93.52,6.45E+00,7.92E+00,8.41E+01
89.11,18.66565,7.33,4.78E+01,9.19E+00,2.16E+01
26.13,49.25366,37.29,2.11E+00,2.32E+00,5.16E+00
25.27,10.86713,13.56,7.46E+00,1.26E+00,1.04E+01
12.44,9.872559,8.33,1.83E+01,1.48E+00,1.06E+01
2.20,1.984436,18.20,2.17E+01,3.11E+00,1.56E+01
-0.94,30.83801,27.41,7.06E+00,2.15E+01,5.49E+00
-5.42,9.135742,11.37,4.90E+00,7.58E+00,2.14E+01
-15.20,3.172791,13.88,5.26E+01,1.61E+01,1.06E+01
12.18,2.26001,7.34,4.69E+01,4.17E+00,3.17E+01
-3.36,1.206848,7.04,6.66E+00,2.05E+01,1.39E+01
-6.22,5.749451,53.55,4.43E+00,8.36E+00,1.33E+01
-11.31,1.504761,45.70,4.83E+01,6.28E+00,5.71E+00
-8.76,13.3573,7.96,8.71E+00,2.37E+00,1.00E+01
5.90,2.67157,20.84,1.75E+01,2.12E+00,1.25E+01
5.27,4.619507,11.83,8.79E+00,8.10E+00,6.81E+01
-5.70,4.545471,38.12,6.78E+00,3.61E+01,1.17E+01
-1.12,5.074829,15.67,3.37E+00,7.53E+00,1.00E+01
,16.40979,49.20,,3.96E+01,
,6.700867,4.85,,1.95E+01,
,3.033264,7.40,,3.94E+00,
,5.350891,6.65,,7.86E+00,
,4.243958,10.38,,7.39E+00,
,12.75867,9.01,,1.08E+01,
,3.763794,8.75,,1.13E+01,
,8.558228,11.59,,3.69E+01,
,9.289062,9.90,,2.65E+00,
,7.415649,8.03,,4.11E+01,
,25.02051,9.30,,1.73E+01,
,26.67523,9.15,,7.70E+00,
,7.469116,7.41,,7.81E+00,
,25.16583,6.00,,5.01E+00,
,25.93994,24.48,,4.88E+00,
,21.77185,13.58,,1.16E+01,
,16.83276,24.01,,3.26E+01,
,8.533142,7.83,,5.53E+01,
,8.526733,6.25,,1.25E+01,
,3.935303,9.06,,3.86E+01,
,56.83875,18.55,,1.33E+01,
,43.79889,8.66,,3.43E+00,
,5.906677,78.87,,1.62E+01,
,10.35901,17.28,,9.24E+00,
,57.42657,8.35,,7.46E+00,
,4.249451,23.39,,2.09E+01,
,3.745178,13.52,,2.86E+01,
,2.232666,13.15,,1.12E+00,
,8.762573,5.52,,7.71E+00,
,0.8634033,22.06,,7.59E+00,
,18.16327,6.85,,2.26E+01,
,36.23499,13.33,,1.06E+01,
,20.46881,31.14,,1.40E+01,
,12.37646,14.37,,1.29E+01,
,10.27979,7.32,,6.49E+00,
,25.25793,8.94,,1.12E+02,
,2.542786,15.77,,3.22E+01,
,4.968628,6.85,,7.34E+00,
,12.81628,25.66,,6.22E+00,
,3.757385,18.75,,3.20E+01,
,26.53351,21.21,,6.32E+00,
,12.97656,8.87,,4.84E+00,
,2.732056,8.10,,1.44E+01,
,2.990051,10.78,,1.29E+00,
,4.983521,5.07,,1.43E+01,
,23.04846,8.99,,1.68E+01,
,10.73169,6.08,,5.15E+01,
,8.655396,6.98,,3.88E+01,
,7.38739,15.10,,3.96E+00,
,8.69989,5.82,,6.21E+00,
,27.48071,9.45,,1.45E+01,
,18.69879,11.76,,5.96E+00,
,30.46118,5.91,,1.12E+01,
,24.83234,9.29,,9.42E+00,
,24.04266,11.42,,4.29E+00,
,17.76221,13.20,,1.01E+01,
,4.921387,11.17,,1.92E+01,
,8.728577,50.87,,4.34E+00,
,9.397095,5.69,,5.70E+00,
,30.78302,13.16,,1.22E+01,
,75.39624,6.58,,5.28E+01,
,10.17896,8.70,,3.30E+00,
,12.63354,,,,
,4.04071,,,,
,2.567444,,,,
,2.379028,,,,
,3.492126,,,,
,-0.3060303,,,,
,3.631958,,,,
,40.99475,,,,
,-0.7018433,,,,
,0.993103,,,,
,3.104187,,,,
,-0.3807373,,,,
,3.393799,,,,
,11.27106,,,,
,61.56036,,,,
,2.203918,,,,
,5.339294,,,,
,6.283081,,,,
,3.877563,,,,
,2.434875,,,,
,28.21252,,,,
,9.345215,,,,
,8.016052,,,,
,7.345032,,,,
,4.050476,,,,
,11.02563,,,,
,25.50641,,,,
,5.847412,,,,
,5.579773,,,,
,24.91217,,,,
,11.19543,,,,
,12.90662,,,,
,49.68994,,,,
,11.87811,,,,
,32.82068,,,,
,12.28583,,,,
,6.452454,,,,
,4.720337,,,,
,5.374207,,,,
,15.88922,,,,
,3.803345,,,,
,6.564087,,,,
,13.48199,,,,
,5.572937,,,,
,6.306946,,,,
,7.470398,,,,
,95.06226,,,,
,5.023254,,,,
,16.71204,,,,
,27.85345,,,,
,3.951416,,,,
,5.543457,,,,
,6.230469,,,,
,13.45886,,,,
,6.671753,,,,
,8.71814,,,,
,113.3375,,,,
,46.25574,,,,
,49.58142,,,,
,13.56665,,,,
,16.63831,,,,
,6.320129,,,,
,45.33118,,,,
,6.745178,,,,
,12.98236,,,,
,3.997498,,,,
,18.88257,,,,
,8.042603,,,,
,3.374512,,,,
,17.34125,,,,
,12.50171,,,,
,16.27002,,,,
,11.38605,,,,
,4.429016,,,,
,12.97662,,,,
,9.271545,,,,
,51.66022,,,,
,13.09021,,,,
,10.12109,,,,
,8.291565,,,,
,15.99548,,,,
,6.705872,,,,
,8.036682,,,,
,40.27661,,,,
,16.51385,,,,
,49.45654,,,,
,182.0034,,,,
,24.65222,,,,
,16.96057,,,,
,7.726746,,,,
,7.580933,,,,
,12.60736,,,,
,5.596252,,,,
,8.367249,,,,
,9.760254,,,,
,10.67737,,,,
,2.459106,,,,
,8.906006,,,,
,62.13562,,,,
,6.421875,,,,
,15.79877,,,,
,4.377808,,,,
,29.53674,,,,
,5.864441,,,,
,18.45599,,,,
,13.65894,,,,
,9.13916,,,,
,91.04944,,,,
,0.5408936,,,,
,12.54688,,,,
,3.017517,,,,
,3.998779,,,,
,2.554626,,,,
,6.591309,,,,
,7.178772,,,,
,7.481079,,,,
,7.131287,,,,
,11.33374,,,,
,9.095398,,,,
,10.27509,,,,
,27.08026,,,,
,39.05811,,,,
,2.869568,,,,
,13.60065,,,,
,12.07196,,,,
,10.66492,,,,
,6.57196,,,,
,3.513733,,,,
,15.92664,,,,
,7.766541,,,,
,3.327393,,,,
,1.527649,,,,
,5.025757,,,,
,31.25641,,,,
,36.48419,,,,
,7.410278,,,,
,24.26349,,,,
,15.65192,,,,
,2.177307,,,,
,5.143311,,,,
,9.937134,,,,
,0.05865479,,,,
,23.71588,,,,
,2.205444,,,,
,26.8327,,,,
,14.19122,,,,
,5.929993,,,,
,1.00769,,,,
,0.8411255,,,,
,5.295288,,,,
,9.405579,,,,
,1.739807,,,,
,7.584412,,,,
,6.961426,,,,
,17.15137,,,,
,33.74945,,,,
,4.680725,,,,
,4.54364,,,,
,11.95972,,,,
,5.384766,,,,
,3.150269,,,,
,2.579224,,,,
,37.82672,,,,
,12.00171,,,,
,1.65686,,,,
,12.81738,,,,
,13.34485,,,,
,14.16388,,,,
,11.46198,,,,
,9.265137,,,,
,17.99475,,,,
,17.10797,,,,
,6.564758,,,,
,9.280579,,,,
,13.94244,,,,
,4.989441,,,,
,10.2019,,,,
,5.446899,,,,
,12.92004,,,,
,2.025635,,,,
,3.274658,,,,
,6.283875,,,,
,1.396667,,,,
,5.143921,,,,
,22.12231,,,,
,50.10052,,,,
,4.644592,,,,
,4.733215,,,,
,1.068176,,,,
,17.74042,,,,
,32.68353,,,,
,6.293701,,,,
,25.93262,,,,
,4.149048,,,,
,2.547485,,,,
,2.085815,,,,
,41.74768,,,,
,37.93463,,,,
,4.691284,,,,
,5.776978,,,,
,24.60358,,,,
,2.36145,,,,
,3.32605,,,,
,10.56683,,,,
,9.083923,,,,
,11.58313,,,,
,20.47192,,,,
,9.244934,,,,
,22.41699,,,,
,12.83685,,,,
,21.31537,,,,
,25.43066,,,,
,8.418457,,,,
,-0.3682861,,,,
,15.36566,,,,
,14.87427,,,,
,24.29004,,,,
,3.367859,,,,
,19.30695,,,,
,25.28314,,,,
,8.754272,,,,
,30.17059,,,,
,2.514526,,,,
,14.03516,,,,
,14.2406,,,,
,13.34918,,,,
,15.12256,,,,
,78.27551,,,,
,26.23425,,,,
,8.793335,,,,
,14.89606,,,,
,12.07013,,,,
,0.9590454,,,,
,3.366333,,,,
