11:00,11:35,12:15,12:50,1:25,2:00
9.99,37.84,7.00,1.69E+01,1.79E+01,1.42E+00
1.12,23.46,5.49,1.53E+01,1.10E+01,-8.59E+00
4.11,2.31,2.10,9.59E+00,1.93E+01,-9.44E+00
4.70,44.09,13.58,1.14E+01,1.48E+01,7.41E+00
19.21,14.64,2.48,1.78E+00,5.26E+00,1.06E+01
40.58,8.63,34.99,7.94E+00,1.61E+00,-5.45E+00
12.57,21.60,2.22,5.79E+00,3.50E+01,-3.10E+00
-0.63,14.93,5.08,8.09E+00,2.75E+01,4.59E-01
25.68,24.34,1.55,1.24E+01,3.52E+00,6.33E+01
82.18,22.44,-0.32,8.78E+00,2.91E+01,-7.16E+00
0.64,28.10,5.55,1.44E+01,2.56E+01,-1.05E+01
4.39,54.36,-0.01,7.40E+00,1.23E+01,1.11E+01
9.65,23.12,-1.55,2.80E+00,8.45E+00,6.96E+00
4.36,3.62,-0.16,5.99E+00,7.84E+00,1.01E+01
-4.12,31.49,13.68,5.70E+00,4.29E+00,5.95E+01
10.67,17.59,2.10,1.45E+01,3.73E-01,-7.98E+00
10.80,8.19,12.05,1.84E+01,1.44E+00,1.46E+01
23.39,6.98,2.59,9.63E+00,5.13E+01,-7.69E-03
2.87,16.62,-3.22,3.90E+00,4.12E+01,-7.58E+00
3.81,101.87,2.20,8.38E+00,2.20E+01,-4.71E+00
6.10,39.11,4.55,6.61E+00,1.39E+01,3.74E+00
35.90,12.62,12.20,1.19E+01,1.60E+01,2.18E+00
-5.91,50.38,-6.08,4.67E+00,1.17E+01,-5.55E+00
0.14,15.60,22.64,7.61E+00,1.89E+01,-5.49E+00
37.58,29.40,5.63,1.68E+01,1.04E+01,-1.11E+01
5.04,16.42,2.49,1.40E+01,4.40E+01,5.61E-01
22.57,26.44,18.08,1.10E+01,1.63E+01,-4.23E+00
5.60,45.98,7.67,1.56E+01,7.57E+00,-1.23E+00
3.18,28.54,4.74,1.63E+01,9.95E+00,9.99E+00
1.38,20.42,5.83,8.66E+00,1.56E+01,-3.16E+00
-1.04,8.65,-2.44,1.35E+01,2.15E+01,1.58E+01
64.59,28.62,17.02,1.24E+01,1.59E+01,-2.37E+00
8.09,23.01,1.87,1.51E+01,1.16E+01,-2.43E+00
14.75,12.66,10.45,2.17E+01,1.12E+01,-2.20E+00
5.82,30.49,-1.52,4.85E+01,1.45E+01,1.20E+01
61.50,8.80,10.37,1.42E+01,3.10E+01,-3.80E+00
41.99,10.43,7.60,9.94E+00,1.41E+01,1.83E+01
7.60,16.96,18.76,7.49E+00,1.14E+01,-5.44E+00
22.54,54.93,55.99,7.03E+00,8.72E+00,2.03E+01
19.96,38.00,7.19,3.36E+00,9.28E+00,4.93E+00
-2.93,44.86,1.59,6.73E+01,1.38E+01,-4.76E+00
7.84,26.23,13.28,7.19E+00,1.38E+01,2.09E+00
-3.20,154.59,25.53,1.45E+01,2.26E+01,-4.07E+00
9.22,21.97,3.88,1.04E+01,1.81E+01,-9.13E+00
2.64,11.35,25.03,1.73E+00,5.08E+01,-2.57E+00
-4.38,-0.03,7.24,5.36E+00,1.21E+01,-1.36E+01
18.08,9.84,14.45,4.01E+00,1.56E+01,-8.03E+00
0.00,25.91,11.24,1.74E+00,1.09E+01,-7.84E+00
12.71,59.10,12.61,7.06E+00,1.22E+01,-5.70E+00
-1.54,56.05,2.19,3.86E+01,1.47E+01,-5.78E+00
-3.15,20.70,2.78,1.71E+01,2.02E+01,7.26E+00
-6.69,15.99,6.35,3.74E+01,1.52E+01,8.07E+00
-10.18,32.64,-2.98,7.24E+00,1.43E+01,8.41E+00
35.19,51.17,1.34,5.82E+00,1.75E+01,2.65E+01
10.94,68.16,4.49,9.96E+00,1.60E+01,4.77E+00
-9.11,16.29,0.19,8.53E+00,2.66E+01,1.40E+01
-9.42,13.63,12.65,8.75E+00,2.57E+01,-6.98E+00
-9.07,14.86,8.91,2.44E-01,1.69E+01,5.09E+00
-0.49,7.30,14.92,9.10E+00,8.88E+00,-3.91E+00
-1.24,16.84,9.71,1.24E+01,1.58E+01,3.73E+01
-1.19,17.19,-3.06,2.76E+00,1.08E+01,1.66E+00
-10.97,11.29,7.62,1.00E+01,8.11E+00,-5.30E+00
-10.39,6.01,0.09,8.21E-01,8.81E+00,-3.24E+00
-16.23,27.71,32.52,4.25E+00,1.65E+01,-8.80E+00
-11.00,17.28,2.61,3.82E+01,1.13E+01,-7.30E+00
25.30,14.35,-5.14,1.39E+01,2.15E+01,1.27E+01
-8.18,12.13,11.00,9.82E+00,1.30E+01,7.31E+00
6.92,13.06,11.83,1.25E+01,1.35E+01,5.43E+00
5.90,23.28,3.54,7.59E+00,3.60E+01,3.44E+00
31.48,21.56,4.73,1.53E+01,9.24E+00,5.95E+00
3.28,15.66,12.98,3.91E+01,1.52E+01,-4.00E-01
-8.61,7.71,27.74,1.66E+01,4.32E+01,-1.59E+00
-2.07,10.06,3.86,1.60E+01,1.53E+01,-1.16E+01
-1.30,12.20,-3.24,1.23E+01,1.15E+01,-3.18E+00
-12.56,28.19,3.94,8.72E+00,2.95E+01,-8.18E+00
-5.96,26.73,11.72,5.19E+01,1.18E+01,-3.87E+00
-10.28,15.67,2.67,1.66E+01,1.09E+01,-9.40E+00
0.76,4.15,4.16,1.48E+01,2.03E+01,-1.15E+01
-11.59,17.09,-1.20,6.59E+00,1.08E+01,-1.38E+01
-6.83,19.84,28.52,2.91E+01,2.57E+01,7.60E+01
-11.48,18.68,4.58,2.30E+01,6.88E+01,1.25E+00
1.59,23.96,5.94,9.76E+01,6.44E+01,-1.24E+01
-3.19,47.54,0.10,6.08E+00,1.69E+01,3.50E+00
8.72,65.02,24.72,1.23E+01,1.40E+01,3.22E+01
21.51,57.20,-1.20,3.53E+01,9.25E+00,-3.12E+00
4.20,30.53,10.26,3.34E+01,1.32E+01,-9.92E-01
16.84,13.06,9.45,7.17E+00,1.15E+01,-5.58E+00
-2.54,10.43,2.07,1.10E+01,1.06E+01,-3.90E+00
29.15,37.83,24.65,2.68E+01,2.83E+01,-4.73E+00
5.02,18.69,7.13,7.46E+00,1.23E+01,-4.87E+00
14.28,11.13,4.29,2.59E+01,1.35E+01,-9.21E+00
-6.20,39.30,12.10,3.26E+01,1.16E+01,-9.34E+00
19.29,20.85,2.42,1.27E+01,2.18E+01,-9.12E+00
22.53,4.07,5.17,2.85E+01,5.52E+00,-7.02E+00
17.15,12.42,4.68,1.41E+01,1.48E+01,-1.15E+01
17.58,12.77,-5.36,7.60E+00,9.48E+01,-7.55E+00
28.19,17.76,21.72,1.38E+01,1.40E+01,-4.09E+00
41.47,11.31,22.71,1.17E+01,9.95E+00,-2.46E+00
6.54,95.62,48.10,1.08E+01,7.79E+00,-7.65E+00
5.44,61.96,1.67,1.76E+01,5.56E+01,-1.85E+00
-5.65,24.87,1.74,9.85E+00,1.46E+01,-6.68E+00
23.27,30.00,3.32,2.52E+01,1.56E+01,-5.00E+00
3.01,24.61,3.15,5.76E+01,1.19E+01,-2.65E+01
26.37,24.32,4.55,1.07E+01,4.94E+01,5.41E+00
8.14,22.42,3.00,2.68E+01,2.20E+01,-5.00E+00
-2.45,18.71,0.88,7.89E+00,1.43E+01,-1.04E+01
2.73,25.40,29.97,2.15E+01,7.63E+00,-9.49E+00
6.17,26.70,-0.46,5.36E+00,1.28E+01,1.38E+02
-1.45,13.80,10.66,7.52E+00,1.52E+01,3.46E+01
3.25,23.62,5.03,1.37E+01,2.79E+01,6.68E+01
14.60,24.14,16.13,1.04E+01,1.62E+01,4.80E+02
15.31,38.43,4.31,1.15E+01,1.45E+01,5.47E+01
0.19,8.29,6.41,2.43E+01,1.39E+01,3.77E+01
11.37,46.64,2.18,4.50E+01,9.82E+00,4.78E+01
38.52,150.30,21.24,2.56E+01,1.25E+01,4.30E+01
13.28,24.82,4.24,6.33E+01,5.56E+01,1.71E+01
16.65,25.26,8.43,1.78E+01,2.32E+01,1.01E+01
27.12,15.09,4.14,5.65E+00,2.85E+01,1.60E+01
4.81,23.55,-1.19,3.02E+00,1.68E+01,1.06E+01
1.88,20.35,42.77,2.17E+01,5.66E+00,4.03E+00
11.29,47.73,16.30,8.06E+00,3.77E+00,8.33E+01
16.79,20.62,-5.14,1.37E+01,2.16E+01,1.95E+01
25.97,21.99,-2.18,1.13E+01,2.35E+01,-6.63E+00
4.68,31.56,2.72,5.64E+00,2.25E+01,9.45E+00
15.02,35.16,-1.99,1.13E+01,1.98E+01,-1.10E+00
2.64,63.43,0.11,1.81E+01,4.17E+01,5.25E+00
4.92,18.38,3.11,1.23E+01,2.02E+01,-3.45E+00
18.62,35.04,6.97,4.36E+01,2.06E+01,5.97E-02
75.32,21.40,2.05,2.70E+01,1.62E+01,-5.36E-01
14.96,25.75,12.05,2.07E+01,1.03E+01,-1.09E+01
13.76,4.51,30.23,2.07E+01,1.22E+01,-8.37E+00
7.58,29.60,21.71,5.23E+01,5.47E+01,5.35E+00
3.40,24.68,-3.66,1.46E+01,3.83E+01,-1.39E+00
12.05,12.69,-1.38,1.55E+01,4.58E+01,4.98E+00
14.19,22.80,5.06,3.22E+01,1.02E+01,1.72E+00
8.73,57.30,16.17,1.06E+01,2.10E+01,7.72E+00
21.39,24.01,26.64,1.44E+01,9.94E+00,-3.56E+00
36.15,25.58,6.92,1.73E+01,1.43E+01,-4.06E+00
124.15,12.95,-1.91,2.03E+01,2.00E+01,7.88E+01
5.77,35.04,-1.70,2.11E+01,1.79E+01,4.95E-01
5.85,30.73,2.84,3.93E+01,7.52E+00,3.76E+01
13.56,15.62,9.58,2.51E+01,1.67E+01,3.09E+02
13.91,17.68,3.95,1.83E+01,1.23E+01,3.00E+01
13.04,40.20,3.37,1.39E+01,3.59E+01,2.13E+01
22.98,27.21,8.86,1.85E+01,2.34E+01,4.10E+01
2.87,52.18,36.81,1.77E+01,1.19E+01,3.02E-01
4.52,21.66,-0.45,6.04E+00,1.39E+01,1.90E+00
27.00,32.46,64.17,2.52E+01,8.89E+00,-4.43E+00
5.76,41.74,1.62,4.45E+00,2.18E+01,1.62E+01
10.44,23.44,-3.77,4.53E+00,2.32E+01,9.98E+00
-0.79,25.46,28.56,1.07E+01,1.12E+01,5.87E+00
2.49,80.55,2.79,9.45E-01,2.23E+01,1.81E+01
1.81,18.75,0.91,3.97E+01,3.64E+01,7.18E+00
22.65,26.53,6.76,5.13E+00,1.27E+01,2.33E+01
15.13,44.85,2.84,1.61E+01,2.29E+01,2.98E+01
13.93,11.45,-3.17,1.99E+01,1.77E+01,2.23E+01
24.02,27.36,16.69,2.39E+01,2.75E+01,3.30E+01
17.40,61.35,13.76,6.25E+00,1.58E+01,5.96E+01
3.71,22.65,1.69,7.32E+00,3.32E+01,2.42E+01
7.74,30.47,8.29,2.87E+01,2.11E+00,1.96E+01
18.81,17.35,27.18,1.82E+01,8.14E+00,2.46E+01
27.69,20.54,1.46,1.01E+01,1.15E+01,1.23E+01
-1.69,36.29,40.09,3.27E-01,9.57E+00,3.69E+01
36.85,44.69,13.02,1.84E+00,1.43E+01,3.27E+01
21.81,33.91,5.08,6.68E+00,1.55E+01,1.18E+01
4.44,17.76,10.91,7.10E+00,1.32E+01,1.02E+01
13.57,69.48,3.69,1.47E+01,6.58E+00,2.76E+00
-7.16,33.77,3.72,1.19E+01,3.27E+01,4.21E+00
17.33,65.86,18.18,1.45E+01,2.45E+01,1.17E+01
23.69,61.49,4.95,5.10E+00,1.47E+01,2.95E+01
50.43,43.34,24.65,1.04E+01,9.35E+00,2.24E+01
17.04,18.76,-1.00,7.73E+00,1.37E+01,1.96E+01
-0.71,17.20,5.55,7.28E+00,6.63E+00,3.30E+01
22.79,35.01,1.49,9.32E+00,1.47E+01,1.68E+01
10.42,25.18,16.89,1.59E+01,3.48E+01,1.21E+01
23.01,25.94,17.58,1.03E+01,2.03E+01,3.81E+01
10.86,9.63,5.35,9.60E+00,8.19E+00,6.49E+00
22.04,21.06,19.85,1.05E+01,1.89E+01,2.12E+01
8.58,18.74,-0.08,1.21E+01,2.63E+01,7.02E+01
1.59,37.42,0.29,9.34E+00,1.83E+01,2.78E+01
1.64,19.89,9.51,4.67E+01,1.47E+01,6.01E+00
-1.05,41.27,3.89,4.92E+01,8.29E+00,1.31E+01
0.29,53.77,9.58,1.86E+01,1.74E+01,1.72E+01
8.87,29.89,7.08,2.03E+01,1.31E+01,5.75E+01
-0.72,41.45,4.88,3.13E+01,8.36E+00,4.90E+01
1.10,18.24,-0.22,1.24E+01,1.02E+01,9.38E+00
-0.91,16.43,8.70,1.46E+01,1.96E+01,6.74E+01
18.23,25.91,11.08,6.24E+01,1.22E+01,3.47E+01
-2.88,45.10,0.91,3.48E+01,1.55E+01,2.59E+01
-4.13,30.38,6.37,4.07E+01,2.16E+01,2.92E+01
-0.11,17.11,3.51,7.73E+01,1.35E+01,2.67E+01
19.69,36.77,10.46,1.76E+01,1.47E+01,8.35E+01
2.05,27.46,118.94,4.70E+01,4.36E+01,1.62E+01
2.73,56.50,0.54,1.27E+01,2.16E+01,1.56E+01
3.50,24.84,6.57,2.00E+01,1.33E+01,1.32E+01
2.25,27.35,-1.47,2.48E+01,1.43E+01,1.27E+01
3.39,14.40,13.85,1.98E+01,1.40E+01,1.75E+01
7.43,28.49,8.03,1.85E+01,2.90E+01,1.46E+01
-8.02,18.52,22.14,1.55E+01,2.56E+01,1.03E+01
0.54,15.39,6.91,2.21E+01,1.16E+01,1.26E+01
31.73,43.67,49.87,1.39E+01,1.94E+01,1.86E+01
1.21,94.38,11.82,1.73E+00,2.05E+01,1.19E+01
15.26,20.83,13.87,2.96E+00,1.32E+01,1.29E+01
7.25,39.45,8.96,9.67E+00,1.06E+01,4.03E+01
15.10,27.61,21.49,8.83E+00,1.89E+01,1.42E+01
12.96,31.99,15.03,1.25E+01,1.31E+01,2.65E+01
12.38,56.48,13.57,1.72E+01,1.61E+01,8.26E+00
37.62,20.74,3.61,2.03E+01,8.44E+00,7.24E+01
23.06,25.54,6.30,1.10E+01,1.38E+01,1.13E+01
9.62,59.57,14.05,1.04E+01,1.64E+01,7.33E+00
10.78,23.74,1.31,2.07E+01,1.46E+01,2.70E+01
7.45,21.66,3.35,3.39E+01,1.26E+01,1.94E+01
25.36,9.02,2.73,1.21E+01,2.41E+01,5.12E+01
9.18,42.05,7.37,1.88E+01,9.85E+00,2.50E+01
1.13,19.47,22.89,1.46E+01,1.32E+01,1.45E+01
5.06,8.88,1.32,1.75E+01,5.91E+00,4.07E+00
12.77,13.84,3.77,5.97E+00,2.00E+01,2.06E+01
-6.65,47.09,6.91,2.46E+01,8.34E+00,1.18E+01
13.08,21.63,9.18,5.53E+01,1.29E+01,1.75E+01
2.94,16.71,9.07,1.91E+01,8.40E+00,1.58E+01
16.14,30.98,26.99,7.26E+00,1.30E+01,1.27E+01
2.22,17.11,0.96,3.02E+01,2.43E+01,7.96E+00
14.96,28.72,16.64,1.56E+01,1.39E+01,5.03E+00
2.50,19.32,1.33,1.12E+01,1.50E+01,9.13E+00
-4.08,16.26,1.40,8.76E+00,1.37E+01,6.87E+00
3.25,17.06,16.86,1.75E+01,9.29E+00,9.29E-01
3.63,23.35,6.62,1.63E+01,6.28E+00,5.24E+00
-4.29,27.92,8.47,7.68E+00,2.28E+01,1.27E+01
2.35,52.20,6.66,6.50E+00,1.35E+01,1.30E+01
0.34,35.71,1.92,2.99E+01,2.53E+01,3.85E+01
-1.51,22.47,33.14,9.35E+01,3.28E+01,6.00E+00
2.40,7.46,14.21,2.16E+01,2.27E+01,5.86E+00
7.33,32.09,-4.67,1.21E+01,3.22E+01,2.32E+01
27.03,17.54,11.07,1.12E+01,1.68E+01,3.18E+01
-5.46,33.69,11.09,2.06E+01,1.42E+01,6.89E+00
-5.09,17.18,0.45,8.78E+00,3.01E+01,1.36E+01
-8.53,15.97,8.78,1.50E+01,8.17E+00,1.65E+01
3.41,10.06,4.27,2.30E+01,3.89E+01,1.34E+01
-8.05,11.29,9.96,1.04E+01,1.57E+01,1.06E+01
59.16,49.96,5.75,2.45E+01,1.85E+01,1.32E+01
16.64,30.74,7.07,4.75E+00,1.98E+01,1.03E+01
-18.34,47.77,3.96,6.44E+00,1.12E+01,2.06E+01
21.51,100.32,4.92,1.24E+01,1.18E+01,1.55E-01
-18.67,31.85,9.96,7.88E+00,1.08E+01,4.47E+00
-10.07,106.84,9.59,1.66E+01,1.37E+01,2.77E+01
-18.47,67.14,1.91,1.72E+01,1.89E+01,9.69E+00
-12.49,14.98,6.51,8.28E+00,1.64E+01,2.33E+01
9.15,28.02,5.05,1.88E+01,6.29E+01,1.02E+01
-11.65,17.19,9.26,2.18E+01,2.38E+01,3.65E+01
0.73,21.06,5.39,1.26E+01,4.16E+01,2.03E+01
-7.27,95.57,13.13,3.33E+01,1.99E+01,1.42E+01
-11.81,23.66,19.36,1.29E+01,1.11E+02,1.90E+01
-1.73,15.43,6.07,1.36E+00,1.66E+01,2.79E+01
7.14,20.08,64.09,3.12E+01,2.59E+01,2.17E+01
-15.34,19.80,71.96,2.19E+01,2.08E+01,2.97E+01
-3.53,13.98,5.74,1.62E+01,7.48E+00,2.79E+01
-8.45,71.51,-1.76,5.47E+00,2.74E+01,1.84E+01
-8.08,54.58,8.24,1.23E+01,2.42E+01,2.07E+01
-10.95,21.37,3.90,2.46E+01,1.87E+01,2.42E+01
-6.55,26.57,21.10,2.00E+01,4.23E+01,3.44E+01
28.29,11.27,5.55,7.34E+00,1.59E+01,3.12E+01
-8.24,16.08,14.68,1.10E+01,1.26E+01,1.49E+01
-14.92,19.05,4.16,1.05E+01,1.52E+01,2.53E+01
-11.17,22.19,17.80,1.41E+01,1.93E+01,1.89E+01
-14.07,79.66,4.79,1.34E+01,1.75E+01,9.25E+00
-9.81,52.76,15.00,9.58E+00,9.24E+00,4.94E+01
-3.34,14.79,8.47,3.24E+00,8.46E+00,2.08E+01
-18.43,27.45,40.98,1.78E+01,1.15E+01,1.73E+01
-5.03,35.61,-0.58,1.23E+01,2.61E+01,1.45E+01
-6.74,22.95,34.86,1.75E+01,1.97E+01,4.96E+01
-1.02,38.61,26.83,1.54E+01,4.42E+01,2.19E+01
-10.08,33.92,7.41,1.58E+01,1.04E+01,2.96E+01
-6.81,14.76,6.23,9.95E+00,1.34E+01,2.87E+01
-5.88,19.01,9.64,6.79E+01,1.57E+01,2.11E+01
2.21,19.70,44.43,1.60E+01,1.26E+01,2.06E+01
11.02,17.05,26.47,3.62E+01,3.37E+01,2.75E+01
-11.97,12.27,14.58,2.77E+01,1.19E+01,3.88E+01
-12.82,69.83,8.60,1.54E+01,1.74E+01,2.38E+01
12.04,65.60,4.50,1.10E+01,1.49E+01,2.15E+01
-4.10,22.47,5.65,2.67E+01,1.95E+01,1.79E+01
-6.78,23.76,0.69,3.44E+01,1.09E+01,1.11E+01
-11.51,22.27,28.58,8.31E+00,4.82E+01,2.07E+01
5.03,5.15,32.33,1.31E+01,3.75E+01,4.13E+01
-16.08,30.32,7.63,7.43E+00,2.71E+01,4.61E+01
-2.75,17.76,5.66,3.01E+01,1.92E+01,1.67E+01
-3.98,15.73,13.55,1.54E+01,2.00E+01,2.16E+01
-14.87,19.99,6.44,2.59E+01,1.16E+01,1.71E+01
46.17,29.52,18.26,1.18E+01,1.84E+01,2.09E+01
-13.74,19.52,6.65,2.10E+01,3.16E+01,2.41E+01
2.93,26.46,13.00,1.76E+01,3.35E+01,2.27E+01
-18.25,29.73,21.05,1.77E+01,2.25E+01,3.76E+01
6.08,14.06,45.63,7.68E+00,1.93E+01,2.57E+01
-10.52,19.50,9.51,6.57E+00,3.90E+01,2.25E+01
-9.40,38.21,34.67,1.01E+01,1.58E+01,4.82E+01
-9.57,21.68,9.15,2.39E+00,1.57E+01,2.60E+01
-0.10,23.12,6.07,2.15E+01,3.65E+01,1.31E+01
-4.18,38.85,7.58,1.74E+01,1.46E+01,3.83E+01
44.34,35.13,6.59,1.95E+01,1.53E+01,1.15E+01
82.10,19.09,5.51,1.65E+01,2.56E+01,1.95E+01
-11.03,45.68,6.42,1.50E+01,1.32E+01,1.68E+01
28.33,30.34,13.25,1.81E+01,2.78E+01,3.26E+01
14.56,62.99,10.34,1.75E+01,4.30E+01,2.89E+01
-11.36,16.04,11.61,3.08E+01,9.79E+00,3.69E+01
-8.95,116.65,2.07,7.60E+01,1.83E+01,1.28E+01
-13.42,47.69,12.51,2.79E+01,2.46E+01,2.27E+01
-10.85,15.89,1.12,7.66E+01,5.08E+01,2.55E+01
-17.85,21.71,19.60,5.86E+01,2.31E+01,5.66E+01
-7.11,32.94,38.43,1.72E+01,1.91E+01,3.27E+01
2.09,31.80,7.86,2.11E+01,3.26E+01,2.08E+01
2.03,33.96,6.80,6.28E+00,1.19E+01,2.21E+01
-13.54,38.25,12.28,1.91E+01,1.25E+01,4.49E+01
-12.23,31.98,13.74,1.85E+01,3.37E+01,2.38E+01
-11.02,37.23,13.50,9.29E+00,6.22E+01,1.73E+01
-0.88,23.90,12.10,3.18E+01,2.63E+01,2.11E+01
4.23,37.67,37.85,1.65E+01,1.62E+01,2.19E+01
-5.41,36.42,33.31,1.82E+01,4.29E+00,2.06E+01
-5.15,13.80,3.12,2.98E+01,1.87E+01,3.22E+01
0.73,23.09,17.05,7.45E+00,1.75E+01,1.79E+01
-0.69,45.40,44.70,2.99E+00,3.27E+01,1.29E+01
-7.67,10.80,2.93,1.01E+01,2.13E+01,1.90E+01
-13.10,34.33,9.02,1.82E+01,1.34E+01,4.70E+01
4.70,16.20,8.47,2.89E+01,2.84E+01,3.17E+01
-20.48,40.71,15.28,1.47E+01,2.12E+01,1.85E+01
-4.38,21.99,9.08,1.00E+01,4.68E+01,1.95E+01
47.21,30.85,12.33,1.71E+01,2.03E+01,2.78E+01
9.34,29.85,10.80,1.59E+01,2.82E+01,2.79E+01
-1.51,86.76,19.21,1.21E+01,1.46E+01,2.04E+01
-7.74,29.66,7.99,2.38E+01,2.80E+01,1.91E+01
20.87,24.57,97.63,1.75E+01,2.04E+01,2.12E+01
2.88,25.17,9.37,1.49E+01,1.41E+01,2.70E+01
26.48,57.87,22.51,3.36E+01,1.52E+01,1.65E+01
-14.06,14.17,17.27,1.01E+01,1.43E+01,3.26E+01
24.40,14.89,8.35,5.98E+01,1.28E+01,2.44E+01
7.67,23.53,3.14,2.34E+01,9.00E+00,2.71E+01
-4.87,27.29,15.64,1.80E+01,3.73E+01,1.98E+01
18.66,18.70,7.44,2.10E+01,1.53E+01,1.90E+01
0.55,17.85,10.25,1.26E+01,2.46E+01,2.11E+01
6.65,19.44,-3.08,2.68E+01,4.48E+01,1.66E+01
-14.67,16.13,11.23,3.29E+01,2.14E+01,2.38E+01
18.93,73.95,33.52,1.89E+01,1.76E+01,2.38E+01
54.80,39.71,71.39,2.03E+01,3.44E+01,1.92E+01
37.94,27.90,12.22,1.19E+01,1.04E+01,3.30E+01
15.16,35.18,9.95,8.43E+00,3.82E+01,2.88E+01
-1.55,27.16,19.34,1.51E+01,2.22E+01,1.76E+01
5.72,72.15,7.59,2.20E+01,1.41E+01,2.05E+01
8.51,60.26,11.36,4.38E+01,2.27E+01,7.25E+01
11.22,56.95,0.98,1.29E+01,1.85E+01,2.95E+01
-0.57,39.24,4.54,1.48E+01,2.31E+01,3.26E+01
-7.43,20.81,6.28,1.50E+01,2.66E+01,5.96E+01
-2.78,17.97,4.83,1.69E+01,2.41E+01,1.82E+01
-5.00,87.77,9.81,1.51E+01,1.45E+01,1.76E+01
172.13,45.21,4.89,3.20E+01,1.81E+01,1.44E+01
0.17,46.64,6.45,8.98E+01,1.32E+01,2.71E+01
-13.51,22.33,2.80,1.50E+01,1.35E+01,2.10E+01
0.32,63.16,22.22,1.63E+01,1.86E+01,2.82E+01
-5.18,37.31,9.68,1.56E+01,4.01E+01,3.11E+01
20.32,22.28,8.93,1.10E+01,2.08E+01,2.00E+01
2.78,20.06,5.59,1.12E+01,1.57E+01,1.48E+01
22.79,25.80,58.21,4.31E+01,1.34E+01,2.17E+01
5.27,40.04,20.60,1.29E+01,4.33E+01,2.16E+01
8.82,160.26,-4.76,5.32E+00,1.58E+01,3.41E+01
-1.12,29.46,5.63,3.12E+01,1.92E+01,1.77E+01
-1.61,17.76,1.17,2.00E+01,4.33E+00,1.96E+01
0.79,13.40,9.64,1.39E+01,6.79E+01,2.29E+01
11.00,11.77,8.23,4.31E+00,1.10E+01,2.37E+01
37.43,50.27,7.94,1.24E+01,1.63E+01,2.56E+01
4.85,34.95,2.86,3.51E+01,5.20E+01,1.32E+01
0.95,29.10,13.59,1.80E+01,2.72E+01,2.15E+01
37.60,16.78,6.90,7.03E+00,3.63E+01,3.30E+01
15.36,37.10,6.21,2.40E+01,1.78E+01,3.64E+01
10.10,30.57,4.11,1.20E+01,1.84E+01,2.84E+01
21.12,23.90,9.15,1.05E+01,2.29E+01,1.70E+01
26.70,31.39,12.32,1.19E+01,1.15E+01,1.66E+01
16.84,35.81,33.90,5.45E+00,2.25E+01,1.75E+01
-1.09,17.23,34.50,1.33E+01,7.64E+01,1.94E+01
11.46,24.59,1.41,1.18E+00,1.60E+01,1.09E+01
-5.25,21.48,4.61,1.74E+01,1.99E+01,1.64E+01
4.43,29.26,14.60,1.84E+01,2.13E+01,5.34E+01
27.08,16.90,25.97,1.37E+01,1.39E+01,1.73E+01
44.60,21.27,14.01,1.96E+01,1.47E+01,1.63E+01
4.66,28.96,3.92,2.33E+01,8.88E+00,2.48E+01
0.35,83.07,17.06,3.56E+01,1.59E+01,2.45E+01
3.44,13.45,4.15,6.22E+00,1.44E+01,2.59E+01
6.00,13.94,6.99,7.95E+00,1.64E+01,1.69E+01
