11:00,11:35,12:15,12:50,1:25,2:00
92.79,189.64,9.10,1.74E+00,1.82E+01,2.22E+01
-3.22,31.58,14.20,1.76E+01,2.57E+01,4.32E+01
6.18,26.77,59.95,1.22E+01,3.70E+01,4.72E+01
0.72,23.45,2.52,3.01E+01,4.09E+01,2.15E+01
8.69,12.46,6.01,1.35E+01,1.50E+01,6.43E+01
-2.20,34.34,3.66,1.49E+01,1.29E+01,2.11E+01
-7.66,28.88,16.85,3.32E+01,7.32E+00,1.88E+01
-9.54,28.83,20.67,8.79E+00,3.25E+01,1.87E+01
-2.77,37.45,31.22,1.15E+01,5.23E+00,3.38E+01
8.67,20.50,10.86,1.21E+01,1.63E+01,3.76E+01
13.25,29.91,0.45,1.43E+01,6.93E+00,2.29E+01
1.78,30.25,4.21,2.72E+01,1.33E+01,2.51E+01
18.57,22.74,-2.81,1.08E+01,1.81E+01,2.62E+01
-1.32,29.20,3.29,2.25E+01,1.12E+01,3.61E+01
-3.11,18.15,102.90,3.29E+01,1.13E+01,3.82E+01
4.13,40.37,11.76,1.30E+02,1.52E+01,2.62E+01
2.18,20.87,28.55,1.98E+01,7.22E+00,1.55E+01
-2.66,32.74,7.03,1.20E+01,9.48E+00,2.80E+01
-0.48,27.36,7.14,4.58E+01,1.78E+01,5.57E+01
-8.33,32.58,11.35,1.04E+01,1.01E+01,2.22E+01
18.39,23.19,2.22,1.24E+01,1.08E+01,2.24E+01
18.53,21.72,0.83,5.12E+01,1.45E+01,4.56E+01
18.41,60.61,16.49,5.41E+00,1.22E+01,3.66E+01
4.15,56.75,2.30,5.98E+00,1.42E+01,2.05E+01
8.65,18.96,24.33,1.99E+01,6.81E+01,1.57E+01
-3.38,16.39,12.41,8.94E+01,1.15E+01,4.80E+01
1.80,37.99,7.11,2.74E+01,6.24E+00,1.64E+01
9.93,27.67,3.72,1.30E+01,1.61E+01,1.82E+01
-7.90,28.20,8.68,6.37E+00,3.27E+01,1.66E+01
1.81,25.56,5.39,8.96E+00,1.52E+01,2.91E+01
12.12,25.83,22.69,4.38E+01,2.15E+01,3.83E+01
7.25,48.66,24.20,2.96E+00,2.77E+01,6.53E+01
3.91,41.32,8.53,1.75E+01,9.54E-01,1.20E+01
2.43,24.78,22.57,1.33E+01,1.42E+01,1.95E+01
14.32,51.73,11.13,1.15E+01,1.10E+01,3.01E+01
25.47,30.65,5.02,2.82E+00,1.02E+01,1.52E+01
0.17,21.88,6.69,1.41E+01,1.06E+01,7.56E+00
-5.62,43.84,11.31,1.61E+01,1.62E+01,1.78E+01
59.52,29.14,10.33,7.99E+01,1.53E+01,7.02E+01
16.74,22.71,8.63,5.63E+01,9.49E+00,1.14E+01
2.89,23.05,25.02,8.68E+01,1.06E+01,2.76E+01
1.80,11.21,9.15,8.91E+00,1.00E+01,2.10E+01
-11.76,18.00,38.33,9.13E+00,1.86E+01,1.33E+01
26.07,29.53,7.85,4.08E+00,1.16E+01,2.10E+01
26.84,79.10,-4.30,1.88E+01,9.31E+00,1.18E+01
3.42,30.52,2.64,3.89E-01,1.72E+01,2.46E+01
1.38,21.40,2.68,9.02E+00,1.89E+01,5.37E+01
18.81,18.93,3.24,3.43E+01,2.63E+01,1.78E+01
3.73,15.65,10.01,1.07E+01,8.06E+00,1.10E+02
61.55,17.07,31.34,2.14E+01,1.68E+01,4.06E+01
42.05,25.88,4.99,8.66E+01,1.03E+01,3.08E+01
2.68,52.91,19.19,1.09E+01,1.03E+01,5.26E+01
30.80,11.53,8.18,7.65E+00,1.26E+01,3.49E+01
4.32,27.50,26.58,3.96E+01,1.54E+01,2.99E+01
-3.48,29.53,1.69,3.49E+01,1.27E+01,3.54E+01
13.42,14.24,8.87,1.69E+01,1.88E+01,3.21E+01
-6.39,15.86,79.70,2.25E+01,2.50E+01,2.14E+01
6.79,13.49,9.31,2.29E+01,3.42E+01,1.75E+01
4.10,39.07,8.56,6.59E+01,1.37E+01,2.09E+01
16.20,46.82,8.36,6.55E+01,8.25E+00,2.34E+01
10.90,34.10,6.32,1.08E+01,7.22E+00,1.53E+01
-2.27,9.43,30.32,1.51E+01,1.98E+00,3.28E+01
3.70,14.34,20.36,5.65E+00,5.29E+00,1.60E+01
-13.90,10.40,10.91,2.52E+01,2.69E+00,1.91E+01
7.98,28.13,0.34,1.54E+01,1.35E+01,1.76E+01
3.22,17.88,51.73,1.75E+01,1.41E+01,2.27E+01
8.06,19.34,2.80,1.63E+01,7.59E+00,1.47E+01
7.88,6.06,6.06,2.87E+01,6.83E+00,2.40E+01
21.15,11.54,29.42,2.48E+01,2.12E+01,3.51E+01
14.81,17.30,17.90,1.32E+01,7.48E+00,1.83E+01
18.12,14.42,27.75,1.77E+01,1.10E+01,1.07E+01
6.00,25.14,4.04,2.76E+01,7.93E+01,1.54E+01
15.36,38.90,6.60,3.58E+01,2.68E+00,1.86E+01
3.39,27.96,14.02,2.14E+01,7.36E+00,1.39E+01
30.56,28.96,9.96,6.94E+00,2.15E+01,2.06E+01
9.79,16.82,31.01,6.57E+00,5.00E+00,2.57E+01
17.28,11.31,5.15,9.71E+00,2.53E+01,5.31E+01
14.26,21.34,13.70,8.08E+00,2.57E+00,5.10E+01
12.90,40.49,7.17,8.86E+00,6.09E+00,1.33E+01
1.67,46.04,39.20,2.01E+01,9.18E+00,6.36E+01
7.93,23.41,80.09,8.33E+00,8.52E+00,3.84E+01
-4.02,6.92,22.36,7.17E+00,1.27E+01,1.79E+01
22.87,13.76,62.30,3.95E+01,1.16E+01,1.85E+01
21.50,15.90,21.28,2.16E+01,1.35E+01,7.84E+01
19.84,40.29,7.43,-6.81E-01,6.04E+00,2.81E+01
52.27,8.67,14.33,1.16E+01,5.08E+00,1.28E+01
31.72,10.96,9.60,8.51E+00,5.43E+00,1.47E+01
10.86,10.12,12.08,5.87E+00,9.42E+00,7.02E+00
10.59,15.08,6.83,7.56E+00,5.15E+00,4.58E+01
0.35,26.34,15.15,3.97E+01,-2.57E+00,2.53E+01
7.10,27.51,27.19,1.15E+01,-1.25E+00,1.99E+01
1.24,16.03,8.80,6.39E+01,6.33E-01,1.67E+01
-4.31,23.52,7.92,1.89E+01,1.38E+00,2.60E+01
3.45,20.66,8.31,5.83E+00,1.10E+01,1.56E+01
3.95,18.06,8.32,1.82E+01,2.17E+00,1.35E+01
13.32,17.23,21.56,7.15E+00,1.79E+01,1.72E+01
2.52,19.93,2.54,3.17E+01,-3.11E+00,1.92E+01
9.61,33.36,43.85,1.74E+01,4.36E+01,1.22E+01
53.94,20.42,16.25,2.30E+01,3.11E+01,3.90E+01
30.90,7.00,9.66,4.83E+01,1.59E+01,4.36E+01
10.34,13.37,5.61,2.77E+01,2.69E+01,2.38E+01
0.29,107.57,13.27,3.44E+01,1.97E+01,2.98E+01
14.25,44.46,7.91,9.14E+00,1.09E+01,2.27E+01
13.93,25.31,25.67,4.91E+00,1.10E+00,4.16E+01
20.34,18.21,7.45,1.75E+01,1.03E+01,2.30E+01
8.30,36.68,45.72,1.14E+01,-2.48E-01,6.91E+01
18.21,18.48,7.97,1.61E+01,1.97E+00,6.84E+00
1.92,3.82,2.63,2.98E+01,9.62E+00,5.31E+00
8.62,13.06,31.70,4.67E+01,1.42E+01,1.08E+01
8.36,14.93,6.24,2.11E+00,1.80E+01,1.13E+01
3.40,3.10,8.24,8.93E+00,5.12E+00,1.28E+01
10.63,24.93,0.07,1.31E+01,9.74E-01,2.86E+00
9.47,16.39,41.90,1.17E+02,-8.71E-01,4.00E+01
14.71,22.55,11.40,2.48E+01,5.06E-01,4.88E+01
10.20,9.85,5.19,1.99E+01,5.55E+00,4.97E+00
26.76,17.87,11.60,1.84E+01,2.99E+01,2.09E+01
12.55,15.17,8.87,3.28E+01,4.59E+00,4.87E+00
18.29,53.88,15.55,6.64E+01,7.61E+00,-3.31E+00
20.98,15.25,30.28,3.69E+01,3.11E+00,-3.17E+00
3.06,10.30,19.99,8.96E+00,3.23E+00,-1.80E+00
3.50,27.81,4.12,9.28E+00,4.55E-01,2.02E+01
27.67,21.19,0.99,7.49E+00,4.04E+00,5.39E+00
18.14,19.43,9.31,9.02E+00,6.55E-01,1.08E+01
57.46,19.94,8.40,4.27E+01,4.90E+00,-2.32E+00
18.86,16.63,21.17,1.27E+01,7.04E+00,-2.77E+00
12.26,23.78,11.83,1.11E+01,7.49E+00,8.25E+00
6.85,26.92,18.28,2.22E+01,9.22E+00,5.08E+00
15.81,40.60,5.79,9.83E+00,1.38E+01,1.29E+01
37.19,19.19,4.94,2.47E+00,1.14E+00,5.24E+00
1.37,15.21,25.81,2.07E+01,1.33E+01,2.61E+01
29.94,26.16,6.52,1.46E+01,-9.88E-02,3.66E+01
7.17,25.18,5.15,8.64E+00,3.21E+01,-6.95E-01
-6.03,14.87,7.11,6.71E+00,6.24E+00,3.36E+00
16.52,30.95,12.30,9.35E+00,1.51E+00,9.51E-01
11.03,35.04,46.12,1.51E+01,1.13E+00,-2.16E+00
34.73,23.46,18.50,2.28E+01,-3.70E-02,2.81E+01
19.08,32.66,5.20,2.71E+01,9.01E+00,5.16E+01
6.44,24.81,4.06,9.53E+00,1.30E+00,3.70E+00
21.35,23.95,6.49,1.69E+01,1.02E+01,8.13E+00
19.48,26.77,8.15,1.17E+01,1.51E+01,1.94E+01
27.51,22.56,1.50,9.35E+00,-2.02E+00,1.03E+00
6.66,29.32,41.20,2.74E+01,8.95E+00,1.40E+01
2.28,15.27,10.73,7.79E+00,6.67E+01,3.27E+00
55.95,11.42,7.05,9.83E+00,6.26E+00,3.99E+00
27.11,32.86,1.88,6.88E+00,1.31E+01,-8.12E+00
10.65,20.31,5.82,1.94E+01,1.52E+01,-2.17E+00
5.38,33.58,5.46,3.30E+01,3.89E+01,2.54E+00
11.66,21.19,21.03,9.33E+00,1.16E+00,8.61E-01
51.14,23.19,2.67,1.46E+01,8.78E+00,4.71E+01
32.82,11.56,17.45,2.90E+01,9.58E+00,5.43E+00
8.31,24.83,9.97,1.65E+01,8.61E+00,2.81E+01
24.22,20.94,6.97,1.52E+01,3.75E+00,1.78E+00
28.82,41.19,56.23,1.22E+01,7.75E+00,7.40E+00
21.86,67.50,7.95,2.03E+01,2.34E+00,5.03E+00
10.85,31.34,1.87,2.64E+01,5.37E+01,1.51E+00
13.69,29.71,0.73,2.43E+01,8.03E+00,1.15E+01
12.53,20.39,7.15,3.23E+01,4.99E+00,-2.29E-01
17.37,37.81,-2.04,9.52E+00,2.53E+01,-4.57E+00
-10.44,24.39,42.84,2.65E+01,-9.36E-01,-3.50E+00
35.63,14.26,9.13,5.39E+00,2.14E+00,-6.68E-01
5.73,17.30,9.51,1.27E+01,1.54E+01,7.01E+00
7.74,10.30,12.53,7.16E+00,2.86E+01,3.38E+00
22.31,10.73,24.31,1.10E+01,1.00E+01,-8.81E-01
1.50,13.54,10.00,2.77E+01,1.37E+01,4.24E+00
-5.44,31.28,1.17,2.01E+01,5.28E+00,2.86E+01
6.51,17.59,15.83,1.13E+01,7.08E+00,-3.94E+00
-2.48,37.59,9.18,3.94E+00,1.32E+01,2.12E+01
1.86,26.58,9.86,1.55E+01,6.61E+00,6.91E+00
-5.51,54.21,11.23,4.24E+01,2.54E+01,5.49E+00
-13.89,35.36,17.64,2.68E+01,1.71E+01,1.87E+00
-5.25,31.26,11.06,2.65E+01,6.04E+00,-5.02E+00
2.96,23.86,14.39,1.18E+01,1.36E+01,-5.44E+00
3.33,17.88,7.03,1.32E+01,2.96E+00,2.54E+01
28.89,49.82,12.18,1.32E+01,5.97E+00,8.35E+00
0.16,12.60,1.41,2.53E+01,3.28E+00,1.40E+00
58.37,18.78,37.23,4.10E+00,4.80E+00,2.14E+01
-5.07,21.36,14.35,1.10E+01,5.01E+00,-2.08E+00
8.81,75.63,2.58,6.52E+00,5.75E-01,-4.23E+00
0.47,22.70,0.13,5.83E+00,8.04E+00,-6.17E+00
-6.46,20.16,14.02,7.03E+01,1.08E+01,1.07E+01
-7.40,51.87,6.39,-3.33E+00,3.93E+00,1.07E+01
-7.87,13.61,5.46,7.57E+00,5.25E+00,-2.88E-01
-7.45,21.31,29.51,1.94E+01,6.33E+01,-2.03E+00
8.69,57.06,11.45,2.99E+01,2.62E+01,4.42E+00
-3.44,40.75,1.87,7.71E+00,7.36E+00,1.38E+01
27.32,17.12,-1.37,1.52E+01,2.26E+01,-3.69E+00
1.72,18.93,21.92,1.88E+01,3.51E+00,8.21E-02
26.75,11.71,14.75,9.33E+00,7.53E-01,1.11E+01
4.74,22.85,3.08,7.09E+00,2.17E+01,-4.68E-01
-8.13,45.91,2.01,6.11E+01,1.30E+00,2.85E+01
5.08,25.23,15.03,1.29E+01,2.81E+00,2.22E+01
16.74,47.10,2.62,2.34E+01,9.07E+00,6.89E+00
0.51,39.79,19.02,1.58E+01,1.15E+01,5.16E+00
9.71,26.92,26.27,3.67E+00,-8.40E-01,1.04E+00
55.64,17.98,12.61,8.47E+00,7.68E+00,9.69E+00
6.63,14.59,-3.15,9.97E+00,4.72E+00,-3.61E+00
20.25,33.26,18.81,2.14E+01,2.13E+00,2.14E+00
-1.83,47.93,18.34,1.49E+01,3.85E+00,5.50E+00
14.28,34.18,2.99,1.91E+01,4.79E+01,-7.77E+00
6.62,22.12,7.69,2.49E+01,6.03E+00,2.75E+00
1.39,25.77,21.42,1.48E+01,3.20E+01,-4.64E+00
1.82,16.36,0.96,7.80E+01,8.59E+00,-1.80E+00
5.21,26.39,-1.78,1.56E+01,1.28E+01,-4.32E+00
-3.49,14.93,17.75,1.16E+01,3.86E+00,1.52E+01
-4.02,59.90,17.85,1.20E+01,-1.28E+00,4.43E+00
3.33,11.15,36.85,9.58E+00,1.76E+01,-3.14E+00
-2.90,104.21,38.29,2.12E+01,4.16E+00,-3.51E+00
10.49,38.30,40.47,1.95E+01,4.98E+00,-5.31E+00
-2.76,19.61,14.88,8.83E+00,-2.20E+00,1.81E+01
13.18,10.59,16.53,2.33E+00,1.18E+01,9.40E+00
-5.22,16.86,7.81,5.78E+01,7.97E-01,-6.63E+00
7.42,50.27,17.27,5.06E+00,4.79E+00,-2.01E+00
-3.93,14.64,44.76,5.80E+00,6.38E+00,3.53E-01
10.77,39.96,5.56,5.89E+00,6.95E+01,1.65E-01
5.32,45.83,0.52,1.16E+01,3.58E+00,3.98E+01
-2.98,7.55,24.32,1.95E+00,3.85E+01,2.32E+01
1.22,26.93,12.15,1.98E+01,1.81E+01,6.64E+00
16.78,22.40,18.28,2.42E+00,3.84E-01,3.97E+00
7.43,13.57,20.41,1.99E+01,6.86E+00,1.32E+00
7.33,18.35,4.31,9.45E+00,9.77E+00,3.99E+00
0.69,25.31,20.36,1.31E+01,9.63E+00,1.77E+01
2.27,32.57,-5.44,2.16E+01,1.05E+01,2.97E+01
-0.64,32.53,1.04,1.22E+01,2.71E+01,9.20E+00
28.84,24.43,8.95,1.90E+01,7.68E+00,1.45E+01
-1.70,19.73,-3.65,1.17E+01,1.43E+01,-1.75E+00
-8.27,20.99,8.50,2.46E+01,3.55E+00,2.26E+01
26.18,20.60,5.51,2.49E+01,-9.23E-01,-1.06E+00
22.29,24.85,10.35,1.84E+01,-1.48E+00,7.67E-01
10.81,25.14,15.99,2.97E+01,-2.01E+00,8.70E+00
-7.69,9.46,-0.67,3.00E+01,5.64E+00,1.77E+00
-1.92,50.44,10.71,5.91E+00,-4.59E-01,7.80E+00
13.55,23.03,46.04,8.50E+00,6.94E+00,5.56E+00
48.32,20.86,34.35,1.67E+01,3.83E+00,1.27E+01
5.24,21.75,17.31,3.90E+01,2.76E+01,-5.29E+00
-0.63,14.84,-3.55,1.38E+01,8.49E+00,9.27E-01
8.81,21.51,0.39,2.57E+01,6.86E+00,-2.27E+00
4.00,31.23,12.59,3.61E+01,1.14E+01,-6.35E+00
-1.54,25.03,1.55,2.17E+01,6.26E+00,-2.95E+00
0.62,41.59,1.31,2.32E+01,1.64E+01,-3.41E+00
-1.46,38.19,4.05,6.54E+01,7.69E+00,5.82E-01
8.86,45.65,39.08,1.10E+01,8.56E+00,-1.03E+00
10.35,15.28,7.78,7.69E+01,1.10E+01,4.65E+00
9.65,28.00,8.11,2.18E+01,9.96E+00,6.78E+00
12.47,15.58,-0.44,1.68E+01,8.90E+00,1.89E+01
59.24,19.18,-0.20,8.89E+00,3.78E+01,-3.00E+00
3.82,23.53,31.36,3.17E+01,1.41E+01,-6.08E-01
1.73,30.50,11.63,1.43E+01,7.42E+00,2.13E+01
18.94,22.47,5.97,1.35E+01,2.83E+01,1.09E+01
-5.93,26.78,3.33,6.21E+00,8.92E+00,-7.59E-01
10.39,36.19,8.08,1.01E+01,7.62E+00,-9.71E+00
-2.20,21.53,3.52,1.29E+01,9.82E-01,-2.37E+00
-3.84,16.03,2.41,1.30E+01,1.04E+01,1.02E+00
9.48,16.65,6.66,6.39E+00,1.42E+01,2.49E+01
22.51,19.71,19.27,2.49E+01,4.62E+00,2.51E+01
-1.48,60.18,12.54,-4.57E+00,4.23E+01,-4.03E+00
3.61,11.54,6.29,1.81E+00,1.62E+01,1.28E+01
13.73,30.05,-6.12,5.66E+00,1.05E+01,4.68E+01
10.33,21.96,10.91,1.44E+01,4.60E+00,2.39E+00
2.13,16.06,6.94,1.36E+01,2.06E-01,-3.75E+00
4.26,18.97,-1.97,1.11E+01,-2.37E+00,2.77E+01
4.32,25.44,7.86,6.93E+00,-3.35E+00,4.32E+01
-3.24,44.40,10.17,5.87E+00,-1.15E+00,9.73E+00
-2.99,37.98,11.82,5.25E+01,1.37E+01,-5.43E+00
-2.28,19.01,-1.53,4.74E+01,2.63E+00,7.40E+00
8.85,20.00,0.94,2.32E+01,1.45E+01,-7.34E+00
-15.62,16.52,4.59,6.34E+00,3.08E+01,1.93E+01
20.36,18.90,-0.72,1.64E+01,8.10E+00,1.49E+01
18.92,29.27,2.48,2.86E+01,1.94E+00,4.39E+00
23.68,46.33,5.96,7.17E+00,2.42E+01,3.26E+00
20.71,27.07,3.51,7.30E+00,-1.45E+00,-2.59E+00
-2.39,28.00,9.10,1.96E+01,1.28E+01,2.08E+00
-1.55,30.19,6.62,1.25E+01,5.38E+00,-2.82E+00
-0.07,15.94,7.44,1.20E+01,4.38E+00,1.82E+00
-3.22,54.05,13.90,9.80E+00,1.55E+01,1.33E+01
11.04,28.40,-0.02,2.34E+01,1.45E+01,3.94E+01
5.58,48.02,11.93,9.96E+00,5.74E+00,3.82E+00
55.38,14.64,29.63,1.97E+01,6.09E+00,-2.52E+00
10.09,63.81,3.65,3.62E+01,3.77E+01,1.95E+01
11.74,22.51,9.23,1.67E+01,-2.06E+00,1.47E+01
-4.78,21.68,23.06,9.75E+00,9.34E+00,2.16E+01
20.95,36.59,13.06,1.89E+01,3.26E+01,2.15E+01
14.84,20.13,11.82,2.32E+01,1.09E+01,8.39E-01
4.94,28.02,4.46,1.54E+01,5.80E+00,1.14E+01
6.67,18.35,4.52,8.51E+00,3.12E+00,7.01E+00
1.24,36.17,5.26,2.19E+01,-4.38E+00,1.59E+01
-3.96,25.09,4.95,2.66E+01,1.31E+01,2.01E+01
2.18,37.37,12.46,2.41E+01,-1.44E+00,6.91E+00
-2.54,31.14,-2.57,6.61E+00,4.39E+00,7.65E+00
0.78,49.95,14.83,3.74E+00,4.82E-01,6.41E+00
8.69,28.20,19.44,1.97E+01,2.77E+01,1.62E+01
-3.71,43.21,47.38,1.39E+01,2.63E+01,1.51E-02
36.97,26.63,24.40,1.94E+01,4.26E+00,1.16E+01
2.12,43.14,15.56,1.85E+01,3.51E+00,1.59E+01
14.24,21.91,8.16,3.14E+01,2.48E+00,5.66E+01
33.76,19.03,48.28,7.39E+00,5.07E+00,1.11E+02
38.43,32.70,23.54,-1.89E+00,3.55E-01,2.32E+01
11.11,27.36,17.67,3.60E+00,-5.30E+00,5.89E+00
7.97,36.51,9.12,3.02E+02,-9.39E-01,4.80E+00
0.62,19.42,28.75,4.26E+01,9.36E-01,1.43E+01
6.32,17.78,6.09,1.22E+00,1.13E+01,5.57E+00
9.02,32.17,5.91,2.13E+01,-3.12E+00,3.04E+01
22.81,119.63,14.67,5.48E-01,1.46E+01,2.10E+00
0.67,52.46,6.80,2.21E+01,-5.33E+00,8.27E+00
25.18,38.15,2.64,9.25E+00,4.50E+00,1.12E+01
11.43,25.95,3.91,2.46E+01,-8.83E-01,8.68E+00
17.30,20.18,-1.16,2.80E+01,4.01E+00,6.77E+00
9.89,24.28,16.31,2.01E+01,-4.62E+00,3.35E+00
17.16,50.44,20.85,-3.85E+00,-6.57E+00,7.60E+00
6.16,29.57,2.89,5.85E+00,7.63E+00,5.46E+00
109.19,18.95,0.65,2.34E+01,8.59E+00,2.14E+01
81.28,30.87,15.17,9.96E+00,-4.61E+00,1.82E+01
2.12,26.28,12.31,-1.62E+00,4.05E+00,1.10E+01
8.02,24.64,15.07,5.78E-01,1.12E+00,1.42E+01
2.72,38.99,7.72,4.24E+00,-1.73E+00,3.67E+01
17.40,34.50,18.18,7.38E+01,7.42E-01,1.17E+01
25.01,23.05,-1.83,1.24E+01,-4.07E+00,8.65E+00
8.18,27.64,10.73,2.05E+01,1.75E-01,3.73E+00
21.72,20.22,18.03,5.63E+00,-3.09E+00,6.08E+00
6.74,18.38,12.34,2.95E+01,4.52E+00,1.23E+01
16.47,18.70,12.84,1.72E+01,-2.91E+00,9.55E+00
10.00,28.48,10.88,8.69E+00,1.31E+01,1.77E+00
4.45,24.75,16.46,1.11E+02,-2.54E+00,2.30E+01
10.97,18.05,29.84,6.31E+00,-3.12E+00,2.08E+01
22.59,31.21,2.57,1.06E+01,5.43E+00,1.26E+01
15.28,19.17,0.58,1.36E+01,4.48E+00,1.74E-02
7.66,16.14,0.52,9.54E+00,2.98E+00,1.48E+01
11.61,26.05,20.29,1.75E+01,2.81E+00,4.86E+00
53.26,25.37,-2.47,1.68E+00,6.92E+01,8.22E+00
0.32,33.19,51.75,1.27E+01,9.40E-01,1.94E+01
31.37,21.23,-0.74,1.15E+01,2.88E-01,8.00E+00
12.37,19.68,9.05,1.08E+01,3.26E+00,2.50E+01
26.03,49.34,24.01,6.24E+00,-3.68E+00,4.49E+00
5.23,67.27,-2.02,1.71E-01,2.68E+00,1.45E+00
14.95,32.65,10.64,1.38E+01,-4.12E+00,8.41E+00
68.01,58.12,3.26,4.73E+01,-3.68E+00,1.17E+01
12.94,106.54,5.72,3.93E+01,3.71E+00,3.87E+00
-2.34,22.49,11.92,5.08E+01,7.84E+00,2.49E+01
16.77,40.64,80.62,4.24E+01,1.88E+00,1.24E+01
6.51,36.15,4.52,2.30E+01,7.38E+00,1.87E+01
6.09,24.36,7.32,3.15E+00,-3.80E+00,8.13E+00
22.18,27.32,-6.17,3.27E+00,4.53E+01,2.51E+01
1.28,14.79,1.73,1.13E+01,6.14E+00,2.34E+01
-0.57,13.50,1.52,9.33E+00,2.92E+01,3.13E+01
0.55,16.11,11.92,3.93E+00,7.22E+00,7.76E+01
3.33,27.08,12.36,1.03E+01,5.04E+00,1.03E+01
6.45,20.63,-0.30,1.31E+01,1.13E+01,1.33E+01
-0.73,38.81,6.38,2.03E+01,1.17E+00,1.09E+01
-2.16,39.44,38.66,8.84E+00,-8.75E-01,3.00E+01
1.68,71.92,17.37,1.78E+01,8.30E+00,1.03E+01
7.01,35.84,5.39,1.32E+01,7.61E-01,7.65E+00
11.62,46.70,6.53,9.53E+00,1.65E+01,1.72E+01
22.84,25.24,80.94,1.14E+01,9.48E+00,4.24E+00
11.06,30.60,-1.46,5.70E+01,9.82E+00,1.36E+01
6.06,46.02,13.02,8.04E+00,5.66E+00,2.03E+01
10.69,37.95,23.06,2.67E+00,1.43E+00,4.18E+00
10.69,17.94,2.34,3.64E+00,8.00E+00,2.34E+01
6.38,23.09,10.28,5.96E+00,3.16E+01,1.38E+01
3.72,27.21,0.90,1.91E+00,1.32E+01,1.51E+01
0.25,22.34,1.51,1.09E+01,5.36E+00,1.54E+01
8.13,17.47,10.31,6.34E+01,1.83E+00,3.56E+00
28.38,28.55,-0.33,1.47E+01,1.16E+01,2.20E+01
15.80,26.92,3.61,3.87E+01,2.71E+01,2.52E+00
23.95,29.29,86.05,2.21E+01,-4.21E+00,1.09E+01
6.61,15.53,11.63,4.69E+01,5.18E+00,2.17E+01
3.57,59.48,21.19,1.60E+01,2.04E+00,1.27E+00
-1.03,52.99,6.35,9.01E+01,-2.48E-01,2.22E+01
9.69,22.46,13.82,2.90E+01,9.75E+00,4.69E+00
-0.13,21.52,69.47,2.39E+01,6.45E+00,2.17E+01
4.56,28.66,26.11,1.94E+01,5.58E+00,4.76E+00
9.72,37.77,4.18,1.40E+01,-1.88E+00,1.01E+01
1.78,23.43,34.52,1.59E+01,-7.87E+00,9.55E+00
9.13,32.00,1.69,1.52E+01,3.24E+01,1.04E+01
11.34,28.37,16.12,5.03E+01,2.07E+01,1.90E+01
50.15,28.57,3.87,3.54E+01,7.13E+00,1.27E+01
12.45,27.97,7.75,1.59E+01,4.87E+00,9.89E+00
14.99,20.92,-5.50,2.25E+01,4.40E+00,1.13E+01
3.71,34.55,5.89,3.60E+01,9.23E+00,4.74E+01
1.01,32.52,2.62,1.47E+01,1.13E+01,1.65E+01
-1.49,61.61,12.98,2.72E+01,8.15E-01,1.11E+01
10.26,27.04,5.78,2.23E+01,3.55E+01,8.61E+00
3.14,35.77,4.04,4.74E+01,1.31E+01,1.00E+01
3.02,46.83,10.93,1.01E+01,8.85E+00,1.96E+01
15.48,52.42,4.67,8.47E+00,3.98E+01,8.43E+00
-1.11,21.83,1.88,7.44E+00,1.56E+01,1.73E+01
